Gender,Invoice ID,Branch,City,Customer type,Product line,Unit price,Quantity,Tax 5%,Date
Female,308-81-0538,A,Yangon,Normal,Fashion accessories,73.05,4,14.61,2023-02-09 03:42:42
Female,358-88-9262,C,Naypyitaw,Member,Food and beverages,87.48,6,26.244,2025-08-17 13:19:57
Female,173-50-1108,B,Mandalay,Member,Sports and travel,20.18,4,4.036,2024-01-08 07:21:34
Female,841-18-8232,B,Mandalay,Normal,Food and beverages,71.2,1,3.56,2021-09-09 20:45:25
Female,647-50-1224,A,Yangon,Normal,Fashion accessories,29.42,10,14.71,2021-11-18 10:25:52
Female,539-21-7227,B,Mandalay,Normal,Sports and travel,51.54,5,12.885,2021-03-25 19:55:02
Female,213-32-1216,A,Yangon,Normal,Electronic accessories,66.06,6,19.818,2024-11-07 10:59:53
Female,582-52-8065,B,Mandalay,Normal,Fashion accessories,54.31,9,244.395,2021-04-10 06:35:07
Female,210-57-1719,B,Mandalay,Normal,Health and beauty,58.24,9,26.208,2022-06-17 07:27:14
Female,198-66-9832,B,Mandalay,Member,Fashion accessories,72.04,2,7.204,2022-12-03 23:00:22
Female,283-26-5248,C,Naypyitaw,Member,Food and beverages,98.52,10,49.26,2021-03-03 17:16:57
Female,218-59-9410,A,Yangon,Member,Home and lifestyle,72.42,3,10.863,2022-01-31 05:11:33
Female,134-54-4720,B,Mandalay,Normal,Electronic accessories,42.42,8,16.968,2025-07-04 02:41:49
Female,698-98-5964,A,Yangon,Normal,Food and beverages,81.21,10,40.605,2023-08-18 00:27:33
Female,718-57-9773,C,Naypyitaw,Normal,Sports and travel,49.33,10,24.665,2021-11-14 07:56:07
Female,651-88-7328,A,Yangon,Normal,Fashion accessories,65.74,9,29.583,2021-04-03 05:09:12
Female,241-11-2261,B,Mandalay,Normal,Fashion accessories,79.86,7,27.951,2025-04-21 11:05:34
Female,408-26-9866,C,Naypyitaw,Normal,Sports and travel,73.98,7,25.893,2024-03-29 16:55:30
Female,834-83-1826,B,Mandalay,Member,Home and lifestyle,82.04,5,20.51,2024-01-19 11:44:48
Female,797-88-0493,A,Yangon,Normal,Health and beauty,64.27,4,12.854,2025-06-20 04:43:38
Female,443-82-0585,A,Yangon,Member,Health and beauty,77.68,4,15.536,2022-05-07 05:11:18
Female,339-18-7061,C,Naypyitaw,Member,Fashion accessories,92.98,2,9.298,2024-08-23 20:02:41
Female,359-90-3665,B,Mandalay,Member,Fashion accessories,18.08,4,3.616,2023-04-01 03:22:52
Female,278-86-2735,A,Yangon,Normal,Food and beverages,52.34,3,7.851,2024-01-19 09:58:52
Female,695-28-6250,A,Yangon,Normal,Sports and travel,43.06,5,10.765,2023-06-21 15:39:36
Female,788-07-8452,C,Naypyitaw,Member,Home and lifestyle,24.24,7,8.484,2023-09-28 07:04:44
Female,560-49-6611,A,Yangon,Member,Sports and travel,45.58,1,2.279,2024-03-11 11:14:13
Female,880-35-0356,A,Yangon,Member,Sports and travel,75.2,3,11.28,2023-04-01 02:11:31
Female,123-35-4896,C,Naypyitaw,Normal,Sports and travel,46.66,9,20.997,2023-01-30 20:09:48
Female,258-69-7810,C,Naypyitaw,Normal,Fashion accessories,36.85,5,9.2125,2022-05-02 23:26:37
Female,334-64-2006,A,Yangon,Member,Home and lifestyle,70.32,2,7.032,2025-04-17 10:11:18
Female,881-41-7302,C,Naypyitaw,Normal,Fashion accessories,64.99,1,3.2495,2022-01-26 06:22:38
Female,642-30-6693,B,Mandalay,Normal,Sports and travel,54.51,6,16.353,2024-11-22 18:57:20
Female,484-22-8230,C,Naypyitaw,Member,Fashion accessories,51.89,7,181.615,2023-02-28 07:12:46
Female,559-98-9873,A,Yangon,Member,Fashion accessories,53.65,7,187.775,2023-07-07 06:46:31
Female,544-32-5024,C,Naypyitaw,Member,Food and beverages,49.79,4,9.958,2021-03-08 11:46:18
Female,421-95-9805,A,Yangon,Normal,Electronic accessories,28.96,1,1.448,2023-10-03 06:08:39
Female,277-35-5865,C,Naypyitaw,Member,Food and beverages,98.97,9,445.365,2021-02-12 17:14:42
Female,509-29-3912,A,Yangon,Member,Sports and travel,38.72,9,17.424,2022-08-23 02:40:26
Female,641-96-3695,C,Naypyitaw,Member,Fashion accessories,43.46,6,13.038,2021-08-07 21:33:13
Female,420-97-3340,A,Yangon,Normal,Food and beverages,71.68,3,10.752,2022-12-23 06:59:57
Female,436-54-4512,A,Yangon,Member,Food and beverages,91.61,1,4.5805,2024-03-22 05:00:11
Female,670-79-6321,B,Mandalay,Member,Home and lifestyle,94.59,7,331.065,2024-03-06 10:46:47
Female,852-62-7105,B,Mandalay,Normal,Fashion accessories,83.25,10,41.625,2022-04-03 12:28:03
Female,135-13-8269,B,Mandalay,Member,Food and beverages,78.88,2,7.888,2025-10-14 02:03:31
Female,308-39-1707,A,Yangon,Normal,Fashion accessories,12.09,1,6.045,2021-02-08 13:52:29
Female,318-81-2368,C,Naypyitaw,Normal,Electronic accessories,46.2,1,2.31,2022-03-12 10:51:05
Female,364-33-8584,B,Mandalay,Member,Food and beverages,17.63,5,4.4075,2022-07-21 18:52:06
Female,695-09-5146,B,Mandalay,Member,Food and beverages,98.79,3,148.185,2025-11-27 19:55:58
Female,155-45-3814,C,Naypyitaw,Member,Electronic accessories,88.55,8,35.42,2022-05-20 05:23:23
Female,131-15-8856,C,Naypyitaw,Member,Food and beverages,72.52,8,29.008,2022-03-10 17:20:35
Female,859-71-0933,C,Naypyitaw,Member,Sports and travel,15.49,2,1.549,2025-07-08 23:00:26
Female,563-47-4072,B,Mandalay,Normal,Health and beauty,55.81,6,16.743,2021-02-12 04:38:14
Female,169-52-4504,A,Yangon,Normal,Electronic accessories,15.69,3,2.3535,2024-11-12 03:44:09
Female,250-81-7186,C,Naypyitaw,Normal,Electronic accessories,99.69,1,4.9845,2022-04-19 07:39:11
Female,562-12-5430,A,Yangon,Member,Fashion accessories,88.15,3,132.225,2021-07-18 02:13:09
Female,816-72-8853,A,Yangon,Member,Sports and travel,27.93,5,6.9825,2021-12-08 00:58:03
Female,322-02-2271,B,Mandalay,Normal,Sports and travel,42.97,3,6.4455,2024-05-13 23:24:35
Female,725-67-2480,B,Mandalay,Member,Fashion accessories,58.75,6,17.625,2025-05-02 12:08:14
Female,641-51-2661,C,Naypyitaw,Member,Food and beverages,87.1,10,43.55,2022-08-08 23:12:34
Female,714-02-3114,C,Naypyitaw,Normal,Sports and travel,98.8,2,9.88,2021-05-28 17:42:05
Female,518-17-2983,A,Yangon,Normal,Fashion accessories,48.63,4,9.726,2024-09-09 13:52:40
Female,190-14-3147,B,Mandalay,Normal,Health and beauty,17.97,4,3.594,2025-04-16 05:55:25
Female,408-66-6712,C,Naypyitaw,Member,Health and beauty,47.71,6,14.313,2023-02-06 07:18:45
Female,679-22-6530,B,Mandalay,Normal,Sports and travel,40.62,2,4.062,2022-07-10 05:07:38
Female,576-31-4774,B,Mandalay,Normal,Health and beauty,73.41,3,11.0115,2023-09-17 00:57:50
Female,811-03-8790,A,Yangon,Normal,Electronic accessories,45.48,10,22.74,2025-05-26 09:43:15
Female,752-23-3760,B,Mandalay,Member,Sports and travel,64.08,7,22.428,2024-10-23 08:16:53
Female,274-05-5470,A,Yangon,Member,Food and beverages,73.47,4,14.694,2021-07-27 08:25:24
Female,528-87-5606,B,Mandalay,Member,Electronic accessories,39.48,1,1.974,2023-10-16 08:45:24
Female,320-85-2052,B,Mandalay,Normal,Sports and travel,34.81,1,1.7405,2021-04-14 05:03:38
Female,370-96-0655,C,Naypyitaw,Normal,Fashion accessories,49.32,6,14.796,2024-04-11 10:55:24
Female,510-79-0415,B,Mandalay,Member,Sports and travel,23.08,6,6.924,2021-06-24 00:28:00
Female,241-96-5076,B,Mandalay,Member,Home and lifestyle,49.1,2,4.91,2025-02-10 09:11:37
Female,767-97-4650,B,Mandalay,Member,Sports and travel,64.83,2,6.483,2022-11-13 08:34:07
Female,305-03-2383,A,Yangon,Normal,Food and beverages,67.1,3,10.065,2024-07-08 06:56:33
Female,394-55-6384,C,Naypyitaw,Member,Sports and travel,70.19,9,315.855,2023-11-15 13:22:19
Female,196-01-2849,C,Naypyitaw,Member,Fashion accessories,73.38,7,25.683,2024-05-31 17:47:53
Female,372-62-5264,C,Naypyitaw,Normal,Food and beverages,52.6,9,23.67,2021-12-12 07:48:00
Female,800-09-8606,A,Yangon,Member,Home and lifestyle,87.37,5,218.425,2023-12-23 19:53:41
Female,182-52-7000,A,Yangon,Member,Sports and travel,27.04,4,5.408,2022-12-30 05:49:03
Female,626-43-7888,C,Naypyitaw,Normal,Fashion accessories,60.41,8,24.164,2022-08-08 03:42:20
Female,191-29-0321,B,Mandalay,Member,Fashion accessories,19.77,10,9.885,2023-12-30 18:17:24
Female,640-48-5028,B,Mandalay,Member,Home and lifestyle,88.39,9,397.755,2021-03-22 04:38:23
Female,834-45-5519,B,Mandalay,Normal,Electronic accessories,43.0,4,8.6,2024-03-30 07:16:56
Female,728-88-7867,C,Naypyitaw,Member,Home and lifestyle,75.53,4,15.106,2022-12-30 07:50:37
Female,183-21-3799,C,Naypyitaw,Normal,Electronic accessories,77.63,9,349.335,2022-01-15 01:51:09
Female,268-20-3585,C,Naypyitaw,Normal,Health and beauty,13.85,9,6.2325,2022-11-25 21:40:21
Female,258-92-7466,A,Yangon,Normal,Health and beauty,35.68,5,8.92,2022-06-15 08:18:07
Female,857-16-3520,A,Yangon,Member,Fashion accessories,71.46,7,25.011,2021-07-11 10:38:41
Female,821-14-9046,B,Mandalay,Member,Fashion accessories,17.48,6,5.244,2021-06-02 02:58:29
Female,418-05-0656,B,Mandalay,Normal,Fashion accessories,25.56,7,8.946,2023-08-04 21:30:11
Female,678-79-0726,C,Naypyitaw,Member,Sports and travel,90.63,9,407.835,2022-07-06 07:49:52
Female,592-46-1692,C,Naypyitaw,Member,Food and beverages,36.77,7,12.8695,2021-12-16 15:44:28
Female,149-14-0304,C,Naypyitaw,Member,Health and beauty,28.5,8,11.4,2023-01-13 11:39:20
Female,299-29-0180,B,Mandalay,Member,Home and lifestyle,52.18,7,18.263,2025-04-07 10:18:10
Female,247-11-2470,A,Yangon,Member,Fashion accessories,22.32,4,4.464,2023-04-06 05:52:07
Female,386-27-7606,C,Naypyitaw,Member,Home and lifestyle,81.2,7,28.42,2023-03-23 13:08:32
Female,373-14-0504,A,Yangon,Member,Sports and travel,71.63,2,7.163,2023-05-28 22:52:13
Female,345-68-9016,C,Naypyitaw,Member,Sports and travel,31.67,8,12.668,2022-05-09 02:54:41
Female,390-17-5806,C,Naypyitaw,Member,Food and beverages,38.42,1,1.921,2025-02-19 22:37:52
Female,664-14-2882,C,Naypyitaw,Member,Home and lifestyle,10.53,5,2.6325,2022-09-08 09:58:54
Female,487-79-6868,B,Mandalay,Member,Home and lifestyle,12.29,9,5.5305,2022-10-19 14:57:49
Female,210-30-7976,B,Mandalay,Member,Fashion accessories,22.32,4,4.464,2025-04-07 00:37:29
Female,585-86-8361,A,Yangon,Normal,Food and beverages,27.28,5,6.82,2024-10-10 00:45:24
Female,807-14-7833,A,Yangon,Member,Electronic accessories,17.42,10,8.71,2021-09-04 04:04:02
Female,288-38-3758,C,Naypyitaw,Member,Fashion accessories,84.87,3,12.7305,2022-09-25 18:39:53
Female,652-43-6591,A,Yangon,Normal,Fashion accessories,97.29,8,38.916,2021-09-02 18:06:05
Female,785-96-0615,B,Mandalay,Member,Electronic accessories,35.74,8,14.296,2025-02-07 22:16:14
Female,406-46-7107,A,Yangon,Normal,Home and lifestyle,96.52,6,28.956,2025-10-30 10:43:58
Female,156-95-3964,A,Yangon,Normal,Food and beverages,55.39,4,11.078,2025-03-27 14:57:32
Female,842-40-8179,B,Mandalay,Member,Food and beverages,77.2,10,38.6,2025-12-24 16:32:16
Female,410-67-1709,A,Yangon,Member,Fashion accessories,63.88,8,25.552,2025-04-26 21:37:36
Female,587-73-4862,A,Yangon,Member,Health and beauty,10.69,5,2.6725,2021-07-18 13:57:52
Female,593-14-4239,B,Mandalay,Normal,Home and lifestyle,95.46,8,38.184,2024-08-01 12:23:45
Female,801-88-0346,C,Naypyitaw,Normal,Fashion accessories,76.06,3,11.409,2024-01-04 06:06:31
Female,711-31-1234,B,Mandalay,Normal,Electronic accessories,95.64,4,19.128,2025-09-26 04:33:20
Female,886-54-6089,A,Yangon,Normal,Home and lifestyle,11.43,6,3.429,2021-01-22 03:53:05
Female,707-32-7409,B,Mandalay,Member,Sports and travel,95.54,4,19.108,2025-10-02 22:37:12
Female,759-98-4285,C,Naypyitaw,Member,Health and beauty,85.87,7,300.545,2021-02-25 14:24:43
Female,201-63-8275,C,Naypyitaw,Member,Sports and travel,67.99,7,237.965,2025-09-11 10:01:55
Female,471-06-8611,C,Naypyitaw,Normal,Food and beverages,52.42,1,2.621,2024-10-02 08:52:44
Female,120-54-2248,B,Mandalay,Normal,Food and beverages,28.86,5,7.215,2023-10-19 07:02:19
Female,534-53-3526,A,Yangon,Normal,Sports and travel,94.76,4,18.952,2023-04-11 21:39:19
Female,307-04-2070,A,Yangon,Member,Fashion accessories,30.62,1,1.531,2025-06-02 10:09:53
Female,468-99-7231,C,Naypyitaw,Normal,Home and lifestyle,44.01,8,17.604,2021-09-05 07:33:41
Female,516-77-6464,C,Naypyitaw,Member,Health and beauty,10.16,5,2.54,2024-03-23 01:11:40
Female,790-38-4466,C,Naypyitaw,Normal,Health and beauty,10.99,5,2.7475,2025-07-04 09:08:28
Female,744-16-7898,B,Mandalay,Normal,Home and lifestyle,97.37,10,48.685,2023-06-11 17:41:36
Female,702-72-0487,A,Yangon,Normal,Electronic accessories,46.61,2,4.661,2021-12-05 10:30:22
Female,443-60-9639,C,Naypyitaw,Member,Home and lifestyle,60.87,1,3.0435,2022-08-07 18:28:02
Female,864-24-7918,A,Yangon,Member,Sports and travel,24.49,10,12.245,2022-05-25 15:46:02
Female,324-41-6833,C,Naypyitaw,Member,Electronic accessories,30.2,8,12.08,2025-12-04 03:50:04
Female,759-29-9521,A,Yangon,Member,Fashion accessories,48.96,9,22.032,2021-12-09 20:18:58
Female,831-81-6575,B,Mandalay,Member,Electronic accessories,75.59,9,340.155,2022-01-12 20:58:53
Female,220-68-6701,A,Yangon,Normal,Home and lifestyle,77.47,4,15.494,2021-09-07 23:54:42
Female,618-34-8551,A,Yangon,Normal,Sports and travel,93.18,2,9.318,2022-11-10 17:26:10
Female,257-60-7754,A,Yangon,Normal,Electronic accessories,50.23,4,10.046,2024-08-14 03:17:56
Female,559-61-5987,B,Mandalay,Normal,Health and beauty,17.75,1,8.875,2023-03-10 13:36:45
Female,189-55-2313,C,Naypyitaw,Normal,Fashion accessories,62.18,10,31.09,2022-06-09 04:50:05
Female,380-60-5336,A,Yangon,Normal,Electronic accessories,40.26,10,20.13,2025-08-09 22:10:01
Female,815-04-6282,C,Naypyitaw,Member,Sports and travel,64.97,5,162.425,2022-10-24 03:33:55
Female,778-34-2523,A,Yangon,Member,Electronic accessories,48.62,8,19.448,2024-10-13 11:35:19
Female,499-27-7781,B,Mandalay,Normal,Food and beverages,53.21,8,21.284,2021-05-14 10:04:38
Female,477-59-2456,C,Naypyitaw,Normal,Fashion accessories,45.44,7,15.904,2021-08-19 00:34:31
Female,186-43-8965,A,Yangon,Member,Home and lifestyle,47.68,2,4.768,2022-06-13 02:08:33
Female,276-75-6884,A,Yangon,Normal,Health and beauty,68.71,3,10.3065,2024-02-17 14:36:21
Female,109-86-4363,B,Mandalay,Member,Sports and travel,60.08,7,21.028,2022-11-13 10:00:19
Female,569-76-2760,A,Yangon,Member,Sports and travel,22.01,4,4.402,2023-06-01 10:46:51
Female,222-42-0244,B,Mandalay,Member,Health and beauty,72.11,9,324.495,2023-05-18 02:02:48
Female,416-17-9926,A,Yangon,Member,Electronic accessories,74.22,10,37.11,2025-09-25 10:57:05
Female,343-75-9322,B,Mandalay,Member,Sports and travel,11.85,8,4.74,2021-10-18 13:06:13
Female,427-45-9297,B,Mandalay,Member,Home and lifestyle,40.73,7,142.555,2022-03-30 03:18:09
Female,271-77-8740,C,Naypyitaw,Member,Sports and travel,29.22,6,8.766,2023-09-09 14:44:14
Female,860-73-6466,A,Yangon,Member,Sports and travel,39.47,2,3.947,2024-04-28 15:21:21
Female,549-23-9016,C,Naypyitaw,Member,Food and beverages,14.87,2,1.487,2022-09-24 20:48:59
Female,862-29-5914,C,Naypyitaw,Normal,Sports and travel,22.38,1,1.119,2022-03-23 06:27:53
Female,845-94-6841,C,Naypyitaw,Member,Food and beverages,72.88,9,32.796,2023-05-24 02:40:53
Female,125-45-2293,A,Yangon,Normal,Fashion accessories,99.1,6,29.73,2025-10-03 14:37:39
Female,409-33-9708,A,Yangon,Normal,Fashion accessories,98.48,2,9.848,2024-07-07 14:07:31
Female,866-70-2814,B,Mandalay,Normal,Electronic accessories,52.79,10,26.395,2023-12-14 03:30:57
Female,160-22-2687,A,Yangon,Member,Health and beauty,95.95,5,239.875,2024-05-14 05:57:07
Female,895-03-6665,B,Mandalay,Normal,Fashion accessories,36.51,9,164.295,2023-11-18 12:48:03
Female,748-45-2862,A,Yangon,Member,Home and lifestyle,28.31,4,5.662,2021-04-14 21:15:12
Female,316-66-3011,A,Yangon,Member,Food and beverages,47.63,9,214.335,2025-06-10 15:04:46
Female,848-95-6252,C,Naypyitaw,Member,Home and lifestyle,86.27,1,4.3135,2024-07-12 23:42:22
Female,152-03-4217,B,Mandalay,Normal,Home and lifestyle,11.28,9,5.076,2025-09-19 02:48:14
Female,533-66-5566,B,Mandalay,Normal,Home and lifestyle,51.07,7,178.745,2023-09-14 14:23:51
Female,124-31-1458,A,Yangon,Member,Electronic accessories,79.59,3,11.9385,2022-06-09 20:02:04
Female,101-81-4070,C,Naypyitaw,Member,Health and beauty,62.82,2,6.282,2025-12-30 14:03:55
Female,544-55-9589,B,Mandalay,Member,Electronic accessories,21.43,10,10.715,2021-02-11 18:15:58
Female,448-61-3783,A,Yangon,Normal,Electronic accessories,90.02,8,36.008,2022-05-17 23:44:24
Female,761-49-0439,B,Mandalay,Member,Electronic accessories,12.1,8,4.84,2022-04-17 08:58:55
Female,490-95-0021,B,Mandalay,Member,Food and beverages,33.21,10,16.605,2024-06-06 08:08:41
Female,115-38-7388,C,Naypyitaw,Member,Fashion accessories,10.18,8,4.072,2024-06-13 08:48:04
Female,291-55-6563,A,Yangon,Member,Home and lifestyle,34.42,6,10.326,2025-09-21 03:18:51
Female,548-48-3156,A,Yangon,Member,Food and beverages,83.34,2,8.334,2022-02-22 09:07:28
Female,884-80-6021,A,Yangon,Member,Electronic accessories,73.47,10,36.735,2022-02-08 20:33:07
Female,137-74-8729,C,Naypyitaw,Normal,Fashion accessories,12.19,8,4.876,2024-01-13 03:08:47
Female,389-70-2397,C,Naypyitaw,Normal,Health and beauty,83.66,5,20.915,2023-09-18 21:05:07
Female,114-35-5271,B,Mandalay,Normal,Electronic accessories,57.91,8,23.164,2025-08-26 17:47:53
Female,607-76-6216,C,Naypyitaw,Member,Fashion accessories,92.49,5,231.225,2025-01-11 23:43:26
Female,409-49-6995,C,Naypyitaw,Member,Food and beverages,47.27,6,14.181,2022-06-10 13:11:49
Female,377-79-7592,C,Naypyitaw,Member,Electronic accessories,44.84,9,20.178,2021-10-05 13:13:36
Female,595-94-9924,A,Yangon,Member,Health and beauty,27.73,5,6.9325,2025-05-22 07:02:57
Female,545-07-8534,C,Naypyitaw,Normal,Health and beauty,58.32,2,5.832,2022-07-22 17:21:43
Female,118-62-1812,C,Naypyitaw,Member,Home and lifestyle,78.38,4,15.676,2021-11-19 00:30:51
Female,851-98-3555,B,Mandalay,Normal,Health and beauty,82.88,5,20.72,2024-11-01 06:37:53
Female,186-71-5196,A,Yangon,Member,Food and beverages,79.54,2,7.954,2023-02-07 12:11:24
Female,624-01-8356,B,Mandalay,Normal,Home and lifestyle,49.01,10,24.505,2024-07-26 01:54:36
Female,313-66-9943,B,Mandalay,Member,Food and beverages,29.15,3,4.3725,2021-09-09 09:55:31
Female,151-27-8496,C,Naypyitaw,Normal,Electronic accessories,56.13,4,11.226,2024-03-01 10:41:12
Female,453-33-6436,A,Yangon,Normal,Home and lifestyle,93.12,8,37.248,2022-04-04 23:27:31
Female,459-45-2396,A,Yangon,Member,Food and beverages,99.6,3,14.94,2023-01-25 21:20:52
Female,717-96-4189,C,Naypyitaw,Normal,Electronic accessories,35.49,6,10.647,2023-03-30 09:13:06
Female,749-81-8133,A,Yangon,Normal,Fashion accessories,94.67,4,18.934,2021-01-16 11:55:54
Female,636-98-3364,B,Mandalay,Member,Electronic accessories,26.26,3,3.939,2022-03-06 11:48:29
Female,246-55-6923,C,Naypyitaw,Member,Home and lifestyle,35.79,9,161.055,2024-07-28 08:49:00
Female,181-82-6255,B,Mandalay,Normal,Home and lifestyle,16.37,6,4.911,2022-06-27 01:04:52
Female,838-02-1821,C,Naypyitaw,Member,Home and lifestyle,12.73,2,1.273,2025-11-01 02:06:49
Female,887-42-0517,C,Naypyitaw,Normal,Sports and travel,83.14,7,29.099,2022-01-24 11:00:43
Female,457-12-0244,C,Naypyitaw,Member,Sports and travel,35.22,6,10.566,2023-03-18 00:17:36
Female,226-34-0034,B,Mandalay,Normal,Electronic accessories,13.78,4,2.756,2024-11-25 00:10:31
Female,397-25-8725,A,Yangon,Member,Health and beauty,39.62,9,17.829,2021-09-01 15:14:26
Female,431-66-2305,B,Mandalay,Normal,Electronic accessories,88.25,9,397.125,2021-03-05 03:04:27
Female,756-93-1854,C,Naypyitaw,Member,Fashion accessories,83.35,2,8.335,2024-12-10 09:36:16
Female,243-55-8457,A,Yangon,Normal,Food and beverages,74.44,10,37.22,2024-05-30 08:05:17
Female,501-61-1753,B,Mandalay,Normal,Home and lifestyle,63.15,6,18.945,2023-12-29 20:31:19
Female,433-08-7822,C,Naypyitaw,Normal,Health and beauty,78.89,7,276.115,2021-04-13 04:12:07
Female,361-85-2571,A,Yangon,Normal,Sports and travel,89.48,5,22.37,2025-05-14 18:26:29
Female,131-70-8179,A,Yangon,Member,Health and beauty,92.09,3,138.135,2024-12-31 14:47:47
Female,500-02-2261,C,Naypyitaw,Normal,Food and beverages,57.29,6,17.187,2022-05-21 15:56:09
Female,809-69-9497,A,Yangon,Normal,Home and lifestyle,45.68,10,22.84,2021-03-04 11:33:20
Female,489-82-1237,A,Yangon,Normal,Electronic accessories,93.88,7,32.858,2022-10-12 08:14:24
Female,365-16-4334,B,Mandalay,Normal,Food and beverages,26.43,8,10.572,2021-09-12 23:08:57
Female,305-89-2768,B,Mandalay,Member,Home and lifestyle,21.9,3,3.285,2024-08-07 10:55:28
Female,574-80-1489,B,Mandalay,Member,Food and beverages,62.85,4,12.57,2023-01-28 12:26:35
Female,784-08-0310,C,Naypyitaw,Member,Food and beverages,21.04,4,4.208,2023-11-12 00:50:20
Female,846-10-0341,A,Yangon,Normal,Fashion accessories,42.57,7,148.995,2023-07-20 00:16:17
Female,867-47-1948,C,Naypyitaw,Normal,Home and lifestyle,15.8,10,7.9,2024-12-04 01:05:02
Female,384-59-6655,A,Yangon,Member,Food and beverages,98.66,9,44.397,2021-10-26 17:24:36
Female,593-08-5916,A,Yangon,Normal,Fashion accessories,15.5,1,775.0,2025-06-03 23:04:10
Female,172-42-8274,B,Mandalay,Normal,Electronic accessories,38.27,2,3.827,2023-06-12 14:17:24
Female,558-60-5016,A,Yangon,Normal,Home and lifestyle,33.3,9,14.985,2023-11-13 05:30:18
Female,605-03-2706,A,Yangon,Normal,Health and beauty,15.8,3,2.37,2024-08-27 07:13:02
Female,214-30-2776,B,Mandalay,Member,Electronic accessories,34.49,5,8.6225,2025-02-28 17:04:01
Female,746-04-1077,B,Mandalay,Member,Food and beverages,84.63,10,42.315,2024-09-21 20:16:33
Female,221-25-5073,A,Yangon,Normal,Food and beverages,74.66,4,14.932,2024-01-18 03:56:13
Female,156-20-0370,B,Mandalay,Normal,Electronic accessories,25.45,1,1.2725,2023-07-28 20:50:53
Female,151-33-7434,B,Mandalay,Normal,Food and beverages,67.77,1,3.3885,2021-01-30 02:16:56
Female,139-32-4183,A,Yangon,Member,Sports and travel,97.48,9,43.866,2021-03-02 08:12:12
Female,374-38-5555,B,Mandalay,Normal,Fashion accessories,63.71,5,159.275,2025-02-22 08:40:43
Female,764-44-8999,B,Mandalay,Normal,Health and beauty,14.76,2,1.476,2021-09-13 21:24:35
Female,886-18-2897,A,Yangon,Normal,Food and beverages,56.56,5,14.14,2022-07-12 19:21:40
Female,602-16-6955,B,Mandalay,Normal,Sports and travel,76.6,10,38.3,2023-07-31 19:44:03
Female,652-49-6720,C,Naypyitaw,Member,Electronic accessories,60.95,1,3.0475,2025-08-10 04:30:12
Female,303-96-2227,B,Mandalay,Normal,Home and lifestyle,97.38,10,48.69,2023-03-11 16:20:19
Female,849-09-3807,A,Yangon,Member,Fashion accessories,88.34,7,30.919,2023-02-16 23:24:25
Male,631-41-3108,A,Yangon,Normal,Home and lifestyle,46.33,7,162.155,2024-02-06 09:39:50
Male,123-19-1176,A,Yangon,Member,Health and beauty,58.22,8,23.288,2021-01-14 22:47:04
Male,373-73-7910,A,Yangon,Normal,Sports and travel,86.31,7,302.085,2024-02-15 15:50:21
Male,699-14-3026,C,Naypyitaw,Normal,Electronic accessories,85.39,7,298.865,2023-08-21 05:28:55
Male,529-56-3974,B,Mandalay,Member,Electronic accessories,25.51,4,5.102,2021-10-28 09:21:19
Male,252-56-2699,A,Yangon,Normal,Food and beverages,43.19,10,21.595,2021-09-12 02:00:54
Male,765-26-6951,A,Yangon,Normal,Sports and travel,72.61,6,21.783,2023-11-17 05:26:39
Male,329-62-1586,A,Yangon,Normal,Food and beverages,54.67,3,8.2005,2021-04-22 11:48:28
Male,300-71-4605,C,Naypyitaw,Member,Electronic accessories,86.04,5,21.51,2024-10-14 18:17:19
Male,371-85-5789,B,Mandalay,Normal,Health and beauty,87.98,3,13.197,2023-07-27 22:27:30
Male,273-16-6619,B,Mandalay,Normal,Home and lifestyle,33.2,2,3.32,2024-03-07 17:11:59
Male,636-48-8204,A,Yangon,Normal,Electronic accessories,34.56,5,8.64,2023-06-03 02:26:20
Male,549-59-1358,A,Yangon,Member,Sports and travel,88.63,3,132.945,2025-12-08 09:23:14
Male,649-29-6775,B,Mandalay,Normal,Fashion accessories,33.52,1,1.676,2023-11-08 08:04:26
Male,848-62-7243,A,Yangon,Normal,Health and beauty,24.89,9,11.2005,2021-08-10 14:56:01
Male,871-79-8483,B,Mandalay,Normal,Fashion accessories,94.13,5,235.325,2025-11-27 23:21:45
Male,149-71-6266,B,Mandalay,Member,Sports and travel,78.07,9,351.315,2024-06-13 18:29:13
Male,640-49-2076,B,Mandalay,Normal,Sports and travel,83.78,8,33.512,2025-10-09 12:00:19
Male,595-11-5460,A,Yangon,Normal,Health and beauty,96.58,2,9.658,2024-07-05 19:05:22
Male,129-29-8530,A,Yangon,Member,Sports and travel,62.62,5,15.655,2024-04-25 17:52:11
Male,777-82-7220,B,Mandalay,Member,Home and lifestyle,30.12,8,12.048,2025-12-05 13:55:56
Male,554-53-8700,C,Naypyitaw,Member,Home and lifestyle,56.11,2,5.611,2024-04-09 01:00:09
Male,617-15-4209,C,Naypyitaw,Member,Health and beauty,15.37,2,1.537,2021-05-02 20:44:12
Male,370-41-7321,B,Mandalay,Member,Health and beauty,56.69,9,255.105,2022-04-04 23:29:50
Male,669-54-1719,B,Mandalay,Member,Electronic accessories,18.93,6,5.679,2021-12-13 04:59:35
Male,326-78-5178,C,Naypyitaw,Member,Food and beverages,91.4,7,31.99,2024-12-03 17:46:07
Male,778-71-5554,C,Naypyitaw,Member,Fashion accessories,15.43,1,7.715,2024-10-30 10:08:40
