date,trade_count,total_trade_value,total_quantity
2022-03-03,47,958721.5,4656
2022-03-04,39,719294.26,3549
2022-03-05,41,943464.44,4353
2022-03-06,53,1102440.99,5540
2022-03-07,48,983462.5,4925
2022-03-08,57,1212443.44,6196
2022-03-09,52,1112639.13,4926
2022-03-10,30,669245.08,2773
2022-03-11,37,666498.17,3464
2022-03-12,40,721421.03,3690
2022-03-13,46,971103.85,4470
2022-03-14,43,978716.72,4758
2022-03-15,51,974907.59,5056
2022-03-16,46,890237.32,4450
2022-03-17,51,1108076.42,5212
2022-03-18,57,1386257.54,5873
2022-03-19,39,722058.33,3607
2022-03-20,50,882452.74,4657
2022-03-21,46,803520.36,3739
2022-03-22,42,800025.45,3912
2022-03-23,51,924007.23,4496
2022-03-24,45,955642.24,4343
2022-03-25,38,741838.42,4074
2022-03-26,49,1011502.52,4330
2022-03-27,48,937599.01,5188
2022-03-28,49,1082042.42,4930
2022-03-29,36,729153.0,3946
2022-03-30,35,783931.58,3730
2022-03-31,43,930487.15,4654
2022-04-01,31,789651.49,3368
2022-04-02,49,1083434.86,4868
2022-04-03,36,845141.32,3914
2022-04-04,58,1095058.82,5080
2022-04-05,40,707502.04,3786
2022-04-06,45,864734.01,4111
2022-04-07,51,1225276.42,5749
2022-04-08,43,881972.15,3660
2022-04-09,56,1174649.38,5598
2022-04-10,47,766838.12,3890
2022-04-11,51,1119587.96,5280
2022-04-12,52,1081925.98,5384
2022-04-13,56,857448.34,4700
2022-04-14,39,724089.3099999999,3621
2022-04-15,52,1085415.21,5043
2022-04-16,41,978269.01,4228
2022-04-17,57,1226807.79,5116
2022-04-18,46,1105473.47,5228
2022-04-19,40,1014160.97,4273
2022-04-20,55,1265567.97,5386
2022-04-21,51,1023576.7,5135
2022-04-22,40,705500.72,3880
2022-04-23,37,560646.4,2834
2022-04-24,42,873831.07,4369
2022-04-25,48,1105760.16,5217
2022-04-26,39,784465.83,3828
2022-04-27,37,924120.85,4485
2022-04-28,46,909545.03,4677
2022-04-29,43,738970.92,3810
2022-04-30,45,887914.5700000001,4101
2022-05-01,49,1165310.23,5551
2022-05-02,48,936743.65,4843
2022-05-03,48,968361.01,4377
2022-05-04,50,1070384.23,5167
2022-05-05,53,1044606.88,5340
2022-05-06,35,882554.9,3781
2022-05-07,46,939792.27,4313
2022-05-08,57,1138421.76,5745
2022-05-09,50,878632.25,4666
2022-05-10,52,1121884.77,4934
2022-05-11,39,933956.53,4262
2022-05-12,52,1109923.42,5115
2022-05-13,41,873753.8,4445
2022-05-14,53,1049874.77,5167
2022-05-15,50,966591.38,4751
2022-05-16,39,807897.88,3646
2022-05-17,54,1162965.78,5600
2022-05-18,47,1081813.81,4944
2022-05-19,38,655910.43,3532
2022-05-20,45,769477.46,3833
2022-05-21,63,1338190.15,6019
2022-05-22,47,918854.15,4299
2022-05-23,36,747560.61,3446
2022-05-24,38,706145.4299999999,3827
2022-05-25,37,943583.48,3968
2022-05-26,47,890558.58,4332
2022-05-27,41,989039.05,4243
2022-05-28,40,647884.98,3341
2022-05-29,51,875277.29,5046
2022-05-30,49,1113402.57,5171
2022-05-31,45,872974.75,4155
2022-06-01,45,954462.09,5035
2022-06-02,34,756019.11,3679
2022-06-03,48,891254.85,4673
2022-06-04,58,1315273.14,5452
2022-06-05,42,964983.29,4389
2022-06-06,41,775823.34,3874
2022-06-07,47,1005165.46,4171
2022-06-08,46,868416.45,4410
2022-06-09,46,975050.34,5088
2022-06-10,49,1199703.76,5577
2022-06-11,46,1044907.88,4689
2022-06-12,40,868570.41,3879
2022-06-13,40,995595.79,4508
2022-06-14,46,1163697.8800000001,5374
2022-06-15,47,941221.12,4558
2022-06-16,36,682278.74,3590
2022-06-17,37,786470.02,3761
2022-06-18,45,1057571.66,4493
2022-06-19,49,897051.76,4691
2022-06-20,51,1159480.98,5442
2022-06-21,47,835635.0700000001,4237
2022-06-22,42,773004.64,4214
2022-06-23,48,795605.24,4281
2022-06-24,42,884270.61,3649
2022-06-25,55,1172021.22,5294
2022-06-26,41,803132.43,3898
2022-06-27,40,692124.0599999999,3406
2022-06-28,59,1404710.34,6337
2022-06-29,51,1113291.7,5115
2022-06-30,40,665162.59,3580
2022-07-01,34,697413.71,3347
2022-07-02,45,793198.58,4214
2022-07-03,51,1021832.05,4728
2022-07-04,38,877276.6,3947
2022-07-05,43,831394.85,4441
2022-07-06,58,1269394.1300000001,6191
2022-07-07,58,1279929.31,5920
2022-07-08,53,1332846.98,6001
2022-07-09,59,1210825.55,6092
2022-07-10,44,1064584.36,4799
2022-07-11,46,1048824.93,4829
2022-07-12,53,1107144.29,5595
2022-07-13,44,1130265.54,5071
2022-07-14,51,1005726.19,4853
2022-07-15,38,935002.24,4097
2022-07-16,52,1098887.73,5255
2022-07-17,47,1017140.97,4519
2022-07-18,46,974564.14,4517
2022-07-19,43,926343.75,4744
2022-07-20,36,760019.44,3577
2022-07-21,39,790902.22,3795
2022-07-22,45,875340.41,4569
2022-07-23,47,982134.54,5460
2022-07-24,49,992572.74,4461
2022-07-25,46,919838.65,4902
2022-07-26,45,774938.49,4068
2022-07-27,52,1193562.89,4889
2022-07-28,45,1153995.53,5181
2022-07-29,46,842911.01,3986
2022-07-30,33,647095.73,3233
2022-07-31,49,991435.3,4151
2022-08-01,45,1008080.0,4848
2022-08-02,43,772139.72,4049
2022-08-03,47,1033703.66,5339
2022-08-04,49,903487.11,4566
2022-08-05,44,982604.58,4736
2022-08-06,49,1178704.01,5719
2022-08-07,27,569769.35,2883
2022-08-08,52,1242098.11,5335
2022-08-09,40,832478.36,4125
2022-08-10,36,789509.24,3501
2022-08-11,48,973567.16,4974
2022-08-12,51,1165433.03,5299
2022-08-13,42,842546.08,4156
2022-08-14,54,1077432.85,5439
2022-08-15,41,861382.86,4086
2022-08-16,47,971387.24,4180
2022-08-17,63,1353262.34,6677
2022-08-18,47,878748.92,4476
2022-08-19,46,945504.39,4101
2022-08-20,57,1166395.01,5608
2022-08-21,53,1161603.38,5405
2022-08-22,37,748815.02,3624
2022-08-23,39,781413.89,3662
2022-08-24,45,804056.8,4370
2022-08-25,42,835564.38,4265
2022-08-26,33,665752.42,2969
2022-08-27,40,766436.42,3866
2022-08-28,52,1272371.71,5610
2022-08-29,31,569614.4400000001,2707
2022-08-30,45,816846.7,4258
2022-08-31,41,956467.24,4587
2022-09-01,44,971185.08,4590
2022-09-02,54,1163770.93,5978
2022-09-03,53,1376214.5,5363
2022-09-04,49,922953.48,4591
2022-09-05,30,539262.94,2571
2022-09-06,57,1239610.23,5473
2022-09-07,47,1017757.64,4819
2022-09-08,50,1268071.42,5845
2022-09-09,44,971308.01,5212
2022-09-10,39,862254.01,3671
2022-09-11,34,632222.67,3506
2022-09-12,45,939362.52,4674
2022-09-13,54,1098509.97,5438
2022-09-14,56,1353531.98,5984
2022-09-15,46,975836.73,4610
2022-09-16,54,1185204.93,5535
2022-09-17,43,863443.29,4472
2022-09-18,45,889997.58,4542
2022-09-19,47,973214.38,4993
2022-09-20,45,968825.15,4939
2022-09-21,44,740665.07,3626
2022-09-22,50,1104359.01,5348
2022-09-23,56,1160159.77,5054
2022-09-24,44,1009763.0700000001,4710
2022-09-25,50,1255553.25,5287
2022-09-26,45,817506.34,4089
2022-09-27,41,929687.12,4265
2022-09-28,42,797104.1,4305
2022-09-29,38,885329.75,4374
2022-09-30,39,676851.58,3860
2022-10-01,44,976650.39,4843
2022-10-02,45,995863.61,4589
2022-10-03,40,912029.19,3879
2022-10-04,35,841648.66,3928
2022-10-05,42,978076.18,4170
2022-10-06,42,844685.37,4354
2022-10-07,42,722499.16,3915
2022-10-08,46,1011242.26,4794
2022-10-09,34,887537.03,3857
2022-10-10,46,818728.72,4180
2022-10-11,40,905777.4,4177
2022-10-12,45,920084.9,4653
2022-10-13,43,1029127.86,4637
2022-10-14,51,1091032.35,5024
2022-10-15,74,1557442.87,7447
2022-10-16,58,1235906.28,5836
2022-10-17,48,792160.0,4350
2022-10-18,51,837629.15,4084
2022-10-19,60,1108705.19,5696
2022-10-20,38,830298.62,4082
2022-10-21,44,879786.21,4696
2022-10-22,31,783290.87,3627
2022-10-23,43,1077783.05,5026
2022-10-24,44,833211.71,3845
2022-10-25,44,996238.14,4238
2022-10-26,43,1011709.19,4649
2022-10-27,45,872108.97,4629
2022-10-28,39,759026.47,3462
2022-10-29,48,1099187.45,5303
2022-10-30,53,1230105.34,5846
2022-10-31,33,585603.92,2737
2022-11-01,49,1065135.49,5410
2022-11-02,50,1118427.06,5187
2022-11-03,40,903956.91,4534
2022-11-04,50,1310974.43,5608
2022-11-05,43,868823.92,4119
2022-11-06,41,1002450.2,4340
2022-11-07,52,1217211.59,5624
2022-11-08,53,1199738.55,5487
2022-11-09,43,843195.27,4173
2022-11-10,43,1221379.78,4787
2022-11-11,54,1143183.77,4719
2022-11-12,45,951415.0,4427
2022-11-13,44,845150.7,4051
2022-11-14,46,816702.94,4143
2022-11-15,50,1388430.66,5944
2022-11-16,48,944170.99,4870
2022-11-17,38,569292.5,3544
2022-11-18,37,957776.88,4069
2022-11-19,49,1217868.35,5462
2022-11-20,59,1203981.42,5907
2022-11-21,48,1168630.53,5250
2022-11-22,46,701992.25,3630
2022-11-23,39,596561.0,3473
2022-11-24,39,744828.88,3348
2022-11-25,41,903232.47,4119
2022-11-26,48,961731.35,4575
2022-11-27,46,826337.82,3954
2022-11-28,45,965797.46,4806
2022-11-29,32,584308.32,2890
2022-11-30,56,972224.92,5220
2022-12-01,40,834241.39,4539
2022-12-02,58,1123219.34,5607
2022-12-03,45,974334.29,4326
2022-12-04,49,968018.24,4480
2022-12-05,47,1076851.97,5106
2022-12-06,36,756962.0599999999,3042
2022-12-07,48,1008758.79,4440
2022-12-08,35,731887.15,3884
2022-12-09,51,1020257.74,5402
2022-12-10,36,689602.17,3450
2022-12-11,45,816881.02,4218
2022-12-12,39,697341.17,3543
2022-12-13,44,1067297.15,4457
2022-12-14,50,1004828.41,5066
2022-12-15,40,827515.53,3886
2022-12-16,58,1195206.89,5721
2022-12-17,58,1152613.84,5218
2022-12-18,52,1146645.2,5643
2022-12-19,39,821988.19,3536
2022-12-20,45,905437.66,4197
2022-12-21,42,1021085.23,4629
2022-12-22,42,1075881.01,4797
2022-12-23,59,1147204.36,5411
2022-12-24,56,1340265.0,6134
2022-12-25,55,992460.26,4912
2022-12-26,32,800501.6900000001,3644
2022-12-27,39,888199.88,4641
2022-12-28,52,1255275.6,5816
2022-12-29,44,827769.37,4287
2022-12-30,57,1110189.14,5359
2022-12-31,53,982423.67,5277
2023-01-01,45,977541.19,4556
2023-01-02,52,1161884.64,5402
2023-01-03,48,1031185.3,4602
2023-01-04,55,1001974.53,5275
2023-01-05,43,823649.57,4310
2023-01-06,45,820909.48,4439
2023-01-07,52,1309622.31,6253
2023-01-08,30,666084.42,3487
2023-01-09,55,1163795.3699999999,5495
2023-01-10,45,945964.02,4385
2023-01-11,43,895166.86,4648
2023-01-12,49,1020661.56,5288
2023-01-13,47,962497.1799999999,4775
2023-01-14,51,1026439.41,4912
2023-01-15,36,612005.9,2978
2023-01-16,38,683699.02,3503
2023-01-17,43,824283.84,4153
2023-01-18,48,970312.68,4228
2023-01-19,41,946179.7,4341
2023-01-20,43,1004570.52,4582
2023-01-21,61,1095610.39,5516
2023-01-22,45,923720.41,4226
2023-01-23,40,911546.48,4532
2023-01-24,44,1114159.03,5047
2023-01-25,42,868355.65,4246
2023-01-26,34,637551.24,3590
2023-01-27,46,1138131.12,5144
2023-01-28,46,899547.13,4985
2023-01-29,46,909514.66,4521
2023-01-30,34,787485.44,3556
2023-01-31,56,952321.14,4940
2023-02-01,46,838743.4,4089
2023-02-02,46,1039563.97,4964
2023-02-03,32,605414.38,2531
2023-02-04,37,921728.1,3639
2023-02-05,42,994747.89,4635
2023-02-06,48,922732.44,4575
2023-02-07,58,1367208.88,5776
2023-02-08,45,847440.5,4220
2023-02-09,34,671338.27,3703
2023-02-10,42,926585.64,4464
2023-02-11,39,974085.71,4560
2023-02-12,31,600486.28,2898
2023-02-13,45,972501.86,4720
2023-02-14,49,910744.47,4709
2023-02-15,53,1343167.36,5583
2023-02-16,58,1247162.36,5938
2023-02-17,39,840678.85,4072
2023-02-18,55,1086922.86,5130
2023-02-19,54,1118937.56,5493
2023-02-20,45,1089282.56,5070
2023-02-21,44,951105.51,4359
2023-02-22,46,1043195.07,4769
2023-02-23,59,1166126.65,6068
2023-02-24,48,1160858.41,5093
2023-02-25,51,1062697.99,5262
2023-02-26,43,815909.24,4155
2023-02-27,46,904097.28,4635
2023-02-28,37,789521.17,3953
2023-03-01,42,803257.09,3851
2023-03-02,61,1356088.18,6232
2023-03-03,37,993708.59,3971
2023-03-04,50,1089746.78,5277
2023-03-05,52,1138863.71,5441
2023-03-06,38,722259.66,4070
2023-03-07,42,1068124.48,4754
2023-03-08,45,1055157.01,5131
2023-03-09,51,1210501.77,5632
2023-03-10,44,737495.41,4179
2023-03-11,38,947552.15,4048
2023-03-12,50,997690.36,4808
2023-03-13,36,706648.84,3401
2023-03-14,38,680745.05,3309
2023-03-15,53,1034820.43,4932
2023-03-16,49,1068721.86,4855
2023-03-17,60,1424055.76,6406
2023-03-18,46,1213295.73,5260
2023-03-19,50,1052150.7,5118
2023-03-20,62,1200863.94,5841
2023-03-21,65,1306496.65,6236
2023-03-22,42,938484.03,4078
2023-03-23,45,1038258.02,5085
2023-03-24,50,1248146.7,5223
2023-03-25,46,820240.48,3921
2023-03-26,40,767750.49,3999
2023-03-27,36,943052.15,4114
2023-03-28,43,977210.01,4091
2023-03-29,48,1056143.54,5148
2023-03-30,43,915036.36,4824
2023-03-31,43,842347.72,3953
2023-04-01,45,883694.07,4006
2023-04-02,47,1213582.72,5733
2023-04-03,52,1052264.87,5642
2023-04-04,56,1154233.82,5331
2023-04-05,47,1082297.78,4623
2023-04-06,53,1268362.55,5799
2023-04-07,43,893683.35,4263
2023-04-08,49,1017254.92,4999
2023-04-09,46,962301.69,4615
2023-04-10,45,835250.51,4258
2023-04-11,47,1025329.3200000001,5202
2023-04-12,52,1014010.95,5024
2023-04-13,40,995242.48,4308
2023-04-14,41,881123.95,4061
2023-04-15,44,1050500.32,5001
2023-04-16,53,1258180.1,5834
2023-04-17,53,1107896.58,5261
2023-04-18,45,861309.01,3848
2023-04-19,54,1229358.44,5995
2023-04-20,43,928461.04,4707
2023-04-21,50,1078036.75,4752
2023-04-22,50,1175007.54,6163
2023-04-23,47,720275.5700000001,3854
2023-04-24,53,1168520.05,5528
2023-04-25,40,809170.8099999999,4113
2023-04-26,44,1032311.63,4911
2023-04-27,41,829362.14,3982
2023-04-28,51,1048966.65,5041
2023-04-29,42,819598.6,4025
2023-04-30,48,1012048.0,4805
2023-05-01,55,1120146.05,5586
2023-05-02,45,875948.46,4425
2023-05-03,40,788450.79,3829
2023-05-04,55,1213296.94,5592
2023-05-05,43,898053.46,4203
2023-05-06,35,892573.37,3903
2023-05-07,56,1252663.32,5652
2023-05-08,27,615625.49,2944
2023-05-09,45,1053052.99,4770
2023-05-10,40,934898.14,4387
2023-05-11,43,872922.8,4299
2023-05-12,51,1069177.81,5029
2023-05-13,44,981191.4,4523
2023-05-14,47,866501.02,3809
2023-05-15,46,1083598.05,4488
2023-05-16,43,798758.67,3946
2023-05-17,46,1053758.42,4605
2023-05-18,47,824158.8,3876
2023-05-19,48,1162924.8,5228
2023-05-20,50,1165981.19,5388
2023-05-21,55,1268130.74,5756
2023-05-22,45,930795.78,5224
2023-05-23,44,808621.15,3863
2023-05-24,46,859021.78,4445
2023-05-25,50,851339.73,4500
2023-05-26,48,1065492.55,5069
2023-05-27,44,1235543.9100000001,5148
2023-05-28,50,1106725.85,5134
2023-05-29,47,1010404.59,4915
2023-05-30,40,741268.0,3866
2023-05-31,39,635368.32,3498
2023-06-01,48,1129946.8699999999,5383
2023-06-02,56,1344491.57,6203
2023-06-03,41,1091343.23,4876
2023-06-04,55,1115295.37,5334
2023-06-05,41,760592.89,4132
2023-06-06,42,785299.55,3716
2023-06-07,56,1395243.98,6078
2023-06-08,44,1001841.14,4456
2023-06-09,48,922613.39,4310
2023-06-10,55,940001.24,4885
2023-06-11,38,649027.2,3554
2023-06-12,40,686588.83,3573
2023-06-13,43,964816.73,4452
2023-06-14,39,797793.01,4093
2023-06-15,46,828189.72,4158
2023-06-16,53,1181084.5,5120
2023-06-17,62,1448256.38,6657
2023-06-18,49,1129028.89,5708
2023-06-19,49,1032817.67,4853
2023-06-20,47,778001.64,4119
2023-06-21,58,1209145.73,5790
2023-06-22,43,964191.01,4568
2023-06-23,49,1181200.11,5492
2023-06-24,51,1020856.72,4611
2023-06-25,46,1059119.11,4866
2023-06-26,53,1229935.31,5739
2023-06-27,51,1109639.9,4950
2023-06-28,54,1071000.2,5467
2023-06-29,46,984327.07,4765
2023-06-30,39,891756.83,3844
2023-07-01,50,1088029.65,5499
2023-07-02,59,1082801.75,5124
2023-07-03,62,1075777.45,5655
2023-07-04,34,666199.68,3444
2023-07-05,56,1379297.83,6114
2023-07-06,40,853698.3099999999,4376
2023-07-07,50,1074399.45,5376
2023-07-08,42,1009836.22,4645
2023-07-09,43,810878.54,3764
2023-07-10,57,1126567.28,5535
2023-07-11,51,960316.8,4615
2023-07-12,41,1021807.02,4846
2023-07-13,51,1112539.56,5089
2023-07-14,57,1061088.82,5889
2023-07-15,48,977819.5,4653
2023-07-16,38,865031.36,4241
2023-07-17,41,903102.75,4313
2023-07-18,55,1104526.93,5719
2023-07-19,56,1017985.71,5361
2023-07-20,41,805046.93,3945
2023-07-21,32,699130.98,3307
2023-07-22,55,976828.92,4722
2023-07-23,43,897018.08,4296
2023-07-24,47,1015512.39,5216
2023-07-25,37,925930.11,4093
2023-07-26,48,1285977.21,5143
2023-07-27,40,808852.27,4326
2023-07-28,34,830453.15,3721
2023-07-29,45,988536.17,5235
2023-07-30,38,807294.29,4004
2023-07-31,39,772424.18,3453
2023-08-01,51,973582.85,5042
2023-08-02,45,823160.5,4400
2023-08-03,46,994386.3,4541
2023-08-04,45,1135304.54,4831
2023-08-05,48,1143078.3,5429
2023-08-06,58,1422701.06,6196
2023-08-07,32,722826.92,3480
2023-08-08,43,929004.92,4508
2023-08-09,49,1078927.21,5411
2023-08-10,51,815566.02,3926
2023-08-11,48,969308.22,4717
2023-08-12,55,1155342.01,5117
2023-08-13,38,885251.49,4049
2023-08-14,42,798681.57,3822
2023-08-15,43,1056032.3,4520
2023-08-16,45,878428.43,4702
2023-08-17,57,1112379.88,5573
2023-08-18,49,921434.6799999999,4523
2023-08-19,37,977982.3300000001,3542
2023-08-20,50,1039363.71,5265
2023-08-21,36,757700.37,3952
2023-08-22,37,727439.4,3768
2023-08-23,47,1092568.6400000001,4985
2023-08-24,35,671791.59,2794
2023-08-25,46,965421.48,4568
2023-08-26,54,1112482.76,5367
2023-08-27,45,897982.65,4287
2023-08-28,39,782696.01,3759
2023-08-29,64,1201464.7,6464
2023-08-30,41,854814.09,4146
2023-08-31,47,1148612.03,5185
2023-09-01,44,854584.86,4453
2023-09-02,49,1005803.02,5119
2023-09-03,34,903255.84,4206
2023-09-04,41,766276.85,3915
2023-09-05,43,935692.26,4811
2023-09-06,35,635190.06,3264
2023-09-07,54,1087067.3800000001,5732
2023-09-08,45,977584.14,4732
2023-09-09,49,924023.77,4471
2023-09-10,51,948524.13,4426
2023-09-11,44,1039989.75,4711
2023-09-12,39,933771.52,3934
2023-09-13,47,830317.05,4140
2023-09-14,56,1205341.34,5679
2023-09-15,41,1028085.36,4557
2023-09-16,50,896624.1699999999,4309
2023-09-17,44,671549.33,3312
2023-09-18,49,904348.76,4297
2023-09-19,44,950200.47,4097
2023-09-20,42,832945.49,3914
2023-09-21,42,777106.22,3923
2023-09-22,40,685039.35,3128
2023-09-23,35,857839.47,3926
2023-09-24,49,887483.67,4478
2023-09-25,32,546709.33,2885
2023-09-26,34,588343.74,3292
2023-09-27,59,1211506.66,6149
2023-09-28,44,829546.0599999999,4029
2023-09-29,46,1068314.84,5032
2023-09-30,46,1026880.87,5013
2023-10-01,55,1055111.62,5155
2023-10-02,37,790247.6799999999,3895
2023-10-03,44,805849.56,4052
2023-10-04,49,1150465.26,5154
2023-10-05,40,786406.97,4022
2023-10-06,54,1129808.68,5681
2023-10-07,52,1122565.33,4907
2023-10-08,44,850722.6,4287
2023-10-09,44,1025304.61,4510
2023-10-10,27,620039.03,2407
2023-10-11,36,845179.31,3992
2023-10-12,38,779932.51,3482
2023-10-13,42,854974.39,4350
2023-10-14,52,1068507.76,5705
2023-10-15,42,922814.9299999999,3936
2023-10-16,52,1052416.98,5233
2023-10-17,49,959998.32,5011
2023-10-18,50,1213112.43,5615
2023-10-19,42,860463.04,4340
2023-10-20,56,1230291.73,6098
2023-10-21,37,844912.74,3899
2023-10-22,51,1037235.5,4751
2023-10-23,45,1035978.64,4927
2023-10-24,52,1092369.92,4632
2023-10-25,39,944659.89,4292
2023-10-26,54,1091561.8699999999,5759
2023-10-27,39,826642.58,3617
2023-10-28,49,922189.75,4795
2023-10-29,41,980801.42,3864
2023-10-30,56,1020240.36,5261
2023-10-31,59,1210254.35,5509
2023-11-01,43,1090596.53,4917
2023-11-02,41,973868.83,4566
2023-11-03,38,718204.97,3950
2023-11-04,50,1106387.18,4434
2023-11-05,40,807527.47,4004
2023-11-06,60,1265947.61,5959
2023-11-07,48,851398.21,4147
2023-11-08,45,1120957.39,4725
2023-11-09,49,1174749.3800000001,5269
2023-11-10,39,809784.88,3666
2023-11-11,42,1033020.14,4537
2023-11-12,47,955444.99,4324
2023-11-13,44,840674.81,3833
2023-11-14,51,1212557.35,5533
2023-11-15,45,1031573.41,4338
2023-11-16,42,664450.39,3321
2023-11-17,49,952641.55,4099
2023-11-18,45,988157.49,4696
2023-11-19,51,1196762.05,5268
2023-11-20,42,720964.95,3535
2023-11-21,44,1188857.39,5196
2023-11-22,36,916737.28,3718
2023-11-23,44,905260.79,4516
2023-11-24,54,1035541.08,5759
2023-11-25,46,971753.56,4729
2023-11-26,48,1047056.9,4568
2023-11-27,42,913571.75,4201
2023-11-28,37,768333.9400000001,3713
2023-11-29,58,946113.78,5263
2023-11-30,49,1163819.05,5314
2023-12-01,41,1045903.03,4687
2023-12-02,55,1211570.46,5667
2023-12-03,48,1144904.39,5107
2023-12-04,42,977782.58,4404
2023-12-05,37,770091.54,3485
2023-12-06,44,1005469.6699999999,4223
2023-12-07,53,1186921.1,5397
2023-12-08,51,782771.12,4216
2023-12-09,49,931373.8,4518
2023-12-10,47,892661.28,4618
2023-12-11,47,1062288.73,5226
2023-12-12,53,1040856.76,4768
2023-12-13,54,1063136.94,4825
2023-12-14,42,856250.48,4534
2023-12-15,46,1032587.59,5065
2023-12-16,39,586386.91,3157
2023-12-17,42,777174.96,3643
2023-12-18,45,907935.95,4397
2023-12-19,42,855857.55,4302
2023-12-20,42,998017.3,4754
2023-12-21,41,844139.55,3772
2023-12-22,39,873358.9,4009
2023-12-23,60,1043153.33,5386
2023-12-24,48,1167640.35,5319
2023-12-25,34,685567.44,3558
2023-12-26,44,845652.24,4379
2023-12-27,45,877170.91,4096
2023-12-28,37,766271.22,3428
2023-12-29,41,1038509.19,4517
2023-12-30,44,780072.16,3831
2023-12-31,43,679605.95,3422
2024-01-01,44,833944.57,4448
2024-01-02,35,664217.72,3702
2024-01-03,38,824639.77,3625
2024-01-04,51,1058801.93,5346
2024-01-05,43,876685.44,3904
2024-01-06,41,733953.83,3568
2024-01-07,37,851911.38,4036
2024-01-08,39,882843.39,4017
2024-01-09,39,967698.65,4499
2024-01-10,42,750970.53,3808
2024-01-11,48,1087794.54,4620
2024-01-12,41,815951.21,4053
2024-01-13,44,1064179.12,4764
2024-01-14,47,1101147.07,5271
2024-01-15,44,968021.01,4572
2024-01-16,43,810547.92,3819
2024-01-17,43,868128.75,4062
2024-01-18,33,574351.92,2711
2024-01-19,50,974666.12,4821
2024-01-20,42,994570.8,4359
2024-01-21,42,770367.76,3992
2024-01-22,50,1280346.92,6029
2024-01-23,55,1485429.08,6619
2024-01-24,47,1229139.82,5361
2024-01-25,49,880358.12,4163
2024-01-26,49,1076995.33,4776
2024-01-27,45,885911.41,4204
2024-01-28,51,960156.7,4863
2024-01-29,47,1306499.87,5078
2024-01-30,43,1013305.02,4389
2024-01-31,43,854962.83,4170
2024-02-01,45,985041.61,4788
2024-02-02,41,912672.77,4089
2024-02-03,43,1191080.86,4893
2024-02-04,49,1200803.27,5660
2024-02-05,44,913163.1,4130
2024-02-06,36,763277.16,3184
2024-02-07,49,1202863.76,5464
2024-02-08,44,837931.95,4275
2024-02-09,36,852764.94,3768
2024-02-10,45,986915.61,4911
2024-02-11,63,1215032.56,6023
2024-02-12,51,780940.79,4030
2024-02-13,46,1114469.88,4926
2024-02-14,40,773418.93,3691
2024-02-15,52,1128561.74,5756
2024-02-16,38,899862.9,4153
2024-02-17,41,939480.51,4237
2024-02-18,50,1177032.49,5034
2024-02-19,55,1234718.72,5824
2024-02-20,45,944496.54,4942
2024-02-21,47,1019668.13,4528
2024-02-22,42,722090.22,3509
2024-02-23,45,796740.39,3748
2024-02-24,40,1085784.79,4761
2024-02-25,47,1080657.99,4775
2024-02-26,45,1197770.98,5140
2024-02-27,50,1179367.72,5060
2024-02-28,42,996945.23,4550
2024-02-29,41,807769.59,3869
2024-03-01,49,1169051.52,5248
2024-03-02,49,834983.92,4405
2024-03-03,39,903158.72,3953
2024-03-04,58,1202260.3,5434
2024-03-05,54,1162242.78,5744
2024-03-06,46,942784.28,4338
2024-03-07,45,1039985.9299999999,4804
2024-03-08,41,821769.54,4087
2024-03-09,46,1090108.72,4699
2024-03-10,48,907294.85,4918
2024-03-11,61,1275818.45,6495
2024-03-12,42,852458.34,4244
2024-03-13,47,870178.3,4208
2024-03-14,39,881972.58,3984
2024-03-15,46,1003601.23,4282
2024-03-16,33,726501.28,3289
2024-03-17,39,714210.53,3531
2024-03-18,46,1182417.61,4970
2024-03-19,53,1092745.37,5432
2024-03-20,49,1046456.3200000001,4721
2024-03-21,42,839967.86,3986
2024-03-22,42,956533.85,4236
2024-03-23,59,1461529.18,6219
2024-03-24,42,951851.71,4564
2024-03-25,40,742380.87,3585
2024-03-26,35,640875.61,3170
2024-03-27,44,950709.47,4537
2024-03-28,51,1159791.27,5250
2024-03-29,43,883221.12,4298
2024-03-30,38,908880.03,4353
2024-03-31,40,764772.97,3612
2024-04-01,49,1118813.8800000001,4890
2024-04-02,44,944783.34,4720
2024-04-03,55,1100766.6099999999,5170
2024-04-04,42,874928.65,4019
2024-04-05,45,1017346.2,4726
2024-04-06,36,765817.89,3698
2024-04-07,41,756096.98,3956
2024-04-08,46,1093235.08,4906
2024-04-09,37,827787.96,3742
2024-04-10,48,869116.57,4711
2024-04-11,44,1037298.45,5136
2024-04-12,36,734845.77,3932
2024-04-13,52,1069062.81,5006
2024-04-14,48,927765.88,4673
2024-04-15,38,768562.58,3763
2024-04-16,58,1413121.72,6551
2024-04-17,47,1012637.43,5099
2024-04-18,50,937830.61,5070
2024-04-19,53,1233228.59,5803
2024-04-20,40,1070948.35,4835
2024-04-21,49,1066999.27,4939
2024-04-22,51,1401560.14,6059
2024-04-23,54,1234417.33,5784
2024-04-24,55,1233620.83,5732
2024-04-25,51,1072481.09,4917
2024-04-26,38,759466.26,3890
2024-04-27,49,937247.58,4818
2024-04-28,50,1197218.76,5320
2024-04-29,53,1105396.31,5241
2024-04-30,44,1317732.8,5349
2024-05-01,44,978951.64,4497
2024-05-02,53,893659.42,4877
2024-05-03,52,1009924.24,5353
2024-05-04,44,884879.41,4675
2024-05-05,42,961413.85,4287
2024-05-06,42,1083132.17,4621
