date,total_transaction_value,deposit_count
2023-06-12,3326.0,1
2023-06-13,2900.0,0
2023-06-14,9983.0,0
2023-06-15,15062.0,2
2023-06-16,46664.0,2
2023-06-17,6458.0,1
2023-06-18,54372.0,4
2023-06-19,14016.0,2
2023-06-20,17602.0,2
2023-06-21,7447.0,1
2023-06-22,85791.0,2
2023-06-23,97932.0,5
2023-06-24,14945.0,2
2023-06-25,9912.0,0
2023-06-26,17687.0,3
2023-06-27,10821.0,2
2023-06-28,28865.0,2
2023-06-29,9824.0,1
2023-06-30,19616.0,2
2023-07-01,17872.0,3
2023-07-02,29070.0,3
2023-07-03,4477.0,0
2023-07-04,24991.0,2
2023-07-05,3595.0,0
2023-07-06,2750.0,0
2023-07-07,50623.0,2
2023-07-08,10009.0,1
2023-07-09,42707.0,4
2023-07-10,42265.0,5
2023-07-11,11863.0,2
2023-07-12,16247.0,3
2023-07-13,27267.0,2
2023-07-14,12495.0,2
2023-07-16,14611.0,2
2023-07-17,5802.0,2
2023-07-18,4525.0,1
2023-07-20,6256.0,1
2023-07-21,21892.0,2
2023-07-22,5707.0,1
2023-07-23,29796.0,4
2023-07-24,3505.0,1
2023-07-25,1225.0,0
2023-07-26,10798.0,1
2023-07-27,25948.0,3
2023-07-28,25606.0,3
2023-07-29,45661.0,1
2023-07-30,30498.0,2
2023-07-31,36994.0,2
2023-08-01,43982.0,3
2023-08-02,4315.0,0
2023-08-03,3558.0,0
2023-08-04,44436.0,2
2023-08-05,13961.0,2
2023-08-06,3176.0,0
2023-08-07,17091.0,2
2023-08-08,18983.0,2
2023-08-09,40895.0,3
2023-08-10,844.0,0
2023-08-11,15214.0,2
2023-08-12,3752.0,0
2023-08-13,9180.0,2
2023-08-14,5480.0,1
2023-08-15,51360.0,4
2023-08-16,9831.0,1
2023-08-17,22266.0,3
2023-08-19,13880.4,2
2023-08-20,22930.0,2
2023-08-21,55555.0,4
2023-08-22,29311.0,3
2023-08-23,3913.0,1
2023-08-25,23937.0,1
2023-08-26,11862.0,1
2023-08-27,58260.0,2
2023-08-28,13889.0,2
2023-08-29,2342.0,1
2023-08-30,2716.0,2
2023-08-31,28669.0,3
2023-09-01,2669.0,0
2023-09-02,1148.0,1
2023-09-03,17886.0,1
2023-09-04,13798.0,2
2023-09-05,658.0,0
2023-09-06,8281.0,1
2023-09-07,5919.0,2
2023-09-08,23450.0,2
2023-09-09,4126.0,0
2023-09-10,12710.0,1
2023-09-11,13926.0,2
2023-09-13,15295.0,2
2023-09-14,10884.0,2
2023-09-15,10648.0,2
2023-09-16,25513.0,2
2023-09-17,58988.0,3
2023-09-19,7510.0,1
2023-09-20,22923.0,2
2023-09-21,14190.0,1
2023-09-22,48289.0,3
2023-09-24,98385.0,3
2023-09-25,15455.0,2
2023-09-26,41381.0,3
2023-09-27,17250.0,2
2023-09-28,2682.0,1
2023-09-30,27138.0,4
2023-10-01,4480.0,1
2023-10-02,9716.0,1
2023-10-04,93410.0,5
2023-10-05,32942.0,1
2023-10-06,60017.0,4
2023-10-07,869.0,0
2023-10-08,19038.0,2
2023-10-09,6189.0,2
2023-10-10,8486.0,1
2023-10-11,29514.0,1
2023-10-12,16212.0,2
2023-10-13,10570.0,2
2023-10-14,67163.0,5
2023-10-15,8553.0,1
2023-10-16,8267.0,0
2023-10-17,60663.0,2
2023-10-18,36829.0,1
2023-10-19,41067.0,3
2023-10-20,42706.0,1
2023-10-21,25879.0,4
2023-10-22,65581.0,3
2023-10-23,6477.0,1
2023-10-25,20578.0,2
2023-10-26,47751.0,2
2023-10-27,4162.0,0
2023-10-28,27471.0,3
2023-10-29,25991.0,2
2023-10-30,12481.0,3
2023-10-31,40653.0,3
2023-11-01,90668.0,5
2023-11-02,4922.0,0
2023-11-03,13128.0,3
2023-11-04,64183.0,3
2023-11-05,48164.0,1
2023-11-06,41381.0,3
2023-11-07,3071.0,0
2023-11-08,12804.0,1
2023-11-09,8228.0,1
2023-11-10,50888.0,2
2023-11-11,8796.0,1
2023-11-12,6535.0,0
2023-11-13,74913.0,4
2023-11-14,18959.0,3
2023-11-15,5017.0,0
2023-11-16,19196.0,4
2023-11-17,29686.0,4
2023-11-18,18367.0,3
2023-11-19,64868.0,3
2023-11-20,51210.0,3
2023-11-21,9955.0,1
2023-11-22,37967.0,3
2023-11-23,103013.0,5
2023-11-24,14011.0,2
2023-11-25,63635.0,4
2023-11-26,8329.0,3
2023-11-28,17847.0,4
2023-11-29,5794.0,0
2023-11-30,20516.0,2
2023-12-01,57607.0,3
2023-12-02,25361.0,2
2023-12-03,42276.0,2
2023-12-04,4586.0,0
2023-12-05,14005.0,2
2023-12-06,17654.0,2
2023-12-07,9861.0,1
2023-12-08,53146.0,2
2023-12-09,3579.0,0
2023-12-11,14193.0,1
2023-12-12,11446.0,2
2023-12-13,7919.0,1
2023-12-14,89979.0,2
2023-12-15,46995.0,2
2023-12-16,36860.0,2
2023-12-17,33134.0,1
2023-12-18,41266.0,5
2023-12-19,17204.0,2
2023-12-20,45353.0,3
2023-12-21,7028.0,1
2023-12-22,16432.0,1
2023-12-23,3191.0,0
2023-12-24,8680.0,0
2023-12-25,3239.0,0
2023-12-26,55785.0,2
2023-12-27,38972.0,2
2023-12-28,8810.0,0
2023-12-29,43274.0,3
2023-12-30,11900.0,1
2023-12-31,44366.0,3
2024-01-01,46378.0,3
2024-01-02,2650.0,0
2024-01-03,58045.0,3
2024-01-04,65798.0,3
2024-01-05,18135.0,2
2024-01-06,13894.0,1
2024-01-07,19200.0,3
2024-01-08,10367.0,1
2024-01-09,38129.0,4
2024-01-10,10448.0,2
2024-01-11,30110.0,5
2024-01-12,39054.0,2
2024-01-13,4783.0,1
2024-01-14,9738.8,2
2024-01-15,21304.0,3
2024-01-16,19716.0,1
2024-01-17,3592.0,0
2024-01-18,35946.0,2
2024-01-19,25848.0,4
2024-01-20,12524.0,1
2024-01-21,11215.0,1
2024-01-22,2841.0,1
2024-01-23,11726.0,1
2024-01-24,55448.0,1
2024-01-25,13922.0,0
2024-01-26,13831.0,3
2024-01-27,82225.0,4
2024-01-28,3954.0,0
2024-01-29,7557.0,1
2024-01-30,17416.0,3
2024-01-31,6746.0,0
2024-02-01,35018.0,2
2024-02-02,15429.0,2
2024-02-03,13932.8,1
2024-02-04,66871.0,2
2024-02-05,141521.0,4
2024-02-06,18980.0,3
2024-02-07,786.0,0
2024-02-08,10587.0,1
2024-02-09,65260.0,2
2024-02-10,53288.0,1
2024-02-11,42354.0,3
2024-02-12,27783.0,1
2024-02-13,48253.0,4
2024-02-14,30581.0,6
2024-02-15,17069.0,3
2024-02-16,9370.0,1
2024-02-17,49142.0,1
2024-02-18,57667.0,4
2024-02-19,7291.0,2
2024-02-20,37750.0,1
2024-02-21,24889.0,3
2024-02-22,52315.0,2
2024-02-23,12685.0,1
2024-02-24,3837.0,1
2024-02-25,20597.0,2
2024-02-26,19948.0,3
2024-02-27,47358.0,1
2024-02-28,24102.0,1
2024-02-29,16732.0,3
2024-03-01,41082.0,2
2024-03-02,11231.0,1
2024-03-03,6435.0,1
2024-03-04,13114.0,1
2024-03-05,35761.0,6
2024-03-06,9063.0,1
2024-03-07,13752.0,2
2024-03-08,41604.0,4
2024-03-09,17143.0,1
2024-03-10,1950.0,0
2024-03-11,28625.0,2
2024-03-12,2090.0,0
2024-03-13,10195.0,2
2024-03-14,7039.0,1
2024-03-15,16424.0,3
2024-03-16,9595.0,1
2024-03-17,35867.0,5
2024-03-18,10226.0,1
2024-03-19,45899.0,1
2024-03-20,36009.0,3
2024-03-21,27631.0,2
2024-03-22,19241.0,2
2024-03-23,1359.0,1
2024-03-24,15215.0,2
2024-03-25,56161.0,3
2024-03-26,63130.0,4
2024-03-27,13040.0,3
2024-03-28,5170.0,1
2024-03-30,47248.0,4
2024-03-31,18678.0,2
2024-04-01,2091.0,1
2024-04-02,28973.0,2
2024-04-03,48031.0,4
2024-04-04,3265.0,1
2024-04-05,15635.0,2
2024-04-06,9649.0,2
2024-04-07,22940.0,3
2024-04-08,26175.0,4
2024-04-09,31468.0,5
2024-04-10,42857.0,4
2024-04-11,9619.0,2
2024-04-12,21423.0,3
2024-04-13,43358.0,3
2024-04-14,21377.0,2
2024-04-15,46443.0,2
2024-04-17,25622.0,3
2024-04-18,8990.0,2
2024-04-19,20405.0,2
2024-04-20,11427.0,1
2024-04-21,27012.0,5
2024-04-22,25826.0,3
2024-04-23,17917.0,2
2024-04-24,55606.0,5
2024-04-25,22580.0,2
2024-04-26,37351.0,4
2024-04-27,35494.0,6
2024-04-28,10317.0,2
2024-04-29,64628.0,3
2024-04-30,6605.0,2
2024-05-01,22116.0,3
2024-05-02,10198.0,1
2024-05-03,16381.0,3
2024-05-04,78985.0,3
2024-05-05,18334.0,3
2024-05-06,2188.0,1
2024-05-07,10211.0,3
2024-05-09,14919.0,3
2024-05-10,37904.0,3
2024-05-11,13735.0,2
2024-05-12,29268.0,3
2024-05-13,28131.0,1
2024-05-15,24181.0,4
2024-05-16,40476.0,2
2024-05-17,21242.0,3
2024-05-18,28362.0,2
2024-05-19,1382.0,0
2024-05-20,7608.0,2
2024-05-21,36536.0,3
2024-05-22,15953.0,3
2024-05-23,29963.0,4
2024-05-24,23781.0,2
2024-05-25,22165.0,2
2024-05-26,23499.0,3
2024-05-27,41548.0,3
2024-05-28,27576.0,3
2024-05-29,9119.0,2
2024-05-30,14141.0,2
2024-05-31,12337.0,2
2024-06-01,51449.0,2
2024-06-02,43098.0,1
2024-06-03,16031.0,3
2024-06-04,39389.0,2
2024-06-05,31381.8,1
2024-06-06,28991.0,3
2024-06-07,3714.0,1
2024-06-08,4876.0,0
2024-06-09,6502.0,1
2024-06-10,6175.0,1
2024-06-11,64662.0,4
2024-06-13,19313.0,2
2024-06-14,2871.0,0
2024-06-15,9107.0,2
2024-06-16,33413.0,2
2024-06-17,11853.0,1
2024-06-18,13560.0,3
2024-06-19,37861.0,3
2024-06-20,65897.0,3
2024-06-21,30728.0,2
2024-06-22,16748.0,1
2024-06-23,7337.0,3
2024-06-24,29847.0,3
2024-06-25,66206.0,4
2024-06-26,67476.0,3
2024-06-27,68591.0,5
2024-06-28,1978.0,1
2024-06-29,18126.0,3
2024-06-30,67576.0,5
2024-07-01,33432.0,3
2024-07-02,28220.0,2
2024-07-03,12545.0,1
2024-07-04,15723.0,1
2024-07-05,20570.0,3
2024-07-06,18296.0,1
2024-07-07,9784.0,2
2024-07-08,46563.0,5
2024-07-09,40792.0,2
2024-07-10,18483.0,2
2024-07-11,35134.0,3
2024-07-12,27839.0,3
2024-07-13,14110.0,2
2024-07-14,62809.0,3
2024-07-15,9901.0,1
2024-07-16,19260.0,2
2024-07-17,6312.0,2
2024-07-18,4667.0,0
2024-07-19,26665.0,2
2024-07-20,12752.0,2
2024-07-21,2012.0,0
2024-07-22,7740.0,0
2024-07-23,19373.0,2
2024-07-24,53644.2,3
2024-07-25,14179.0,1
2024-07-26,77018.0,4
2024-07-27,14865.0,3
2024-07-28,25519.0,3
2024-07-29,4766.0,0
2024-07-30,15451.0,2
2024-07-31,6813.0,0
2024-08-01,16259.0,2
2024-08-02,11410.0,2
2024-08-03,109572.0,4
2024-08-04,69304.0,4
2024-08-05,18383.0,3
2024-08-06,1421.0,1
2024-08-07,16548.0,3
2024-08-08,68544.848,4
2024-08-09,73329.0,3
2024-08-10,7981.0,2
2024-08-11,11244.0,2
2024-08-12,1656.0,1
2024-08-13,22369.0,4
2024-08-14,31901.0,2
2024-08-15,56636.0,3
2024-08-16,43670.0,2
2024-08-17,129377.0,3
2024-08-18,33061.0,1
2024-08-19,66481.0,3
2024-08-20,9978.0,1
2024-08-21,1268.0,0
2024-08-22,13506.0,1
2024-08-23,131579.0,5
2024-08-24,29045.0,1
2024-08-25,9070.0,3
2024-08-26,2409.0,1
2024-08-27,14012.0,1
2024-08-28,21453.0,1
2024-08-29,8049.0,0
2024-08-30,30692.0,3
2024-08-31,42914.0,7
2024-09-01,5304.0,1
2024-09-02,27225.0,2
2024-09-03,20221.0,3
2024-09-04,27217.0,3
2024-09-05,48005.0,4
2024-09-06,62577.0,3
2024-09-07,53801.0,3
2024-09-08,6599.0,0
2024-09-09,17977.0,1
2024-09-10,11624.0,3
2024-09-11,13068.0,1
2024-09-12,24008.0,2
2024-09-13,13896.0,2
2024-09-14,21237.0,2
2024-09-15,69812.0,5
2024-09-16,7491.0,2
2024-09-18,90996.0,5
2024-09-19,15530.0,3
2024-09-20,110957.0,3
2024-09-21,24777.0,3
2024-09-22,13708.0,1
2024-09-23,8448.0,1
2024-09-24,21462.0,3
2024-09-25,48631.0,5
2024-09-27,7472.0,1
2024-09-28,36092.0,4
2024-09-29,11481.0,1
2024-09-30,76316.0,5
2024-10-01,4908.0,1
2024-10-02,35505.0,4
2024-10-03,2848.0,1
2024-10-04,4661.0,1
2024-10-05,60578.0,3
2024-10-06,13175.0,2
2024-10-07,2783.0,1
2024-10-08,14141.0,1
2024-10-09,22066.0,3
2024-10-10,46221.0,6
2024-10-11,32360.0,2
2024-10-12,7820.0,1
2024-10-13,3152.0,0
2024-10-14,34242.0,2
2024-10-15,48707.0,5
2024-10-16,24163.0,4
2024-10-17,5764.0,2
2024-10-18,7383.0,2
2024-10-19,11792.0,2
2024-10-20,13843.0,1
2024-10-21,5331.0,2
2024-10-22,16294.0,2
2024-10-23,47224.0,1
2024-10-24,52948.0,5
2024-10-25,68403.0,3
2024-10-26,20421.0,2
2024-10-27,22961.0,3
2024-10-28,15151.0,1
2024-10-29,56003.0,2
2024-10-30,32458.0,5
2024-11-01,24836.0,2
2024-11-02,2050.0,0
2024-11-03,10371.0,1
2024-11-04,2656.0,0
2024-11-05,49332.0,2
2024-11-06,90337.0,2
2024-11-07,25578.0,4
2024-11-08,36147.0,2
2024-11-09,17177.08,3
2024-11-10,21435.0,3
2024-11-11,36122.0,4
2024-11-12,7102.0,1
2024-11-13,23014.0,4
2024-11-14,33483.0,4
2024-11-15,11104.0,2
2024-11-16,95841.0,6
2024-11-17,30484.0,1
2024-11-18,53874.0,4
2024-11-19,53102.0,2
2024-11-20,12923.0,3
2024-11-21,9158.0,0
2024-11-22,20360.0,3
2024-11-23,19234.0,3
2024-11-24,8400.0,2
2024-11-26,31791.0,2
2024-11-27,2891.0,1
2024-11-28,10577.0,2
2024-11-29,11733.0,1
2024-12-01,45962.0,2
2024-12-02,46628.0,3
2024-12-03,11584.0,1
2024-12-04,70079.0,3
2024-12-05,6770.0,2
2024-12-06,14830.0,3
2024-12-07,8877.0,0
2024-12-08,11513.0,1
2024-12-09,58204.0,2
2024-12-10,12584.0,2
2024-12-11,17044.0,2
2024-12-12,10735.0,1
2024-12-13,35818.0,2
2024-12-14,12264.0,1
2024-12-15,25717.0,5
2024-12-16,7789.0,2
2024-12-17,19599.0,2
2024-12-18,125525.0,6
2024-12-19,6025.0,2
2024-12-20,12660.0,1
2024-12-21,28259.0,2
2024-12-22,54494.0,4
2024-12-23,7719.0,0
2024-12-24,33506.4,3
2024-12-25,29610.0,3
2024-12-26,1655.0,0
2024-12-27,19589.0,1
2024-12-28,37460.0,4
2024-12-29,9307.0,2
2024-12-30,7359.0,1
2024-12-31,12368.0,3
2025-01-01,11271.0,2
2025-01-02,66809.0,4
2025-01-03,53308.0,3
2025-01-04,14274.0,2
2025-01-05,15413.0,3
2025-01-06,54191.0,3
2025-01-07,32813.0,3
2025-01-08,31595.0,3
2025-01-10,12080.0,1
2025-01-11,11037.0,1
2025-01-12,8674.0,1
2025-01-13,6145.0,1
2025-01-14,22266.0,4
2025-01-15,51400.0,2
2025-01-16,40159.0,2
2025-01-17,9622.0,1
2025-01-18,7689.0,1
2025-01-19,11777.0,1
2025-01-20,72402.0,4
2025-01-21,43047.0,3
2025-01-22,22942.0,2
2025-01-23,16824.0,3
2025-01-24,10174.0,0
2025-01-25,12271.0,1
2025-01-26,5427.0,1
2025-01-27,22475.0,1
2025-01-28,54713.0,3
2025-01-29,27321.0,3
2025-01-30,12443.0,1
2025-01-31,41154.0,2
2025-02-01,16605.0,3
2025-02-02,66511.0,4
2025-02-03,7623.0,1
2025-02-04,23312.0,2
2025-02-05,36955.0,2
2025-02-06,40362.0,4
2025-02-07,5778.0,1
2025-02-08,47297.0,2
2025-02-09,15308.0,0
2025-02-10,13694.0,1
2025-02-11,25146.0,2
2025-02-12,21070.0,2
2025-02-13,62029.0,5
2025-02-14,16462.0,2
2025-02-15,20070.0,3
2025-02-16,6654.0,0
2025-02-17,14109.0,2
2025-02-18,18138.0,2
2025-02-19,12332.0,0
2025-02-20,6252.0,0
2025-02-21,11658.0,1
2025-02-22,2968.0,0
2025-02-23,24185.0,3
2025-02-24,69878.0,4
2025-02-25,13015.0,2
2025-02-26,9033.0,1
2025-02-27,60510.0,3
2025-02-28,3997.0,0
2025-03-01,4725.0,2
2025-03-02,5538.0,1
2025-03-03,16101.0,2
2025-03-04,14569.0,2
2025-03-05,12582.0,2
2025-03-06,49615.0,7
2025-03-07,46536.0,2
2025-03-08,29434.0,2
2025-03-09,18887.0,2
2025-03-10,14617.0,2
2025-03-11,13729.0,2
2025-03-12,43183.0,4
2025-03-13,17097.0,3
2025-03-14,7237.0,1
2025-03-15,19998.0,3
2025-03-16,38846.0,2
2025-03-17,60151.0,6
2025-03-18,12141.0,1
2025-03-19,47758.0,3
2025-03-20,8215.0,2
2025-03-22,17083.0,2
2025-03-23,8000.0,1
2025-03-24,23309.0,2
2025-03-25,36336.0,2
2025-03-26,28891.0,2
2025-03-27,19291.0,2
2025-03-28,7400.0,1
2025-03-29,42527.0,5
2025-03-30,16958.0,3
2025-03-31,13754.0,1
2025-04-01,5896.0,3
2025-04-02,18465.0,2
2025-04-03,37790.0,3
2025-04-04,97600.0,4
2025-04-05,53215.0,6
2025-04-06,48276.0,5
2025-04-07,39878.0,5
2025-04-08,8029.0,1
2025-04-09,75211.0,3
2025-04-10,24161.0,4
2025-04-11,11368.0,2
2025-04-12,8861.0,1
2025-04-13,10543.0,3
2025-04-14,12458.0,2
2025-04-15,32256.0,3
2025-04-16,27853.0,3
2025-04-17,39616.0,4
2025-04-18,8034.0,1
2025-04-20,11215.0,2
2025-04-21,17169.0,3
2025-04-22,19348.0,4
2025-04-23,14071.0,1
2025-04-24,27288.0,2
2025-04-25,26347.0,4
2025-04-26,10681.0,0
2025-04-27,62828.0,4
2025-04-28,21184.0,2
2025-04-29,22358.0,2
2025-04-30,16792.0,4
2025-05-01,6102.0,0
2025-05-02,22792.0,2
2025-05-03,10513.0,1
2025-05-04,40126.0,2
2025-05-05,25572.0,4
2025-05-06,14853.0,2
2025-05-07,30102.0,4
2025-05-08,14974.0,3
2025-05-09,9962.0,2
2025-05-10,17593.4,2
2025-05-11,17446.0,3
2025-05-12,43473.0,3
2025-05-13,24356.0,3
2025-05-14,41912.0,5
2025-05-15,47723.0,4
2025-05-16,44754.0,5
2025-05-17,5877.0,2
2025-05-18,22324.0,3
2025-05-19,8955.0,1
2025-05-20,11800.0,2
2025-05-21,16956.0,2
2025-05-22,9011.0,1
2025-05-23,22009.0,3
2025-05-24,23839.0,3
2025-05-25,19829.0,2
2025-05-26,18271.0,2
2025-05-27,7536.0,1
2025-05-28,46611.0,2
2025-05-29,25848.0,4
2025-05-30,13827.0,2
2025-05-31,20730.0,2
2025-06-01,17673.0,4
2025-06-02,24796.0,3
2025-06-03,50410.0,2
2025-06-04,7201.0,1
2025-06-05,41155.0,1
2025-06-06,18328.0,3
2025-06-07,9126.0,1
2025-06-08,26326.2,2
2025-06-09,20892.0,1
2025-06-10,69059.0,2
2025-06-11,16281.0,1
2025-06-12,11527.0,2
2025-06-13,28066.0,2
2025-06-14,12373.0,2
2025-06-15,39036.0,4
2025-06-16,80709.0,5
2025-06-17,14594.0,2
2025-06-18,121324.0,6
2025-06-19,9818.0,1
2025-06-20,58136.0,2
2025-06-21,11586.0,0
2025-06-22,20219.0,1
2025-06-23,97949.0,4
2025-06-24,19216.0,2
2025-06-25,40973.0,1
2025-06-26,32451.0,3
2025-06-27,8102.0,3
2025-06-28,27127.0,3
2025-06-29,10276.0,1
2025-06-30,24748.0,2
2025-07-01,13571.0,1
2025-07-02,24354.0,3
2025-07-03,63482.0,2
2025-07-04,5748.0,0
2025-07-05,11927.0,2
2025-07-06,102106.0,6
2025-07-07,35246.0,2
2025-07-08,6827.0,0
2025-07-09,16979.0,2
2025-07-10,18955.0,2
2025-07-11,16719.0,2
2025-07-12,12016.0,1
2025-07-13,22007.0,2
2025-07-14,27112.0,4
2025-07-15,4793.0,2
2025-07-16,39353.0,3
2025-07-17,20557.0,1
2025-07-18,56437.0,4
2025-07-19,8032.0,1
2025-07-20,71107.0,3
2025-07-21,81892.0,5
2025-07-22,64002.0,4
2025-07-23,4327.0,1
2025-07-24,54525.0,2
2025-07-25,10299.0,1
2025-07-26,84609.0,3
2025-07-27,22414.0,4
2025-07-28,40827.0,2
2025-07-29,4870.0,0
2025-07-30,30170.0,2
2025-07-31,19723.0,3
2025-08-01,71287.0,3
2025-08-02,17263.0,3
2025-08-03,45869.0,5
2025-08-04,4726.0,0
2025-08-05,32364.0,4
2025-08-06,23848.0,6
2025-08-07,37785.0,7
2025-08-08,50525.0,3
2025-08-09,19471.0,2
2025-08-10,14652.0,2
2025-08-11,12367.0,0
2025-08-12,57448.0,3
2025-08-13,15541.0,2
2025-08-14,25318.0,4
2025-08-15,22873.0,3
2025-08-16,71828.0,3
2025-08-17,59287.0,3
2025-08-18,29534.0,3
2025-08-19,18685.0,3
2025-08-20,44756.0,3
2025-08-21,61612.0,3
2025-08-22,18241.0,1
2025-08-23,5617.0,1
2025-08-24,49953.0,3
2025-08-25,13502.0,1
2025-08-26,20424.0,2
2025-08-27,62270.0,5
2025-08-28,11028.0,1
2025-08-29,45941.0,4
2025-08-30,6591.0,1
2025-08-31,22066.0,3
2025-09-01,32872.0,1
2025-09-02,55139.0,2
2025-09-03,30679.0,4
2025-09-04,51042.0,3
2025-09-05,13596.0,3
2025-09-06,29975.6,1
2025-09-07,19881.0,2
2025-09-08,5415.0,2
2025-09-09,91825.0,3
2025-09-10,41543.4,3
2025-09-11,63506.0,5
2025-09-12,7236.0,1
2025-09-13,17911.0,2
2025-09-14,7270.0,1
2025-09-15,4143.0,1
2025-09-16,31625.0,3
2025-09-17,40783.0,1
2025-09-18,12488.0,1
2025-09-22,22057.0,1
2025-10-03,104929.0,3
2025-10-06,16199.0,1
2025-10-07,17738.0,1
2025-10-14,79065.0,3
2025-10-17,18698.0,1
2025-10-18,31484.0,1
2025-10-20,20724.0,1
2025-10-21,66700.0,2
2025-10-25,16308.0,1
2025-10-31,11871.0,1
2025-11-03,25292.0,1
2025-11-05,36577.0,1
2025-11-07,41026.0,2
2025-11-08,51043.0,2
2025-11-10,45057.0,2
2025-11-15,46829.0,2
2025-11-19,44679.0,1
2025-11-21,40585.0,1
2025-11-22,37820.0,1
2025-11-24,45969.0,2
2025-11-25,26977.0,1
2025-12-03,40812.0,1
2025-12-05,37508.0,1
2025-12-07,40379.0,1
2025-12-11,23849.0,1
2025-12-12,43209.0,1
2025-12-14,22173.0,1
2025-12-15,24331.0,1
2025-12-16,45743.0,1
2025-12-21,12500.0,1
2025-12-22,45927.0,1
2025-12-26,30057.0,1
2025-12-27,20431.0,1
