transaction_id,client_id,symbol,transaction_date,type,quantity,price,amount
T113115,C10723,MSFT,2023-10-26,Sell,83,322.97,26806.12
T113116,C10213,GOOGL,2021-08-22,Buy,64,155.57,9956.32
T113117,C10554,GOOGL,2024-09-04,Sell,90,125.78,11320.28
T113118,C10281,JNJ,2025-09-06,Buy,65,171.14,11124.19
T113119,C10308,JNJ,2023-08-07,Sell,5,155.85,779.27
T113120,C10784,TSLA,2025-04-21,Sell,33,227.86,7519.3
T113121,C10806,V,2020-11-16,Sell,20,255.83,5116.53
T113122,C10026,AMZN,2025-08-10,Buy,21,126.18,2649.79
T113123,C10460,BRK.B,2020-08-01,Buy,34,302.95,10300.41
T113124,C10237,BRK.B,2024-02-26,Sell,75,263.05,19729.07
T113125,C10599,TSLA,2020-01-17,Buy,49,206.46,10116.41
T113126,C10109,JNJ,2020-09-26,Sell,195,147.77,28814.59
T113127,C10664,MSFT,2024-03-23,Sell,108,277.73,29995.19
T113128,C10869,AAPL,2023-01-20,Buy,173,177.95,30785.79
T113129,C10929,AAPL,2022-07-07,Sell,169,164.31,27768.88
T113130,C10563,AAPL,2021-02-06,Buy,16,141.62,2265.97
T113131,C10403,V,2021-01-13,Buy,191,240.41,45917.4
T113132,C10983,AMZN,2024-03-09,Sell,36,132.24,4760.46
T113133,C10995,AMZN,2023-05-04,Sell,7,116.73,817.13
T113134,C10123,V,2020-05-10,Buy,117,214.37,25081.73
T113135,C10998,BRK.B,2023-12-12,Buy,166,246.77,40963.13
T113136,C10791,AMZN,2023-12-10,Buy,156,138.83,21657.55
T113137,C10829,GOOGL,2024-11-25,Buy,30,126.38,3791.54
T113138,C10735,NVDA,2021-06-12,Sell,183,466.24,85321.96
T113139,C10242,AMZN,2025-05-02,Buy,40,97.31,3892.58
T113140,C10577,JNJ,2024-01-03,Sell,181,176.76,31992.83
T113141,C10427,JPM,2022-05-07,Buy,40,147.49,5899.44
T113142,C10176,BRK.B,2021-08-14,Sell,94,267.75,25168.39
T113143,C10188,AAPL,2024-02-19,Buy,191,129.69,24770.29
T113144,C10441,TSLA,2024-08-13,Buy,64,170.39,10904.88
T113145,C10399,JPM,2025-09-27,Buy,14,113.23,1585.18
T113146,C10684,JNJ,2024-09-14,Buy,155,185.1,28690.74
T113147,C10827,V,2025-08-17,Sell,67,261.7,17533.68
T113148,C10062,NVDA,2023-09-11,Sell,158,431.57,68188.15
T113149,C10297,BRK.B,2020-12-30,Sell,141,307.77,43394.98
T113150,C10070,MSFT,2023-03-07,Buy,93,249.33,23187.94
T113151,C10416,MSFT,2021-09-24,Sell,24,263.05,6313.24
T113152,C10386,AAPL,2024-08-28,Sell,171,153.99,26332.05
T113153,C10464,JPM,2024-01-17,Buy,31,160.94,4989.03
T113154,C10956,MSFT,2021-07-11,Sell,195,320.21,62440.81
T113155,C10124,JPM,2021-10-19,Sell,9,114.02,1026.18
T113156,C10232,AAPL,2025-06-02,Sell,195,177.63,34637.66
T113157,C10538,JPM,2025-07-28,Buy,132,116.55,15384.42
T113158,C10993,BRK.B,2023-04-28,Sell,128,269.21,34459.24
T113159,C10955,GOOGL,2022-11-14,Sell,39,157.88,6157.49
T113160,C10522,JNJ,2021-09-17,Buy,61,179.97,10978.45
T113161,C10251,JPM,2023-03-20,Sell,18,162.44,2923.91
T113162,C10613,JNJ,2021-05-19,Sell,106,165.29,17520.87
T113163,C10279,AMZN,2022-10-12,Buy,157,107.92,16943.22
T113164,C10867,JPM,2025-04-25,Sell,135,122.05,16477.03
T113165,C10597,V,2021-02-27,Buy,110,235.16,25867.47
T113166,C10771,JNJ,2022-02-11,Sell,182,168.12,30598.13
T113167,C10894,JPM,2020-09-20,Sell,137,131.04,17952.46
T113168,C10698,V,2025-01-13,Buy,63,253.86,15993.25
T113169,C10975,JPM,2020-02-11,Sell,5,128.2,641.0
T113170,C10611,V,2024-07-08,Sell,179,185.68,33237.24
T113171,C10300,AAPL,2021-10-03,Buy,53,141.87,7518.92
T113172,C10619,GOOGL,2021-05-07,Buy,197,158.66,31255.99
T113173,C10851,MSFT,2021-11-11,Buy,3,238.83,716.49
T113174,C10532,BRK.B,2022-10-02,Sell,129,337.3,43511.07
T113175,C10932,NVDA,2021-05-28,Buy,104,403.38,41951.86
T113176,C10512,GOOGL,2025-02-04,Sell,94,160.97,15131.31
T113177,C10168,TSLA,2021-07-09,Sell,138,179.38,24754.94
T113178,C10365,V,2023-06-18,Buy,177,226.59,40105.71
T113179,C10769,AMZN,2024-03-13,Sell,27,124.55,3362.89
T113180,C10829,GOOGL,2024-11-27,Sell,113,123.33,13936.76
T113181,C10344,BRK.B,2023-10-07,Sell,133,353.3,46988.97
T113182,C10624,AMZN,2020-10-06,Buy,92,99.29,9134.37
T113183,C10458,V,2025-12-24,Buy,4,253.17,1012.67
T113184,C10103,V,2023-09-22,Sell,15,261.74,3926.04
T113185,C10187,TSLA,2020-06-23,Sell,43,197.3,8483.99
T113186,C10602,AAPL,2024-11-14,Buy,166,167.22,27759.1
T113187,C10612,JNJ,2020-06-11,Sell,5,144.62,723.12
T113188,C10910,TSLA,2024-06-15,Sell,44,192.71,8479.1
T113189,C10659,JNJ,2020-03-23,Buy,62,140.66,8720.81
T113190,C10689,V,2024-11-14,Buy,110,249.44,27437.96
T113191,C10938,TSLA,2024-08-15,Buy,29,168.36,4882.57
T113192,C10998,AMZN,2025-03-15,Buy,192,140.02,26882.89
T113193,C10370,GOOGL,2023-01-05,Sell,178,134.91,24014.19
T113194,C10560,JNJ,2020-06-05,Buy,70,186.6,13062.31
T113195,C10937,JPM,2024-09-13,Sell,27,160.12,4323.15
T113196,C10338,JPM,2024-02-26,Buy,120,158.19,18982.78
T113197,C10563,NVDA,2023-10-11,Sell,62,392.23,24318.16
T113198,C10622,AAPL,2022-02-08,Sell,160,164.22,26274.67
T113199,C10023,TSLA,2021-01-26,Buy,154,209.37,32242.3
T113200,C10306,AAPL,2025-04-03,Buy,192,136.12,26135.23
T113201,C10432,MSFT,2025-10-10,Buy,98,230.85,22623.76
T113202,C10405,GOOGL,2024-01-02,Sell,61,113.57,6927.84
T113203,C10373,TSLA,2025-09-14,Buy,77,189.44,14586.66
T113204,C10936,MSFT,2023-05-18,Buy,56,288.46,16154.0
T113205,C10835,GOOGL,2020-02-07,Buy,148,121.13,17927.05
T113206,C10754,GOOGL,2025-04-25,Buy,84,124.54,10461.18
T113207,C10968,GOOGL,2022-03-19,Buy,57,138.56,7897.94
T113208,C10352,JPM,2022-12-11,Buy,28,131.58,3684.34
T113209,C10158,NVDA,2020-05-04,Sell,97,384.47,37293.25
T113210,C10543,JNJ,2020-05-11,Buy,98,167.34,16399.79
T113211,C10253,NVDA,2025-06-03,Buy,74,457.19,33832.04
T113212,C10758,GOOGL,2020-02-22,Sell,110,113.04,12434.39
T113213,C10540,AMZN,2025-05-03,Sell,193,99.61,19225.3
T113214,C10195,V,2023-09-07,Sell,169,182.65,30867.79
T113215,C10058,TSLA,2021-04-17,Buy,108,179.23,19357.03
T113216,C10572,JPM,2022-11-11,Sell,118,167.89,19811.32
T113217,C10236,GOOGL,2021-10-27,Sell,107,124.23,13292.15
T113218,C10877,JPM,2020-03-14,Sell,195,152.71,29777.9
T113219,C10589,JNJ,2020-07-22,Sell,197,175.83,34639.25
T113220,C10528,V,2024-06-24,Sell,147,252.83,37166.64
T113221,C10280,GOOGL,2022-01-06,Sell,12,108.05,1296.64
T113222,C10469,MSFT,2024-05-15,Sell,162,242.95,39358.55
T113223,C10160,V,2021-06-04,Buy,166,229.93,38169.04
T113224,C10254,TSLA,2021-09-14,Sell,61,176.05,10738.75
T113225,C10370,NVDA,2022-08-04,Buy,20,385.73,7714.64
T113226,C10559,V,2022-06-27,Sell,88,245.68,21619.66
T113227,C10326,AMZN,2025-01-27,Buy,7,134.67,942.69
T113228,C10526,AMZN,2024-03-07,Sell,49,141.12,6914.93
T113229,C10245,GOOGL,2022-03-06,Sell,161,129.17,20795.84
T113230,C10584,GOOGL,2025-04-05,Buy,183,148.61,27195.97
T113231,C10159,JPM,2025-08-17,Buy,126,132.02,16634.55
T113232,C10414,JPM,2022-05-05,Sell,196,132.97,26061.96
T113233,C10215,BRK.B,2022-12-03,Buy,180,353.02,63543.76
T113234,C10657,NVDA,2020-07-09,Buy,70,463.36,32435.17
T113235,C10428,AMZN,2025-09-03,Buy,137,114.87,15737.83
T113236,C10129,AAPL,2021-07-13,Sell,126,128.55,16197.3
T113237,C10626,AAPL,2023-05-01,Sell,155,130.74,20265.43
T113238,C10231,V,2023-10-13,Sell,105,250.01,26250.99
T113239,C10648,NVDA,2024-08-21,Sell,18,341.07,6139.3
T113240,C10853,TSLA,2021-10-13,Sell,192,229.49,44062.63
T113241,C10813,MSFT,2022-05-02,Buy,18,290.97,5237.51
T113242,C10574,TSLA,2024-09-26,Sell,90,186.44,16779.53
T113243,C10481,TSLA,2022-05-05,Buy,194,239.45,46453.3
T113244,C10779,V,2021-12-08,Buy,100,253.41,25341.01
T113245,C10096,BRK.B,2022-12-25,Buy,168,269.49,45274.93
T113246,C10533,GOOGL,2022-12-19,Sell,11,136.44,1500.82
T113247,C10285,AMZN,2023-01-04,Buy,26,139.32,3622.29
T113248,C10260,JPM,2023-04-27,Buy,132,161.04,21257.28
T113249,C10367,AAPL,2024-10-30,Buy,119,174.01,20707.04
T113250,C10286,V,2021-01-12,Buy,130,180.08,23410.62
T113251,C10452,TSLA,2023-10-24,Buy,40,234.53,9381.14
T113252,C10037,MSFT,2024-07-12,Sell,30,227.84,6835.07
T113253,C10377,BRK.B,2022-08-09,Buy,83,264.82,21979.99
T113254,C10360,JPM,2020-08-26,Buy,68,149.26,10149.83
T113255,C10681,AMZN,2022-03-04,Sell,96,112.03,10754.93
T113256,C10513,NVDA,2021-12-17,Buy,153,413.01,63190.52
T113257,C10122,NVDA,2024-06-10,Sell,78,373.65,29144.72
T113258,C10910,V,2025-02-20,Buy,30,184.79,5543.65
T113259,C10526,TSLA,2024-06-17,Buy,72,211.17,15204.24
T113260,C10569,AMZN,2021-01-26,Sell,101,140.78,14218.7
T113261,C10555,JNJ,2020-05-16,Buy,136,188.16,25589.19
T113262,C10448,TSLA,2022-02-01,Sell,49,238.32,11677.91
T113263,C10415,JPM,2024-12-21,Buy,89,112.18,9984.28
T113264,C10119,NVDA,2021-08-21,Sell,5,387.46,1937.31
T113265,C10816,AAPL,2022-03-07,Sell,85,171.04,14538.67
T113266,C10805,AAPL,2024-12-27,Buy,78,155.84,12155.43
T113267,C10051,JPM,2020-04-22,Buy,76,158.5,12046.17
T113268,C10617,V,2021-06-11,Buy,30,205.62,6168.56
T113269,C10934,MSFT,2021-06-25,Buy,32,230.04,7361.12
T113270,C10817,BRK.B,2025-04-07,Sell,127,282.39,35863.86
T113271,C10634,GOOGL,2020-10-19,Buy,183,109.46,20031.69
T113272,C10118,JPM,2023-05-25,Buy,132,137.17,18106.93
T113273,C10856,JPM,2023-04-04,Sell,78,127.86,9973.42
T113274,C10384,BRK.B,2021-10-07,Sell,34,301.55,10252.6
T113275,C10415,V,2021-10-13,Buy,137,182.54,25007.99
T113276,C10113,MSFT,2022-04-19,Sell,15,293.64,4404.66
T113277,C10667,MSFT,2021-03-11,Sell,198,298.67,59136.29
T113278,C10507,JNJ,2020-03-05,Buy,95,133.17,12651.51
T113279,C10020,AAPL,2021-10-26,Buy,185,151.35,27999.27
T113280,C10285,MSFT,2023-06-16,Buy,45,235.81,10611.29
T113281,C10315,JPM,2024-10-24,Buy,55,137.74,7575.95
T113282,C10807,MSFT,2023-07-25,Buy,185,229.61,42477.38
T113283,C10926,MSFT,2025-11-29,Sell,199,277.85,55291.97
T113284,C10998,NVDA,2025-12-12,Sell,26,321.61,8361.9
T113285,C10351,AMZN,2024-05-09,Buy,122,140.72,17168.29
T113286,C10365,BRK.B,2020-05-20,Sell,13,288.99,3756.85
T113287,C10986,AAPL,2024-11-27,Sell,174,141.9,24691.45
T113288,C10650,JPM,2021-03-17,Buy,88,137.58,12107.25
T113289,C10457,GOOGL,2021-01-22,Sell,146,120.22,17552.09
T113290,C10308,AAPL,2023-04-16,Buy,158,174.14,27513.64
T113291,C10103,NVDA,2022-06-15,Sell,193,412.71,79652.79
T113292,C10890,GOOGL,2023-04-03,Buy,128,140.82,18024.78
T113293,C10503,JPM,2020-06-30,Buy,74,155.87,11534.72
T113294,C10071,AAPL,2023-01-21,Sell,2,130.08,260.16
T113295,C10447,AAPL,2023-12-23,Buy,39,165.23,6443.78
T113296,C10523,MSFT,2025-05-29,Sell,23,226.14,5201.15
T113297,C10319,JPM,2024-01-05,Sell,17,151.41,2573.91
T113298,C10852,NVDA,2021-06-02,Sell,60,459.29,27557.1
T113299,C10181,V,2020-08-29,Sell,178,179.96,32033.62
T113300,C10295,V,2020-05-04,Sell,169,188.73,31896.03
T113301,C10903,JPM,2024-07-07,Sell,24,119.51,2868.14
T113302,C10550,JPM,2020-02-04,Sell,100,163.73,16372.75
T113303,C10422,V,2020-05-11,Buy,182,243.48,44313.01
T113304,C10937,TSLA,2023-11-13,Buy,36,222.8,8020.94
T113305,C10985,MSFT,2020-03-18,Sell,111,289.61,32146.19
T113306,C10367,JNJ,2021-02-07,Buy,48,134.87,6473.77
T113307,C10222,BRK.B,2025-03-05,Sell,136,331.54,45089.65
T113308,C10308,GOOGL,2025-08-28,Sell,138,133.49,18422.19
T113309,C10094,AAPL,2023-07-01,Sell,125,177.4,22174.81
T113310,C10255,NVDA,2021-07-16,Sell,133,357.88,47598.44
T113311,C10063,BRK.B,2022-07-10,Buy,31,299.15,9273.68
T113312,C10158,AMZN,2021-08-01,Sell,116,125.76,14587.79
T113313,C10067,V,2023-02-04,Buy,163,243.26,39650.78
T113314,C10222,JPM,2022-04-01,Sell,149,118.79,17699.34
T113315,C10170,NVDA,2020-02-28,Sell,152,428.35,65109.75
T113316,C10771,NVDA,2022-06-04,Buy,146,323.61,47247.77
T113317,C10188,V,2022-04-23,Buy,16,185.48,2967.68
T113318,C10778,BRK.B,2023-07-08,Buy,181,250.67,45372.15
T113319,C10127,JNJ,2020-09-14,Sell,10,154.77,1547.74
T113320,C10434,AMZN,2023-12-25,Buy,84,125.2,10516.75
T113321,C10774,JNJ,2022-01-15,Sell,27,162.43,4385.48
T113322,C10987,TSLA,2024-11-11,Sell,29,168.64,4890.47
T113323,C10549,MSFT,2023-03-18,Sell,186,316.81,58926.24
T113324,C10058,TSLA,2022-03-30,Sell,150,168.68,25301.47
T113325,C10448,BRK.B,2022-11-01,Sell,23,243.69,5604.95
T113326,C10766,V,2025-07-13,Buy,180,187.09,33676.92
T113327,C10779,TSLA,2020-09-21,Buy,168,232.53,39065.08
T113328,C10660,JNJ,2020-11-21,Sell,85,157.3,13370.92
T113329,C10215,AMZN,2020-04-09,Buy,32,128.7,4118.33
T113330,C10442,V,2021-03-09,Sell,35,198.35,6942.29
T113331,C10240,JPM,2020-10-26,Sell,94,116.21,10924.03
T113332,C10377,BRK.B,2020-01-20,Sell,69,283.69,19574.87
T113333,C10932,AMZN,2020-03-05,Sell,190,136.94,26018.42
T113334,C10076,V,2025-08-18,Buy,197,262.0,51614.12
T113335,C10340,NVDA,2023-03-13,Buy,140,479.82,67174.64
T113336,C10968,BRK.B,2025-12-10,Sell,5,246.4,1232.02
T113337,C10615,MSFT,2025-04-23,Sell,200,239.92,47984.35
T113338,C10911,JPM,2022-10-21,Sell,166,149.45,24808.86
T113339,C10063,AMZN,2023-06-30,Buy,66,128.92,8508.51
T113340,C10348,AMZN,2021-05-01,Buy,161,132.43,21321.94
T113341,C10099,MSFT,2021-09-07,Buy,40,251.3,10052.05
T113342,C10567,JNJ,2024-09-05,Sell,123,191.45,23548.68
T113343,C10795,NVDA,2022-08-26,Buy,66,445.67,29414.52
T113344,C10140,BRK.B,2021-12-17,Buy,152,343.37,52192.28
T113345,C10159,GOOGL,2021-03-03,Sell,162,150.53,24386.06
T113346,C10481,MSFT,2025-04-10,Buy,56,244.08,13668.37
T113347,C10127,AAPL,2020-02-29,Sell,141,136.5,19246.39
T113348,C10490,AAPL,2024-07-08,Buy,114,154.11,17568.93
T113349,C10638,JPM,2025-09-15,Buy,112,165.06,18486.99
T113350,C10410,AMZN,2022-04-29,Buy,11,118.16,1299.73
T113351,C10392,AMZN,2021-03-18,Buy,19,115.78,2199.87
T113352,C10372,MSFT,2021-05-26,Sell,7,276.0,1931.99
T113353,C10019,MSFT,2023-08-01,Sell,156,274.92,42887.71
T113354,C10688,TSLA,2025-12-25,Buy,43,218.46,9393.64
T113355,C10816,V,2025-01-09,Buy,89,224.26,19959.18
T113356,C10907,MSFT,2025-12-08,Buy,150,307.87,46180.43
T113357,C10660,GOOGL,2025-02-06,Sell,177,130.83,23157.66
T113358,C10221,V,2020-06-20,Sell,112,186.83,20925.5
T113359,C10007,AAPL,2021-03-19,Sell,8,176.69,1413.49
T113360,C10234,AAPL,2023-04-09,Buy,87,144.97,12612.0
T113361,C10086,V,2025-05-11,Buy,84,251.57,21132.07
T113362,C10910,V,2021-12-09,Buy,196,208.51,40867.89
T113363,C10629,TSLA,2021-08-18,Buy,126,230.63,29058.88
T113364,C10364,BRK.B,2023-11-11,Sell,26,339.98,8839.42
T113365,C10413,BRK.B,2022-03-07,Sell,4,304.65,1218.62
T113366,C10091,JNJ,2020-04-21,Sell,69,144.96,10002.28
T113367,C10540,NVDA,2022-08-19,Sell,35,475.91,16656.91
T113368,C10720,BRK.B,2022-03-16,Buy,157,307.45,48270.15
T113369,C10873,TSLA,2024-01-02,Sell,186,162.37,30200.94
T113370,C10702,GOOGL,2022-11-12,Buy,30,111.67,3350.15
T113371,C10966,MSFT,2020-06-03,Buy,105,262.5,27562.06
T113372,C10970,TSLA,2022-06-06,Buy,106,172.28,18261.88
T113373,C10334,NVDA,2025-07-08,Sell,175,321.91,56335.01
T113374,C10027,TSLA,2025-01-06,Sell,5,184.34,921.7
T113375,C10271,NVDA,2021-04-01,Buy,116,346.58,40203.82
T113376,C10875,MSFT,2025-11-26,Buy,73,232.49,16971.64
T113377,C10240,AMZN,2021-02-15,Buy,173,111.16,19230.23
T113378,C10591,BRK.B,2024-11-03,Sell,90,257.57,23180.99
T113379,C10485,BRK.B,2021-09-11,Sell,171,267.1,45673.74
T113380,C10669,JNJ,2025-11-09,Buy,135,177.3,23935.86
T113381,C10658,TSLA,2025-06-19,Sell,104,205.2,21340.95
T113382,C10283,V,2024-06-07,Buy,182,261.45,47583.99
T113383,C10449,AAPL,2023-05-20,Buy,90,153.02,13771.71
T113384,C10489,MSFT,2025-07-10,Buy,28,302.77,8477.64
T113385,C10493,JNJ,2023-10-21,Sell,37,147.7,5465.08
T113386,C10800,GOOGL,2023-04-13,Buy,33,143.85,4747.01
T113387,C10073,TSLA,2020-12-27,Buy,112,172.93,19368.36
T113388,C10270,GOOGL,2020-03-16,Buy,162,157.53,25519.96
T113389,C10647,JNJ,2023-06-12,Buy,99,164.59,16294.49
T113390,C10243,AAPL,2024-06-24,Sell,90,134.21,12078.49
T113391,C10278,TSLA,2025-02-14,Buy,13,170.72,2219.35
T113392,C10734,GOOGL,2024-07-27,Sell,136,120.21,16348.16
T113393,C10006,GOOGL,2025-07-16,Sell,22,113.13,2488.93
T113394,C10368,GOOGL,2025-11-26,Sell,195,111.27,21697.16
T113395,C10502,GOOGL,2024-09-13,Buy,93,149.53,13906.27
T113396,C10295,GOOGL,2021-04-09,Buy,75,109.32,8199.11
T113397,C10796,GOOGL,2021-02-11,Buy,6,116.82,700.95
T113398,C10196,JNJ,2023-04-01,Buy,129,142.03,18322.26
T113399,C10656,V,2020-05-09,Buy,17,193.57,3290.64
T113400,C10016,GOOGL,2025-06-25,Sell,97,123.77,12005.49
T113401,C10826,V,2020-07-21,Sell,61,185.33,11305.1
T113402,C10224,JPM,2022-07-23,Sell,153,124.65,19070.76
T113403,C10143,JPM,2024-02-07,Buy,130,117.13,15227.23
T113404,C10174,V,2024-11-26,Sell,125,196.94,24617.96
T113405,C10921,MSFT,2023-05-08,Sell,34,261.97,8906.85
T113406,C10798,MSFT,2020-10-27,Buy,133,316.67,42117.73
T113407,C10824,MSFT,2020-06-24,Buy,29,240.54,6975.67
T113408,C10195,NVDA,2025-03-08,Buy,67,343.69,23027.34
T113409,C10956,AMZN,2023-12-23,Buy,55,115.97,6378.24
T113410,C10695,GOOGL,2022-05-24,Sell,156,139.42,21748.95
T113411,C10705,JNJ,2023-02-24,Sell,84,152.88,12842.26
T113412,C10839,BRK.B,2022-04-26,Sell,45,247.8,11150.78
T113413,C10282,V,2023-11-01,Buy,128,233.81,29927.78
T113414,C10391,TSLA,2021-09-20,Sell,114,205.16,23387.82
T113415,C10729,MSFT,2024-12-17,Buy,37,295.93,10949.34
T113416,C10594,AAPL,2021-12-01,Buy,33,151.19,4989.42
T113417,C10010,BRK.B,2025-12-19,Sell,89,298.26,26544.95
T113418,C10734,AMZN,2025-05-21,Buy,115,139.19,16007.27
T113419,C10704,TSLA,2024-03-13,Buy,100,226.55,22655.34
T113420,C10441,GOOGL,2024-08-03,Buy,135,149.84,20228.79
T113421,C10254,JNJ,2025-10-27,Sell,115,142.68,16408.54
T113422,C10779,GOOGL,2022-12-18,Buy,128,113.79,14565.75
T113423,C10956,AAPL,2023-04-15,Buy,85,149.25,12686.56
T113424,C10706,MSFT,2021-09-29,Sell,159,280.44,44590.32
T113425,C10544,AMZN,2023-11-19,Sell,104,115.73,12035.53
T113426,C10411,AMZN,2020-01-29,Buy,154,109.07,16797.12
T113427,C10132,AMZN,2020-02-09,Sell,184,142.38,26198.67
T113428,C10875,BRK.B,2022-08-23,Buy,77,256.91,19781.96
T113429,C10671,NVDA,2020-09-30,Buy,125,390.6,48825.08
T113430,C10242,AAPL,2023-12-29,Buy,101,163.61,16524.83
T113431,C10937,V,2020-01-12,Buy,187,262.81,49145.82
T113432,C10521,JNJ,2024-09-29,Buy,125,148.41,18551.02
T113433,C10618,JNJ,2021-10-02,Sell,27,178.18,4810.98
T113434,C10817,NVDA,2022-05-16,Sell,190,396.48,75331.31
T113435,C10747,JNJ,2022-11-27,Buy,51,176.45,8998.92
T113436,C10621,AAPL,2025-04-05,Sell,18,172.41,3103.36
T113437,C10260,JPM,2020-03-19,Sell,123,142.31,17503.55
T113438,C10383,JPM,2021-03-24,Sell,76,167.81,12753.19
T113439,C10852,TSLA,2020-01-27,Buy,172,222.91,38339.71
T113440,C10826,NVDA,2024-08-11,Buy,140,331.32,46384.85
T113441,C10699,BRK.B,2025-03-20,Sell,84,258.77,21737.02
T113442,C10436,V,2020-02-22,Buy,86,183.36,15769.29
T113443,C10101,TSLA,2025-12-25,Buy,112,191.68,21468.31
T113444,C10080,JNJ,2025-05-09,Sell,195,135.57,26435.18
T113445,C10116,NVDA,2022-05-14,Sell,76,371.69,28248.55
T113446,C10809,V,2024-10-23,Buy,159,203.16,32302.8
T113447,C10858,NVDA,2021-01-13,Sell,170,374.24,63621.43
T113448,C10778,AAPL,2020-09-24,Buy,99,154.92,15337.41
T113449,C10092,AAPL,2024-09-02,Buy,82,151.3,12406.87
T113450,C10035,AMZN,2020-11-19,Sell,132,133.9,17674.41
T113451,C10701,JNJ,2024-10-09,Buy,94,177.24,16660.96
T113452,C10368,AAPL,2023-01-04,Buy,161,121.09,19495.84
T113453,C10519,MSFT,2023-03-06,Sell,125,272.03,34003.33
T113454,C10932,NVDA,2020-02-23,Sell,135,347.62,46928.34
T113455,C10196,JNJ,2025-06-17,Sell,170,156.0,26519.29
T113456,C10572,MSFT,2023-10-10,Sell,149,323.17,48152.63
T113457,C10162,V,2022-08-27,Sell,128,184.22,23580.38
T113458,C10572,TSLA,2022-09-20,Sell,184,228.7,42080.42
T113459,C10441,JNJ,2024-09-29,Buy,30,165.95,4978.65
T113460,C10708,AMZN,2023-06-23,Buy,86,98.11,8437.33
T113461,C10411,JPM,2020-06-09,Buy,74,121.54,8993.84
T113462,C10724,MSFT,2024-04-08,Buy,142,227.78,32344.78
T113463,C10645,GOOGL,2025-05-11,Buy,38,127.48,4844.16
T113464,C10352,V,2023-12-14,Sell,145,228.25,33096.67
T113465,C10382,BRK.B,2020-10-14,Buy,90,358.77,32289.08
T113466,C10002,TSLA,2020-01-29,Sell,188,217.92,40968.72
T113467,C10698,TSLA,2021-12-09,Sell,67,187.75,12579.25
T113468,C10449,AAPL,2020-02-01,Sell,61,165.66,10105.32
T113469,C10735,BRK.B,2022-06-14,Buy,60,263.22,15793.15
T113470,C10325,JNJ,2021-12-07,Sell,13,143.8,1869.39
T113471,C10816,V,2022-04-04,Sell,48,239.09,11476.53
T113472,C10295,V,2021-01-09,Sell,14,179.36,2510.98
T113473,C10583,JNJ,2020-08-19,Buy,9,172.25,1550.24
T113474,C10776,JNJ,2021-05-22,Buy,100,189.95,18995.49
T113475,C10996,JNJ,2024-06-07,Buy,86,157.6,13553.89
T113476,C10827,MSFT,2021-01-21,Sell,155,307.99,47738.82
T113477,C10309,JPM,2025-08-04,Buy,122,115.73,14118.47
T113478,C10543,JNJ,2023-07-24,Buy,112,144.38,16170.39
T113479,C10723,JPM,2023-01-23,Sell,68,145.88,9919.83
T113480,C10526,JNJ,2021-06-16,Buy,179,161.98,28995.02
T113481,C10904,V,2020-09-19,Sell,176,186.23,32776.83
T113482,C10720,TSLA,2025-09-24,Buy,66,161.25,10642.63
T113483,C10340,AAPL,2025-04-19,Sell,80,152.78,12222.46
T113484,C10743,TSLA,2023-07-14,Sell,134,233.53,31293.47
T113485,C10417,JPM,2023-05-05,Buy,129,134.74,17380.9
T113486,C10909,JNJ,2024-04-20,Buy,174,176.58,30725.36
T113487,C10054,AMZN,2020-04-05,Sell,149,135.32,20163.26
T113488,C10897,NVDA,2024-12-27,Buy,167,442.13,73835.42
T113489,C10740,TSLA,2025-06-26,Sell,124,229.15,28415.06
T113490,C10977,BRK.B,2020-07-22,Buy,11,280.76,3088.38
T113491,C10788,MSFT,2020-09-08,Sell,148,224.31,33198.09
T113492,C10914,V,2020-11-11,Sell,118,227.06,26793.25
T113493,C10289,GOOGL,2024-11-15,Sell,73,143.59,10482.07
T113494,C10977,JPM,2024-10-18,Buy,171,144.97,24790.58
T113495,C10324,V,2021-02-27,Buy,160,190.33,30452.94
T113496,C10066,TSLA,2024-06-20,Buy,50,197.85,9892.46
T113497,C10473,NVDA,2021-10-09,Buy,157,383.62,60227.81
T113498,C10523,NVDA,2020-04-09,Sell,146,334.16,48786.77
T113499,C10721,AMZN,2021-08-19,Sell,185,142.84,26425.17
T113500,C10996,JPM,2024-12-02,Sell,131,154.71,20266.44
T113501,C10886,BRK.B,2021-02-11,Sell,152,342.98,52133.55
T113502,C10204,JPM,2021-04-12,Buy,10,135.93,1359.25
T113503,C10182,TSLA,2023-07-17,Sell,195,189.71,36993.31
T113504,C10662,JPM,2022-11-01,Sell,87,144.83,12600.53
T113505,C10159,JNJ,2024-04-16,Buy,59,136.12,8031.13
T113506,C10237,V,2023-11-16,Sell,8,221.47,1771.72
T113507,C10986,AAPL,2025-03-04,Buy,92,129.26,11891.48
T113508,C10319,AAPL,2024-09-26,Sell,59,160.6,9475.51
T113509,C10852,MSFT,2021-11-03,Sell,50,235.49,11774.58
T113510,C10721,JNJ,2020-09-17,Buy,143,141.4,20220.12
T113511,C10985,GOOGL,2023-05-24,Sell,57,161.36,9197.48
T113512,C10549,AMZN,2022-03-16,Buy,111,118.95,13203.06
T113513,C10055,AMZN,2025-08-15,Buy,132,140.96,18606.1
T113514,C10161,V,2022-10-14,Sell,133,192.34,25581.7
T113515,C10068,NVDA,2021-07-20,Sell,49,417.46,20455.41
T113516,C10050,AAPL,2021-01-26,Buy,63,138.11,8700.98
