client_id,account_balance,last_updated
C10607,45927,2025-09-16 18:10:22.579883
C10608,11042,2025-09-16 18:10:22.579883
C10609,37647,2025-09-16 18:10:22.580880
C10610,19070,2025-09-16 18:10:22.580880
C10611,36420,2025-09-16 18:10:22.581877
C10612,30250,2025-09-16 18:10:22.581877
C10613,9429,2025-09-16 18:10:22.582874
C10614,11878,2025-09-16 18:10:22.583872
C10615,40259,2025-09-16 18:10:22.583872
C10616,47794,2025-09-16 18:10:22.584869
C10617,43098,2025-09-16 18:10:22.584869
C10618,30912,2025-09-16 18:10:22.585866
C10619,49808,2025-09-16 18:10:22.585866
C10620,37469,2025-09-16 18:10:22.586864
C10621,16722,2025-09-16 18:10:22.586864
C10622,39665,2025-09-16 18:10:22.587861
C10623,47799,2025-09-16 18:10:22.587861
C10624,37508,2025-09-16 18:10:22.588859
C10625,7341,2025-09-16 18:10:22.588859
C10626,25506,2025-09-16 18:10:22.589856
C10627,29985,2025-09-16 18:10:22.589856
C10628,23739,2025-09-16 18:10:22.590854
C10629,6086,2025-09-16 18:10:22.591851
C10630,45015,2025-09-16 18:10:22.591851
C10631,22057,2025-09-16 18:10:22.592848
C10632,13170,2025-09-16 18:10:22.592848
C10633,38423,2025-09-16 18:10:22.593847
C10634,25811,2025-09-16 18:10:22.594775
C10635,17731,2025-09-16 18:10:22.595846
C10636,40631,2025-09-16 18:10:22.595846
C10637,31638,2025-09-16 18:10:22.596847
C10638,25395,2025-09-16 18:10:22.596847
C10639,23807,2025-09-16 18:10:22.597840
C10640,5128,2025-09-16 18:10:22.597840
C10641,17252,2025-09-16 18:10:22.598838
C10642,48180,2025-09-16 18:10:22.598838
C10643,6950,2025-09-16 18:10:22.599835
C10644,39312,2025-09-16 18:10:22.599835
C10645,11751,2025-09-16 18:10:22.600832
C10646,17848,2025-09-16 18:10:22.600832
C10647,17751,2025-09-16 18:10:22.601829
C10648,46303,2025-09-16 18:10:22.601829
C10649,9378,2025-09-16 18:10:22.602831
C10650,20431,2025-09-16 18:10:22.603828
C10651,32174,2025-09-16 18:10:22.603828
C10652,39297,2025-09-16 18:10:22.604825
C10653,7186,2025-09-16 18:10:22.604825
C10654,16133,2025-09-16 18:10:22.605863
C10655,7531,2025-09-16 18:10:22.606821
C10656,21361,2025-09-16 18:10:22.606821
C10657,42052,2025-09-16 18:10:22.607824
C10658,28045,2025-09-16 18:10:22.607824
C10659,23949,2025-09-16 18:10:22.608820
C10660,12870,2025-09-16 18:10:22.608820
C10661,15311,2025-09-16 18:10:22.609822
C10662,34000,2025-09-16 18:10:22.611415
C10663,17660,2025-09-16 18:10:22.611415
C10664,24277,2025-09-16 18:10:22.612491
C10665,48548,2025-09-16 18:10:22.612491
C10666,40509,2025-09-16 18:10:22.613488
C10667,11114,2025-09-16 18:10:22.613488
C10668,39928,2025-09-16 18:10:22.614486
C10669,40783,2025-09-16 18:10:22.614486
C10670,35939,2025-09-16 18:10:22.615482
C10671,29062,2025-09-16 18:10:22.616479
C10672,46153,2025-09-16 18:10:22.616479
C10673,13185,2025-09-16 18:10:22.617477
C10674,24828,2025-09-16 18:10:22.617477
C10675,18598,2025-09-16 18:10:22.618474
C10676,12703,2025-09-16 18:10:22.618474
C10677,5442,2025-09-16 18:10:22.619472
C10678,30240,2025-09-16 18:10:22.619472
C10679,10967,2025-09-16 18:10:22.620472
C10680,5214,2025-09-16 18:10:22.620472
C10681,35267,2025-09-16 18:10:22.621466
C10682,34550,2025-09-16 18:10:22.621466
C10683,31649,2025-09-16 18:10:22.622469
C10684,12504,2025-09-16 18:10:22.622469
C10685,15092,2025-09-16 18:10:22.623472
C10686,38374,2025-09-16 18:10:22.623472
C10687,14616,2025-09-16 18:10:22.624464
C10688,17116,2025-09-16 18:10:22.624464
C10689,19816,2025-09-16 18:10:22.625461
C10690,13099,2025-09-16 18:10:22.626462
C10691,43849,2025-09-16 18:10:22.626462
C10692,15774,2025-09-16 18:10:22.628180
C10693,46509,2025-09-16 18:10:22.628180
C10694,39941,2025-09-16 18:10:22.629221
C10695,21847,2025-09-16 18:10:22.630217
C10696,25871,2025-09-16 18:10:22.630217
C10697,31779,2025-09-16 18:10:22.631215
C10698,42855,2025-09-16 18:10:22.631215
C10699,24503,2025-09-16 18:10:22.632212
C10700,20367,2025-09-16 18:10:22.632212
C10701,41899,2025-09-16 18:10:22.633209
C10702,34944,2025-09-16 18:10:22.634206
C10703,45280,2025-09-16 18:10:22.634206
C10704,15397,2025-09-16 18:10:22.635204
C10705,14043,2025-09-16 18:10:22.635204
C10706,32925,2025-09-16 18:10:22.636202
C10707,38828,2025-09-16 18:10:22.636202
C10708,44404,2025-09-16 18:10:22.637199
C10709,34205,2025-09-16 18:10:22.637199
C10710,21038,2025-09-16 18:10:22.638196
C10711,46626,2025-09-16 18:10:22.638196
C10712,39766,2025-09-16 18:10:22.639193
C10713,9766,2025-09-16 18:10:22.639193
C10714,41538,2025-09-16 18:10:22.640191
C10715,19726,2025-09-16 18:10:22.640191
C10716,49735,2025-09-16 18:10:22.641188
C10717,42126,2025-09-16 18:10:22.641188
C10718,11871,2025-09-16 18:10:22.642185
C10719,49595,2025-09-16 18:10:22.642185
C10720,22811,2025-09-16 18:10:22.643183
C10721,43351,2025-09-16 18:10:22.644191
C10722,42212,2025-09-16 18:10:22.645178
C10723,8089,2025-09-16 18:10:22.645178
C10724,15918,2025-09-16 18:10:22.646175
C10725,44186,2025-09-16 18:10:22.646175
C10726,46251,2025-09-16 18:10:22.647172
C10727,9897,2025-09-16 18:10:22.647172
C10728,10692,2025-09-16 18:10:22.648169
C10729,28096,2025-09-16 18:10:22.648169
C10730,34868,2025-09-16 18:10:22.649167
C10731,17815,2025-09-16 18:10:22.649167
C10732,25100,2025-09-16 18:10:22.650164
C10733,49462,2025-09-16 18:10:22.650164
C10734,32819,2025-09-16 18:10:22.651161
C10735,31242,2025-09-16 18:10:22.651161
C10736,21253,2025-09-16 18:10:22.652159
C10737,38485,2025-09-16 18:10:22.653156
C10738,15018,2025-09-16 18:10:22.653156
C10739,39224,2025-09-16 18:10:22.654159
C10740,43016,2025-09-16 18:10:22.654159
C10741,35261,2025-09-16 18:10:22.655157
C10742,20696,2025-09-16 18:10:22.655157
C10743,17992,2025-09-16 18:10:22.656155
C10744,17738,2025-09-16 18:10:22.656155
C10745,22435,2025-09-16 18:10:22.657152
C10746,41934,2025-09-16 18:10:22.657152
C10747,37455,2025-09-16 18:10:22.658149
C10748,45347,2025-09-16 18:10:22.658149
C10749,48864,2025-09-16 18:10:22.659147
C10750,34581,2025-09-16 18:10:22.659147
C10751,39109,2025-09-16 18:10:22.660144
C10752,31546,2025-09-16 18:10:22.661052
C10753,34086,2025-09-16 18:10:22.661441
C10754,36920,2025-09-16 18:10:22.662486
C10755,35961,2025-09-16 18:10:22.662486
C10756,31251,2025-09-16 18:10:22.663483
C10757,5753,2025-09-16 18:10:22.663483
C10758,14627,2025-09-16 18:10:22.664481
C10759,32690,2025-09-16 18:10:22.664481
C10760,38634,2025-09-16 18:10:22.665478
C10761,36084,2025-09-16 18:10:22.666475
C10762,7551,2025-09-16 18:10:22.666475
C10763,22608,2025-09-16 18:10:22.667473
C10764,48427,2025-09-16 18:10:22.667473
C10765,37750,2025-09-16 18:10:22.668470
C10766,36218,2025-09-16 18:10:22.668979
C10767,36237,2025-09-16 18:10:22.668979
C10768,35765,2025-09-16 18:10:22.669982
C10769,39318,2025-09-16 18:10:22.669982
C10770,34104,2025-09-16 18:10:22.670979
C10771,17772,2025-09-16 18:10:22.670979
C10772,43419,2025-09-16 18:10:22.671976
C10773,18307,2025-09-16 18:10:22.671976
C10774,45798,2025-09-16 18:10:22.672974
C10775,31794,2025-09-16 18:10:22.673971
C10776,27653,2025-09-16 18:10:22.673971
C10777,12089,2025-09-16 18:10:22.674968
C10778,13802,2025-09-16 18:10:22.674968
C10779,24740,2025-09-16 18:10:22.675966
C10780,10760,2025-09-16 18:10:22.675966
C10781,40324,2025-09-16 18:10:22.676963
C10782,24445,2025-09-16 18:10:22.678156
C10783,16685,2025-09-16 18:10:22.678156
C10784,22442,2025-09-16 18:10:22.679155
C10785,13237,2025-09-16 18:10:22.680152
C10786,22464,2025-09-16 18:10:22.680152
C10787,43209,2025-09-16 18:10:22.680152
C10788,39941,2025-09-16 18:10:22.681149
C10789,18529,2025-09-16 18:10:22.681149
C10790,21044,2025-09-16 18:10:22.682147
C10791,39432,2025-09-16 18:10:22.682147
C10792,47371,2025-09-16 18:10:22.683144
C10793,6481,2025-09-16 18:10:22.684141
C10794,32927,2025-09-16 18:10:22.684141
C10795,9827,2025-09-16 18:10:22.685139
C10796,30849,2025-09-16 18:10:22.685139
C10797,20809,2025-09-16 18:10:22.685139
C10798,38177,2025-09-16 18:10:22.686136
C10799,35323,2025-09-16 18:10:22.687133
C10800,45798,2025-09-16 18:10:22.687133
C10801,16901,2025-09-16 18:10:22.687133
C10802,23740,2025-09-16 18:10:22.688131
C10803,44285,2025-09-16 18:10:22.689128
C10804,46446,2025-09-16 18:10:22.689128
C10805,14580,2025-09-16 18:10:22.690126
C10806,12866,2025-09-16 18:10:22.690126
C10807,46240,2025-09-16 18:10:22.691123
C10808,15097,2025-09-16 18:10:22.691123
C10809,15678,2025-09-16 18:10:22.692120
C10810,46614,2025-09-16 18:10:22.692120
C10811,23837,2025-09-16 18:10:22.693118
C10812,40585,2025-09-16 18:10:22.693118
C10813,29134,2025-09-16 18:10:22.694818
C10814,39276,2025-09-16 18:10:22.695817
C10815,24319,2025-09-16 18:10:22.696817
C10816,20369,2025-09-16 18:10:22.696817
C10817,11129,2025-09-16 18:10:22.697813
C10818,40254,2025-09-16 18:10:22.697813
C10819,27623,2025-09-16 18:10:22.698810
C10820,34362,2025-09-16 18:10:22.698810
C10821,28630,2025-09-16 18:10:22.699807
C10822,23286,2025-09-16 18:10:22.699807
C10823,11059,2025-09-16 18:10:22.700805
C10824,37537,2025-09-16 18:10:22.701803
C10825,25526,2025-09-16 18:10:22.701803
C10826,25378,2025-09-16 18:10:22.702800
C10827,36616,2025-09-16 18:10:22.702800
C10828,24010,2025-09-16 18:10:22.703797
C10829,8097,2025-09-16 18:10:22.703797
C10830,8243,2025-09-16 18:10:22.704794
C10831,17114,2025-09-16 18:10:22.704794
C10832,33946,2025-09-16 18:10:22.705791
C10833,17546,2025-09-16 18:10:22.705791
C10834,34660,2025-09-16 18:10:22.706790
C10835,40121,2025-09-16 18:10:22.706790
C10836,48758,2025-09-16 18:10:22.707787
C10837,15056,2025-09-16 18:10:22.707787
C10838,10771,2025-09-16 18:10:22.708784
C10839,40453,2025-09-16 18:10:22.708784
C10840,13029,2025-09-16 18:10:22.710107
C10841,24090,2025-09-16 18:10:22.710107
C10842,14267,2025-09-16 18:10:22.711455
C10843,26977,2025-09-16 18:10:22.712566
C10844,13867,2025-09-16 18:10:22.712566
C10845,20671,2025-09-16 18:10:22.713628
C10846,37998,2025-09-16 18:10:22.713628
C10847,22837,2025-09-16 18:10:22.714688
C10848,25218,2025-09-16 18:10:22.714688
C10849,41748,2025-09-16 18:10:22.715695
C10850,27749,2025-09-16 18:10:22.715695
C10851,12209,2025-09-16 18:10:22.716699
C10852,42794,2025-09-16 18:10:22.716699
C10853,13840,2025-09-16 18:10:22.717696
C10854,23293,2025-09-16 18:10:22.717696
C10855,13157,2025-09-16 18:10:22.718693
C10856,16199,2025-09-16 18:10:22.718693
C10857,18827,2025-09-16 18:10:22.719690
C10858,36994,2025-09-16 18:10:22.719690
C10859,48899,2025-09-16 18:10:22.720688
C10860,19647,2025-09-16 18:10:22.721685
C10861,46691,2025-09-16 18:10:22.721685
C10862,35314,2025-09-16 18:10:22.722683
C10863,27129,2025-09-16 18:10:22.722683
C10864,40379,2025-09-16 18:10:22.723680
C10865,12658,2025-09-16 18:10:22.723680
C10866,42733,2025-09-16 18:10:22.724678
C10867,24755,2025-09-16 18:10:22.724678
C10868,16329,2025-09-16 18:10:22.725676
C10869,42515,2025-09-16 18:10:22.725676
C10870,15597,2025-09-16 18:10:22.726673
C10871,42326,2025-09-16 18:10:22.727784
C10872,22187,2025-09-16 18:10:22.728231
C10873,46446,2025-09-16 18:10:22.729268
C10874,6587,2025-09-16 18:10:22.729268
C10875,44467,2025-09-16 18:10:22.730264
C10876,48871,2025-09-16 18:10:22.730264
C10877,26909,2025-09-16 18:10:22.731262
C10878,18896,2025-09-16 18:10:22.731262
C10879,34850,2025-09-16 18:10:22.732259
C10880,5836,2025-09-16 18:10:22.733256
C10881,12576,2025-09-16 18:10:22.733256
C10882,49625,2025-09-16 18:10:22.734253
C10883,48799,2025-09-16 18:10:22.734253
C10884,44074,2025-09-16 18:10:22.735251
C10885,40620,2025-09-16 18:10:22.735251
C10886,10276,2025-09-16 18:10:22.736248
C10887,13623,2025-09-16 18:10:22.737246
C10888,21044,2025-09-16 18:10:22.737246
C10889,22018,2025-09-16 18:10:22.738243
C10890,31312,2025-09-16 18:10:22.738243
C10891,5109,2025-09-16 18:10:22.739240
C10892,49150,2025-09-16 18:10:22.739240
C10893,19407,2025-09-16 18:10:22.740238
C10894,12538,2025-09-16 18:10:22.740238
C10895,20008,2025-09-16 18:10:22.741236
C10896,48121,2025-09-16 18:10:22.742232
C10897,36799,2025-09-16 18:10:22.742232
C10898,36430,2025-09-16 18:10:22.742232
C10899,22173,2025-09-16 18:10:22.743230
C10900,12500,2025-09-16 18:10:22.744248
C10901,10281,2025-09-16 18:10:22.744754
C10902,18698,2025-09-16 18:10:22.745795
C10903,42806,2025-09-16 18:10:22.745795
C10904,10761,2025-09-16 18:10:22.746792
C10905,7900,2025-09-16 18:10:22.746792
C10906,42553,2025-09-16 18:10:22.747789
C10907,41370,2025-09-16 18:10:22.747789
C10908,29033,2025-09-16 18:10:22.748787
C10909,44360,2025-09-16 18:10:22.748787
C10910,35171,2025-09-16 18:10:22.749783
C10911,34644,2025-09-16 18:10:22.749783
C10912,41320,2025-09-16 18:10:22.750781
C10913,35742,2025-09-16 18:10:22.750781
C10914,13831,2025-09-16 18:10:22.751779
C10915,29899,2025-09-16 18:10:22.751779
C10916,24142,2025-09-16 18:10:22.752776
C10917,9359,2025-09-16 18:10:22.752776
C10918,11875,2025-09-16 18:10:22.753779
C10919,25446,2025-09-16 18:10:22.754802
C10920,25851,2025-09-16 18:10:22.754802
C10921,25988,2025-09-16 18:10:22.755774
C10922,10738,2025-09-16 18:10:22.755774
C10923,19647,2025-09-16 18:10:22.756771
C10924,31138,2025-09-16 18:10:22.756771
C10925,7188,2025-09-16 18:10:22.757769
C10926,46313,2025-09-16 18:10:22.757769
C10927,29246,2025-09-16 18:10:22.758766
C10928,15681,2025-09-16 18:10:22.758766
C10929,41442,2025-09-16 18:10:22.759763
C10930,30821,2025-09-16 18:10:22.760760
C10931,16774,2025-09-16 18:10:22.761464
C10932,12856,2025-09-16 18:10:22.762508
C10933,16509,2025-09-16 18:10:22.762508
C10934,21274,2025-09-16 18:10:22.763504
C10935,26382,2025-09-16 18:10:22.763504
C10936,9816,2025-09-16 18:10:22.764502
C10937,22952,2025-09-16 18:10:22.764502
C10938,14219,2025-09-16 18:10:22.765499
C10939,19232,2025-09-16 18:10:22.765499
C10940,16379,2025-09-16 18:10:22.766496
C10941,9574,2025-09-16 18:10:22.766496
C10942,38696,2025-09-16 18:10:22.767494
C10943,22013,2025-09-16 18:10:22.768491
C10944,42160,2025-09-16 18:10:22.768998
C10945,31421,2025-09-16 18:10:22.768998
C10946,23943,2025-09-16 18:10:22.770000
C10947,6283,2025-09-16 18:10:22.770000
C10948,23457,2025-09-16 18:10:22.770997
C10949,49704,2025-09-16 18:10:22.770997
C10950,10486,2025-09-16 18:10:22.771995
C10951,46061,2025-09-16 18:10:22.771995
C10952,9432,2025-09-16 18:10:22.772993
C10953,27543,2025-09-16 18:10:22.772993
C10954,29612,2025-09-16 18:10:22.773990
C10955,11800,2025-09-16 18:10:22.774987
C10956,25935,2025-09-16 18:10:22.774987
C10957,18420,2025-09-16 18:10:22.775984
C10958,9814,2025-09-16 18:10:22.775984
C10959,45553,2025-09-16 18:10:22.777780
C10960,31569,2025-09-16 18:10:22.778105
C10961,42121,2025-09-16 18:10:22.779140
C10962,29844,2025-09-16 18:10:22.779140
C10963,45834,2025-09-16 18:10:22.780137
C10964,19272,2025-09-16 18:10:22.780137
C10965,27663,2025-09-16 18:10:22.780137
C10966,41310,2025-09-16 18:10:22.781134
C10967,47997,2025-09-16 18:10:22.782131
C10968,34273,2025-09-16 18:10:22.782131
C10969,20245,2025-09-16 18:10:22.783129
C10970,38965,2025-09-16 18:10:22.783129
C10971,32229,2025-09-16 18:10:22.784126
C10972,13521,2025-09-16 18:10:22.784126
C10973,26553,2025-09-16 18:10:22.785124
C10974,7496,2025-09-16 18:10:22.785124
C10975,20164,2025-09-16 18:10:22.786120
C10976,43455,2025-09-16 18:10:22.786120
C10977,43454,2025-09-16 18:10:22.787154
C10978,21188,2025-09-16 18:10:22.787154
C10979,6756,2025-09-16 18:10:22.788150
C10980,47706,2025-09-16 18:10:22.788150
C10981,49652,2025-09-16 18:10:22.789152
C10982,19772,2025-09-16 18:10:22.789152
C10983,24644,2025-09-16 18:10:22.790151
C10984,27091,2025-09-16 18:10:22.790151
C10985,36340,2025-09-16 18:10:22.791151
C10986,40284,2025-09-16 18:10:22.791151
C10987,8278,2025-09-16 18:10:22.792146
C10988,8071,2025-09-16 18:10:22.792146
C10989,20424,2025-09-16 18:10:22.793141
C10990,25234,2025-09-16 18:10:22.793141
C10991,38252,2025-09-16 18:10:22.795132
C10992,6091,2025-09-16 18:10:22.795132
C10993,27547,2025-09-16 18:10:22.796129
C10994,41948,2025-09-16 18:10:22.796129
C10995,7270,2025-09-16 18:10:22.797127
C10996,29619,2025-09-16 18:10:22.797127
C10997,34519,2025-09-16 18:10:22.798124
C10998,23870,2025-09-16 18:10:22.798124
C10999,36091,2025-09-16 18:10:22.799121
