client_id,age,income_bracket,risk_tolerance,investment_experience,join_date,country,tenure_days,account_balance,last_updated,trade_count,total_trade_value,avg_trade_value,std_trade_value,total_quantity,avg_quantity,total_transaction_value,transaction_count,deposit_ratio,avg_daily_trades,value_per_trade
C10248,69,Low,Medium,Intermediate,2023-09-22,USA,726,6638,2025-09-16 18:10:22.374519,94,1752296.03,18641.45,13477.14,8867,94.33,15617.0,2,1.0,0.12947658402203857,18641.447127659576
C10249,30,Medium,Medium,Intermediate,2023-06-23,Canada,817,15979,2025-09-16 18:10:22.374519,106,2475515.16,23353.92,17331.34,10507,99.12,30268.0,6,0.5,0.12974296205630356,23353.916603773585
C10250,21,Low,Very High,Intermediate,2023-10-06,USA,712,18182,2025-09-16 18:10:22.375517,109,2318588.45,21271.45,18333.36,10620,97.43,38679.0,9,0.44,0.15308988764044945,21271.45366972477
C10251,64,Medium,Low,Advanced,2022-11-30,Australia,1022,5592,2025-09-16 18:10:22.376516,103,2232719.17,21676.89,16740.73,10433,101.29,31105.0,5,0.6,0.10078277886497064,21676.885145631066
C10252,20,High,Very High,Beginner,2022-06-22,UK,1183,44890,2025-09-16 18:10:22.376516,93,1754143.79,18861.76,15982.15,8498,91.38,88534.0,8,0.75,0.07861369399830938,18861.7611827957
C10253,57,Medium,Very High,Advanced,2023-11-13,UK,674,36106,2025-09-16 18:10:22.377875,98,2002791.72,20436.65,14971.07,9792,99.92,55679.0,8,0.25,0.14540059347181009,20436.650204081634
C10254,42,Low,Very High,Beginner,2023-04-07,Germany,894,29656,2025-09-16 18:10:22.378953,99,2195708.4,22178.87,14786.3,10246,103.49,57641.0,8,0.62,0.11073825503355705,22178.872727272726
C10255,32,High,Low,Intermediate,2022-05-18,Canada,1218,15202,2025-09-16 18:10:22.378953,108,2301844.22,21313.37,16872.78,10780,99.81,25984.0,4,0.5,0.08866995073891626,21313.37240740741
C10256,19,Low,Medium,Beginner,2024-01-27,UK,599,44645,2025-09-16 18:10:22.379952,89,1699473.32,19095.21,17169.67,7959,89.43,53308.0,3,0.67,0.14858096828046743,19095.20584269663
C10257,58,Low,Low,Advanced,2020-05-28,UK,1938,6497,2025-09-16 18:10:22.379952,92,1932363.95,21003.96,15768.91,8973,97.53,23984.0,5,0.4,0.047471620227038186,21003.95597826087
C10258,39,Medium,Low,Advanced,2025-07-02,USA,77,11024,2025-09-16 18:10:22.380949,108,2169908.0,20091.74,14786.37,10250,94.91,13504.0,2,0.5,1.4025974025974026,20091.74074074074
C10259,47,Low,Very High,Intermediate,2025-01-02,UK,258,46698,2025-09-16 18:10:22.380949,92,1844543.35,20049.38,12799.67,9183,99.82,46698.0,1,1.0,0.35658914728682173,20049.384239130435
C10260,68,Medium,High,Beginner,2022-08-16,USA,1128,27362,2025-09-16 18:10:22.381946,82,1732387.74,21126.68,16211.36,8157,99.48,46197.0,9,0.44,0.0726950354609929,21126.67975609756
C10261,18,Medium,High,Intermediate,2025-04-16,Australia,154,12317,2025-09-16 18:10:22.381946,115,2466138.79,21444.69,14884.53,12047,104.76,15121.0,2,0.5,0.7467532467532467,21444.685130434784
C10262,35,Medium,Very High,Advanced,2021-09-28,UK,1450,12749,2025-09-16 18:10:22.382942,93,1830563.53,19683.48,16932.1,8733,93.9,19752.0,4,0.5,0.06413793103448276,19683.4788172043
C10263,61,Medium,High,Advanced,2020-09-21,Australia,1822,30891,2025-09-16 18:10:22.382942,103,2007670.23,19491.94,15952.14,10057,97.64,114854.0,19,0.63,0.05653128430296377,19491.943980582524
C10264,42,Medium,Low,Beginner,2022-08-19,Japan,1125,38822,2025-09-16 18:10:22.383943,119,2638468.0,22172.0,16731.41,12182,102.37,66249.0,8,0.38,0.10577777777777778,22172.0
C10265,27,Low,High,Advanced,2023-02-23,Australia,937,16017,2025-09-16 18:10:22.383943,106,2146758.33,20252.44,15221.51,10020,94.53,26655.0,4,0.5,0.11312700106723586,20252.4370754717
C10266,44,High,Medium,Beginner,2024-08-09,USA,404,17619,2025-09-16 18:10:22.384936,94,2058003.48,21893.65,15243.01,9395,99.95,17619.0,1,1.0,0.23267326732673269,21893.654042553193
C10267,22,Medium,Very High,Advanced,2020-12-22,Germany,1730,20284,2025-09-16 18:10:22.384936,113,2605885.45,23060.93,17303.83,12128,107.33,21842.0,2,1.0,0.0653179190751445,23060.93318584071
C10268,44,Medium,Low,Advanced,2023-01-20,Japan,971,27835,2025-09-16 18:10:22.385933,114,2121861.48,18612.82,14292.78,10364,90.91,62329.0,11,0.55,0.11740473738414006,18612.82
C10269,28,High,High,Intermediate,2025-06-18,Germany,91,39009,2025-09-16 18:10:22.385933,91,1686181.46,18529.47,12994.48,8559,94.05,39009.0,1,1.0,1.0,18529.466593406592
C10270,49,Low,High,Intermediate,2020-09-12,Japan,1831,10020,2025-09-16 18:10:22.386930,101,2180530.61,21589.41,14640.28,10607,105.02,26985.0,4,0.75,0.0551611141452758,21589.41198019802
C10271,52,High,Low,Beginner,2023-11-01,USA,686,17665,2025-09-16 18:10:22.386930,101,2102030.91,20812.19,16798.96,10073,99.73,24028.0,3,0.33,0.14723032069970846,20812.187227722774
C10272,40,High,Medium,Intermediate,2022-04-03,UK,1263,40898,2025-09-16 18:10:22.387928,117,2733335.71,23361.84,14794.54,12853,109.85,52838.0,5,0.2,0.09263657957244656,23361.843675213673
C10273,48,High,Low,Intermediate,2025-02-06,Australia,223,21859,2025-09-16 18:10:22.388933,79,1846256.73,23370.34,14971.95,8843,111.94,21859.0,1,1.0,0.3542600896860987,23370.33835443038
C10274,55,High,Very High,Intermediate,2025-06-15,Australia,94,20703,2025-09-16 18:10:22.388933,88,1856810.71,21100.12,14357.63,9153,104.01,25593.0,3,0.67,0.9361702127659575,21100.121704545454
C10275,29,Medium,Low,Beginner,2025-10-14,Canada,-27,27736,2025-09-16 18:10:22.389927,103,2402471.89,23324.97,17075.82,11026,107.05,27736.0,1,1.0,103.0,23324.969805825243
C10276,24,Medium,Very High,Intermediate,2025-06-05,Australia,104,31616,2025-09-16 18:10:22.389927,104,2258424.71,21715.62,16614.97,10012,96.27,31616.0,1,1.0,1.0,21715.622211538463
C10277,37,High,Medium,Beginner,2020-11-20,UK,1762,29767,2025-09-16 18:10:22.390924,105,2033150.05,19363.33,13468.72,10323,98.31,38643.0,3,0.67,0.05959137343927355,19363.33380952381
C10278,57,High,Low,Advanced,2023-07-09,UK,801,7481,2025-09-16 18:10:22.390924,97,2100255.78,21652.12,17392.27,9545,98.4,14053.8,3,0.33,0.12109862671660425,21652.121443298965
C10279,54,Low,Very High,Beginner,2023-12-20,USA,637,30538,2025-09-16 18:10:22.391925,89,1860516.46,20904.68,15224.1,8885,99.83,32362.0,2,0.5,0.13971742543171115,20904.679325842695
C10280,19,High,Very High,Intermediate,2025-04-04,Canada,166,35664,2025-09-16 18:10:22.391925,102,2363770.42,23174.22,17422.59,10526,103.2,35664.0,1,1.0,0.6144578313253012,23174.21980392157
C10281,63,Low,Very High,Beginner,2024-08-04,Canada,409,15993,2025-09-16 18:10:22.392919,91,2157557.81,23709.43,17820.88,10120,111.21,30757.0,5,0.6,0.22249388753056235,23709.426483516483
C10282,43,Medium,Low,Beginner,2025-04-09,UK,161,27911,2025-09-16 18:10:22.393917,117,2371312.83,20267.63,12968.2,12044,102.94,27911.0,1,1.0,0.7267080745341615,20267.631025641025
C10283,41,Low,Medium,Advanced,2021-10-20,Germany,1428,17658,2025-09-16 18:10:22.394698,101,2282315.73,22597.19,18230.72,10210,101.09,21865.0,2,1.0,0.07072829131652661,22597.185445544554
C10284,65,Medium,High,Beginner,2024-06-25,UK,449,37712,2025-09-16 18:10:22.394698,112,2193197.73,19582.12,14593.21,10384,92.71,53481.0,4,0.75,0.24944320712694878,19582.122589285715
C10285,24,Medium,High,Advanced,2024-07-09,Canada,435,6467,2025-09-16 18:10:22.395738,114,2178760.77,19111.94,14962.05,10965,96.18,6618.0,2,0.5,0.2620689655172414,19111.936578947367
C10286,60,Low,Very High,Advanced,2025-10-25,Germany,-38,16308,2025-09-16 18:10:22.396735,104,2008530.95,19312.8,14280.54,10073,96.86,16308.0,1,1.0,104.0,19312.797596153847
C10287,36,Medium,Medium,Advanced,2023-12-29,Germany,628,34614,2025-09-16 18:10:22.396735,125,2755451.92,22043.62,17305.45,13022,104.18,53933.0,5,0.6,0.19904458598726116,22043.61536
C10288,63,Medium,High,Advanced,2024-12-04,UK,287,48020,2025-09-16 18:10:22.397732,89,1839791.37,20671.81,19470.77,8065,90.62,48020.0,1,1.0,0.31010452961672474,20671.813146067416
C10289,55,Medium,Very High,Intermediate,2025-05-07,Japan,133,10971,2025-09-16 18:10:22.397732,99,2146843.79,21685.29,16515.98,9548,96.44,13052.0,2,0.5,0.7443609022556391,21685.29080808081
C10290,40,Low,Low,Advanced,2025-10-21,USA,-34,33780,2025-09-16 18:10:22.398729,96,1977491.26,20598.87,16915.45,9544,99.42,33780.0,1,1.0,96.0,20598.867291666666
C10291,38,High,Very High,Beginner,2023-11-22,Japan,665,19901,2025-09-16 18:10:22.398729,109,2546769.08,23364.85,17866.02,11222,102.95,19901.0,1,1.0,0.16390977443609023,23364.853944954128
C10292,29,Medium,Very High,Advanced,2020-05-07,Australia,1959,8588,2025-09-16 18:10:22.399727,94,1830855.13,19477.18,15274.13,9118,97.0,8588.0,1,1.0,0.0479836651352731,19477.182234042553
C10293,40,High,High,Intermediate,2022-01-25,USA,1331,6726,2025-09-16 18:10:22.399727,101,2113912.56,20929.83,15141.55,10615,105.1,58506.0,13,0.46,0.07588279489105935,20929.827326732673
C10294,31,Medium,Low,Intermediate,2020-09-28,Canada,1815,21361,2025-09-16 18:10:22.400724,93,2010886.91,21622.44,17597.99,8880,95.48,49263.0,13,0.38,0.0512396694214876,21622.439892473118
C10295,47,High,Low,Intermediate,2023-07-30,Australia,780,27166,2025-09-16 18:10:22.400724,97,2072330.64,21364.23,14671.81,9677,99.76,32351.0,2,1.0,0.12435897435897436,21364.233402061855
C10296,53,Medium,Medium,Intermediate,2021-01-13,Germany,1708,36182,2025-09-16 18:10:22.401721,105,2329929.45,22189.8,17994.72,9779,93.13,62147.0,11,0.82,0.06147540983606557,22189.804285714286
C10297,45,Low,Low,Advanced,2022-05-18,USA,1218,17158,2025-09-16 18:10:22.401721,109,2152538.44,19748.06,16757.31,10791,99.0,68771.0,14,0.57,0.08949096880131363,19748.059082568805
C10298,59,Medium,Medium,Beginner,2024-08-17,Australia,396,46675,2025-09-16 18:10:22.402718,107,2498263.94,23348.26,16793.16,11154,104.24,46776.0,2,0.5,0.2702020202020202,23348.261121495325
C10299,38,Low,Very High,Advanced,2020-05-09,Japan,1957,40745,2025-09-16 18:10:22.403716,104,2292924.79,22047.35,17371.53,10938,105.17,83645.0,15,0.33,0.05314256515074093,22047.353750000002
C10300,41,Low,Low,Intermediate,2025-04-10,Canada,160,5214,2025-09-16 18:10:22.403716,112,2482083.17,22161.46,17197.01,11296,100.86,5214.0,1,1.0,0.7,22161.456875
C10301,49,Low,Medium,Advanced,2022-04-20,USA,1246,20409,2025-09-16 18:10:22.404713,104,2385938.74,22941.72,17061.78,10654,102.44,61605.0,12,0.75,0.08346709470304976,22941.718653846157
C10302,32,High,Low,Beginner,2021-06-24,UK,1546,15998,2025-09-16 18:10:22.404713,107,2532188.08,23665.31,18006.5,11549,107.93,15998.0,1,1.0,0.06921086675291074,23665.309158878506
C10303,20,High,Medium,Intermediate,2021-08-17,Canada,1492,45156,2025-09-16 18:10:22.405711,106,2235817.77,21092.62,15854.89,10718,101.11,68355.0,8,0.62,0.07104557640750671,21092.620471698112
C10304,34,Medium,High,Advanced,2021-03-06,Australia,1656,8388,2025-09-16 18:10:22.405711,108,2181199.29,20196.29,15647.79,10610,98.24,81472.0,15,0.67,0.06521739130434782,20196.289722222224
C10305,38,High,High,Intermediate,2023-08-21,UK,758,24576,2025-09-16 18:10:22.406708,101,2301454.95,22786.68,16206.89,10921,108.13,36021.0,5,0.6,0.13324538258575197,22786.68267326733
C10306,49,High,Low,Advanced,2022-12-11,USA,1011,25593,2025-09-16 18:10:22.406708,112,2427458.05,21673.73,16767.98,11568,103.29,43156.0,7,0.29,0.11078140454995054,21673.73258928571
C10307,28,Low,Medium,Beginner,2021-11-20,Germany,1397,19445,2025-09-16 18:10:22.407706,93,1653086.12,17775.12,12085.01,8640,92.9,58928.0,11,0.73,0.06657122405153901,17775.119569892475
C10308,70,Medium,High,Advanced,2025-09-01,Canada,16,26937,2025-09-16 18:10:22.408703,103,2342655.57,22744.23,17793.81,10775,104.61,26937.0,1,1.0,6.4375,22744.228834951453
C10309,51,High,High,Advanced,2025-06-23,UK,86,44109,2025-09-16 18:10:22.408703,99,2052753.41,20734.88,13537.97,10552,106.59,44921.0,2,0.5,1.1511627906976745,20734.88292929293
C10310,59,Medium,Low,Beginner,2025-04-04,Australia,166,40163,2025-09-16 18:10:22.409700,87,1712023.48,19678.43,14848.82,8147,93.64,40163.0,1,1.0,0.5240963855421686,19678.4308045977
C10311,30,Medium,Medium,Intermediate,2020-03-15,Australia,2012,37714,2025-09-16 18:10:22.409700,105,2475851.15,23579.53,16022.28,10966,104.44,37714.0,1,1.0,0.052186878727634195,23579.53476190476
C10312,53,Medium,Very High,Beginner,2022-09-14,USA,1099,24354,2025-09-16 18:10:22.410700,92,1899493.11,20646.66,16151.57,9272,100.78,46940.0,7,0.57,0.08371246587807098,20646.664239130438
C10313,60,Medium,Medium,Beginner,2020-03-28,USA,1999,13331,2025-09-16 18:10:22.411226,92,1793645.86,19496.15,16374.09,8917,96.92,62859.0,13,0.54,0.04602301150575288,19496.150652173914
C10314,32,Low,High,Beginner,2025-12-03,Australia,-77,40812,2025-09-16 18:10:22.412271,117,2274058.89,19436.4,13193.84,11432,97.71,40812.0,1,1.0,117.0,19436.40076923077
C10315,31,Low,Medium,Beginner,2021-03-14,Canada,1648,11654,2025-09-16 18:10:22.412271,97,1987011.7,20484.66,13997.11,9436,97.28,41226.0,9,0.44,0.058859223300970875,20484.656701030926
C10316,61,Medium,Low,Intermediate,2020-01-22,Germany,2065,6033,2025-09-16 18:10:22.413268,85,2222767.42,26150.2,19515.7,9814,115.46,48066.0,12,0.5,0.04116222760290557,26150.20494117647
C10317,57,Low,Very High,Beginner,2021-07-30,Germany,1510,38239,2025-09-16 18:10:22.413268,74,1546893.77,20903.97,15925.89,7393,99.91,74437.0,8,0.75,0.04900662251655629,20903.969864864866
C10318,21,Low,Low,Advanced,2022-03-30,Japan,1267,29808,2025-09-16 18:10:22.414265,105,2299064.36,21895.85,16337.03,10873,103.55,29808.0,1,1.0,0.08287292817679558,21895.851047619046
C10319,20,Low,Very High,Intermediate,2021-07-22,USA,1518,29368,2025-09-16 18:10:22.414265,96,2070617.6,21568.93,16559.5,9527,99.24,42250.0,8,0.5,0.06324110671936758,21568.933333333334
C10320,39,High,High,Intermediate,2020-10-25,Japan,1788,20756,2025-09-16 18:10:22.415262,104,2277821.29,21902.13,14170.28,10933,105.12,32074.0,5,0.4,0.058165548098434,21902.127788461537
C10321,42,Medium,High,Beginner,2024-12-28,Japan,263,28135,2025-09-16 18:10:22.415262,88,1798682.49,20439.57,16097.7,8412,95.59,29188.0,2,0.5,0.33460076045627374,20439.57375
C10322,46,Medium,Medium,Intermediate,2020-04-20,Japan,1976,30787,2025-09-16 18:10:22.416260,80,1822359.11,22779.49,17443.67,8209,102.61,58733.0,6,0.67,0.04048582995951417,22779.488875000003
C10323,66,High,High,Advanced,2022-07-22,Japan,1153,30937,2025-09-16 18:10:22.416260,104,2144603.85,20621.19,14975.3,10649,102.39,30937.0,1,1.0,0.09019947961838681,20621.190865384615
C10324,29,Medium,Medium,Beginner,2023-09-24,Australia,724,45408,2025-09-16 18:10:22.417257,100,2282215.38,22822.15,15598.6,10818,108.18,72946.0,9,0.56,0.13812154696132597,22822.1538
C10325,37,Medium,Low,Beginner,2022-04-10,USA,1256,10068,2025-09-16 18:10:22.417257,84,1669324.78,19872.91,13564.58,8056,95.9,29378.0,7,0.43,0.06687898089171974,19872.914047619048
C10326,18,High,High,Intermediate,2021-10-25,USA,1423,23151,2025-09-16 18:10:22.418255,112,2354129.66,21019.01,17209.26,10931,97.6,54622.0,9,0.67,0.07870695713281799,21019.014821428573
C10327,23,High,High,Intermediate,2022-08-27,Canada,1117,13184,2025-09-16 18:10:22.418255,104,2109371.67,20282.42,14366.86,10530,101.25,15445.0,2,0.5,0.09310653536257833,20282.419903846152
C10328,32,Low,Very High,Beginner,2023-06-16,UK,824,33171,2025-09-16 18:10:22.419252,98,2369681.61,24180.42,17055.3,10580,107.96,37390.0,3,0.33,0.11893203883495146,24180.424591836734
C10329,37,High,Medium,Beginner,2021-07-14,Canada,1526,9232,2025-09-16 18:10:22.419252,86,1428252.87,16607.59,13094.29,7244,84.23,40236.0,9,0.78,0.0563564875491481,16607.591511627907
C10330,30,Medium,Medium,Intermediate,2024-01-12,USA,614,35501,2025-09-16 18:10:22.420249,98,2359270.55,24074.19,19681.32,10334,105.45,47356.0,6,0.67,0.15960912052117263,24074.189285714285
C10331,27,High,High,Intermediate,2022-08-08,Australia,1136,16705,2025-09-16 18:10:22.421251,100,2322813.4,23228.13,16697.37,10298,102.98,28480.0,3,1.0,0.0880281690140845,23228.134
C10332,42,Medium,Very High,Beginner,2021-02-09,Japan,1681,8157,2025-09-16 18:10:22.421251,100,1792087.96,17920.88,13992.79,9054,90.54,8157.0,1,1.0,0.0594883997620464,17920.8796
C10333,21,Medium,Very High,Advanced,2020-07-15,Australia,1890,48313,2025-09-16 18:10:22.422244,108,2317114.74,21454.77,14320.34,11569,107.12,48575.0,2,0.5,0.05714285714285714,21454.766111111112
C10334,33,Low,High,Beginner,2020-04-29,Japan,1967,43512,2025-09-16 18:10:22.422244,100,2022821.59,20228.22,16054.88,9886,98.86,94731.0,12,0.67,0.05083884087442806,20228.2159
C10335,53,Low,Medium,Intermediate,2021-06-06,Japan,1564,26100,2025-09-16 18:10:22.423241,94,1741639.74,18528.08,15378.22,8845,94.1,55279.0,10,0.5,0.06010230179028133,18528.08234042553
C10336,55,High,High,Beginner,2023-02-07,Japan,953,32591,2025-09-16 18:10:22.423241,97,1963690.75,20244.23,17327.13,9412,97.03,44433.0,3,0.67,0.10178384050367262,20244.234536082473
C10337,64,Medium,Low,Intermediate,2021-03-22,Germany,1640,43868,2025-09-16 18:10:22.424239,95,1902920.02,20030.74,15546.49,9236,97.22,79307.0,10,0.6,0.057926829268292686,20030.73705263158
C10338,19,Medium,Very High,Beginner,2024-11-06,UK,315,38478,2025-09-16 18:10:22.424239,124,2518688.55,20312.0,15825.58,11860,95.65,43815.0,2,1.0,0.39365079365079364,20312.00443548387
C10339,56,High,Very High,Beginner,2022-05-04,Japan,1232,18490,2025-09-16 18:10:22.425237,108,2090488.17,19356.37,15851.0,9906,91.72,18723.0,2,0.5,0.08766233766233766,19356.371944444443
C10340,49,High,Medium,Advanced,2025-11-05,UK,-49,36577,2025-09-16 18:10:22.425237,108,2407204.67,22288.93,18520.58,10826,100.24,36577.0,1,1.0,108.0,22288.93212962963
C10341,40,High,Medium,Advanced,2022-06-16,Australia,1189,18339,2025-09-16 18:10:22.426233,107,2306652.2,21557.5,15970.94,11116,103.89,19831.0,2,0.5,0.08999158957106812,21557.497196261684
C10342,53,High,Medium,Advanced,2020-03-27,Australia,2000,40154,2025-09-16 18:10:22.426557,98,1918121.73,19572.67,15624.06,9399,95.91,93013.0,18,0.5,0.049,19572.670714285716
C10343,39,Low,Medium,Beginner,2024-06-05,Australia,469,26229,2025-09-16 18:10:22.427648,100,2259441.11,22594.41,16324.32,10677,106.77,31934.0,4,0.5,0.21321961620469082,22594.411099999998
C10344,57,Medium,High,Intermediate,2020-12-21,Japan,1731,14457,2025-09-16 18:10:22.428012,100,2349526.59,23495.27,17574.13,11338,113.38,67492.0,18,0.5,0.057770075101097634,23495.2659
C10345,59,Medium,High,Intermediate,2020-01-26,Germany,2061,6216,2025-09-16 18:10:22.429013,104,2125371.21,20436.26,15003.97,10015,96.3,50162.0,12,0.5,0.050460941290635615,20436.261634615385
C10346,64,Low,High,Advanced,2025-09-02,Australia,15,16394,2025-09-16 18:10:22.430010,87,1724686.36,19823.98,14023.01,8546,98.23,16394.0,1,1.0,5.8,19823.98114942529
C10347,26,Medium,Low,Beginner,2022-09-17,Germany,1096,10969,2025-09-16 18:10:22.430010,87,1557762.39,17905.31,14410.03,7439,85.51,33006.0,6,0.83,0.07937956204379562,17905.314827586204
C10348,30,Low,Medium,Advanced,2023-04-16,Canada,885,24550,2025-09-16 18:10:22.431007,119,2610705.6,21938.7,16869.48,11946,100.39,43047.0,8,0.5,0.1344632768361582,21938.702521008403
C10349,52,Low,Medium,Intermediate,2025-06-25,Australia,84,34908,2025-09-16 18:10:22.431007,93,1922117.58,20667.93,16030.92,9122,98.09,42270.0,3,0.67,1.1071428571428572,20667.930967741937
C10350,29,High,Very High,Advanced,2025-06-23,Canada,86,37594,2025-09-16 18:10:22.432005,88,1810796.88,20577.24,17359.21,8163,92.76,37594.0,1,1.0,1.0232558139534884,20577.23727272727
C10351,26,Low,Medium,Beginner,2020-08-14,USA,1860,48018,2025-09-16 18:10:22.433002,97,2084094.81,21485.51,13602.79,10015,103.25,82084.0,11,0.27,0.0521505376344086,21485.51350515464
C10352,31,Low,Low,Advanced,2023-06-10,Japan,830,44167,2025-09-16 18:10:22.433002,98,2048949.47,20907.65,16085.64,9516,97.1,51956.0,4,0.75,0.1180722891566265,20907.647653061224
C10353,40,High,Medium,Advanced,2024-06-27,Canada,447,29687,2025-09-16 18:10:22.434000,89,1984847.44,22301.66,15533.11,9249,103.92,29997.0,2,0.5,0.19910514541387025,22301.65662921348
C10354,49,Low,High,Intermediate,2024-04-14,Japan,521,12618,2025-09-16 18:10:22.434000,92,2082456.28,22635.39,15714.52,10058,109.33,13459.0,2,1.0,0.1765834932821497,22635.394347826088
C10355,48,Low,High,Intermediate,2023-11-23,USA,664,47720,2025-09-16 18:10:22.434997,108,2463150.41,22806.95,16025.44,11710,108.43,57388.0,3,1.0,0.16265060240963855,22806.94824074074
C10356,26,Medium,High,Intermediate,2021-09-13,Germany,1465,46138,2025-09-16 18:10:22.435994,102,2003131.67,19638.55,13586.49,10440,102.35,84172.0,12,0.42,0.0696245733788396,19638.545784313726
C10357,40,High,Low,Beginner,2025-09-09,Germany,8,25625,2025-09-16 18:10:22.435994,107,2173437.01,20312.5,16048.36,10623,99.28,25625.0,1,1.0,13.375,20312.495420560746
C10358,39,High,Medium,Advanced,2021-07-20,Australia,1520,49513,2025-09-16 18:10:22.436991,109,2320884.26,21292.52,15203.03,11110,101.93,69089.0,8,0.75,0.07171052631578947,21292.51614678899
C10359,46,Medium,Medium,Advanced,2022-11-23,UK,1029,5832,2025-09-16 18:10:22.436991,104,2142180.22,20597.89,15809.74,10596,101.88,16095.0,3,0.67,0.1010689990281827,20597.886730769234
C10360,38,Medium,Low,Advanced,2025-06-16,Japan,93,35125,2025-09-16 18:10:22.437989,111,2244773.05,20223.18,16475.28,11114,100.13,35125.0,1,1.0,1.1935483870967742,20223.180630630628
C10361,50,High,High,Advanced,2023-12-18,Australia,639,15486,2025-09-16 18:10:22.438987,105,1964992.43,18714.21,13922.97,9719,92.56,27482.0,3,0.67,0.1643192488262911,18714.21361904762
C10362,60,Low,Medium,Advanced,2021-05-30,Canada,1571,7651,2025-09-16 18:10:22.438987,90,2009908.86,22332.32,17690.71,9334,103.71,39154.0,9,0.78,0.05728835136855506,22332.320666666667
C10363,62,Medium,Very High,Advanced,2023-11-19,Canada,668,13549,2025-09-16 18:10:22.439984,101,2145373.93,21241.33,15486.23,10326,102.24,33824.0,7,0.57,0.15119760479041916,21241.326039603962
C10364,57,High,Medium,Intermediate,2020-11-05,Australia,1777,31229,2025-09-16 18:10:22.439984,89,1745906.35,19616.93,12902.66,9229,103.7,39540.0,5,0.6,0.05008441193021947,19616.92528089888
C10365,60,Low,Medium,Advanced,2022-12-13,Japan,1009,23971,2025-09-16 18:10:22.440981,92,2144340.3,23308.05,17612.62,9625,104.62,45152.0,4,1.0,0.09117938553022795,23308.046739130434
C10366,23,High,High,Advanced,2025-11-08,Canada,-52,24562,2025-09-16 18:10:22.440981,105,2488597.92,23700.93,17793.04,11378,108.36,24562.0,1,1.0,105.0,23700.93257142857
C10367,61,Low,Low,Beginner,2020-06-15,Germany,1920,9343,2025-09-16 18:10:22.441978,101,2244657.31,22224.33,15117.29,10761,106.54,75301.0,17,0.59,0.05260416666666667,22224.3298019802
C10368,46,Medium,Low,Intermediate,2021-04-27,Canada,1604,46130,2025-09-16 18:10:22.442976,112,2347116.3,20956.4,15238.02,11907,106.31,58591.0,8,0.62,0.06982543640897755,20956.395535714284
C10369,50,High,Medium,Intermediate,2024-09-15,Canada,367,40241,2025-09-16 18:10:22.442976,105,2062500.25,19642.86,17100.95,9480,90.29,41726.0,2,0.5,0.28610354223433243,19642.859523809522
C10370,37,Low,Medium,Intermediate,2021-06-25,Japan,1545,22709,2025-09-16 18:10:22.443974,95,2054076.41,21621.86,16245.43,9666,101.75,47083.0,7,0.86,0.061488673139158574,21621.856947368422
C10371,52,Low,Medium,Beginner,2024-08-23,Germany,390,43513,2025-09-16 18:10:22.444618,111,2386439.21,21499.45,16826.59,11055,99.59,75764.0,7,0.43,0.2846153846153846,21499.45234234234
C10372,48,Low,Medium,Advanced,2021-08-03,USA,1506,19831,2025-09-16 18:10:22.445660,103,2332259.33,22643.29,18822.16,10375,100.73,45720.0,7,0.57,0.06839309428950863,22643.29446601942
C10373,57,Low,Low,Advanced,2024-09-05,Germany,377,26079,2025-09-16 18:10:22.445660,92,1849305.86,20101.15,16003.73,8668,94.22,32814.0,4,0.25,0.2440318302387268,20101.150652173914
C10374,54,Low,Medium,Intermediate,2024-05-28,Germany,477,7817,2025-09-16 18:10:22.446657,97,2285408.45,23560.91,17243.98,10434,107.57,8171.0,2,0.5,0.20335429769392033,23560.911855670103
C10375,61,Medium,Low,Beginner,2020-01-21,Germany,2066,44903,2025-09-16 18:10:22.446657,94,1863700.1,19826.6,15044.55,9028,96.04,138278.0,20,0.55,0.04549854791868345,19826.59680851064
C10376,67,High,Medium,Beginner,2025-07-20,Australia,59,46487,2025-09-16 18:10:22.447655,102,2209404.61,21660.83,16320.38,10096,98.98,46487.0,1,1.0,1.728813559322034,21660.82950980392
C10377,27,Medium,High,Beginner,2022-04-22,Australia,1244,38105,2025-09-16 18:10:22.447655,105,2487036.79,23686.06,17183.81,11385,108.43,38105.0,1,1.0,0.08440514469453377,23686.064666666665
C10378,32,High,Medium,Beginner,2020-08-06,Canada,1868,8736,2025-09-16 18:10:22.448652,94,2253901.22,23977.67,18723.42,10065,107.07,77751.0,15,0.73,0.05032119914346895,23977.672553191493
C10379,61,Medium,High,Beginner,2025-06-20,Australia,89,45386,2025-09-16 18:10:22.448652,88,1674560.63,19029.1,15015.27,8352,94.91,51774.0,3,0.33,0.9887640449438202,19029.09806818182
C10380,26,Medium,Medium,Beginner,2025-07-22,Canada,57,42309,2025-09-16 18:10:22.449649,97,1952951.24,20133.52,14850.82,9531,98.26,42309.0,1,1.0,1.7017543859649122,20133.51793814433
C10381,27,Low,Medium,Intermediate,2023-11-01,Germany,686,45885,2025-09-16 18:10:22.449649,100,2164881.07,21648.81,17605.35,9714,97.14,58457.0,6,0.17,0.1457725947521866,21648.810699999998
C10382,51,Low,High,Beginner,2023-10-11,USA,707,28607,2025-09-16 18:10:22.450646,86,1728195.11,20095.29,15969.8,7912,92.0,54717.0,7,0.71,0.12164073550212164,20095.29197674419
