client_id,date,type,amount,transaction_month
C10234,2025-03-15,Withdrawal,3682.0,2025-03
C10234,2024-09-19,Withdrawal,3448.0,2024-09
C10234,2022-08-02,Withdrawal,717.0,2022-08
C10234,2021-04-01,Withdrawal,3126.6815999999994,2021-04
C10235,2021-06-25,Deposit,34515.0,2021-06
C10235,2024-02-26,Withdrawal,1062.0,2024-02
C10235,2022-06-20,Deposit,8856.0,2022-06
C10235,2023-09-25,Deposit,7961.0,2023-09
C10235,2023-02-09,Deposit,2765.0,2023-02
C10235,2022-06-13,Deposit,1537.0,2022-06
C10235,2023-09-11,Deposit,7789.0,2023-09
C10235,2021-09-29,Deposit,6302.0,2021-09
C10236,2024-10-11,Deposit,8815.0,2024-10
C10236,2025-08-25,Withdrawal,1218.0,2025-08
C10237,2021-11-12,Deposit,27947.0,2021-11
C10237,2024-06-25,Deposit,5906.0,2024-06
C10237,2023-08-31,Deposit,1079.0,2023-08
C10237,2021-12-05,Deposit,1492.0,2021-12
C10237,2024-10-30,Deposit,1407.0,2024-10
C10238,2022-04-28,Deposit,9539.0,2022-04
C10238,2023-11-16,Deposit,1299.0,2023-11
C10238,2025-02-17,Deposit,1999.0,2025-02
C10238,2023-11-15,Withdrawal,3751.0,2023-11
C10238,2024-05-13,Withdrawal,2479.0,2024-05
C10238,2025-06-22,Withdrawal,4169.0,2025-06
C10238,2024-04-17,Deposit,7517.0,2024-04
C10238,2025-07-09,Deposit,227.0,2025-07
C10238,2022-06-02,Withdrawal,604.0,2022-06
C10238,2022-12-11,Deposit,5431.0,2022-12
C10239,2021-11-08,Deposit,35616.0,2021-11
C10239,2024-04-13,Withdrawal,4871.0,2024-04
C10239,2023-03-09,Withdrawal,4526.0,2023-03
C10239,2022-04-20,Deposit,4350.0,2022-04
C10239,2024-09-18,Deposit,8816.0,2024-09
C10239,2025-04-04,Withdrawal,3773.0,2025-04
C10239,2025-02-21,Withdrawal,531.0,2025-02
C10239,2023-12-01,Withdrawal,2184.0,2023-12
C10239,2023-04-15,Withdrawal,324.0,2023-04
C10240,2022-12-27,Deposit,37464.0,2022-12
C10240,2023-10-21,Deposit,4630.0,2023-10
C10240,2024-10-26,Withdrawal,1066.0,2024-10
C10240,2024-07-25,Withdrawal,3107.0,2024-07
C10240,2025-03-07,Withdrawal,547.0,2025-03
C10241,2021-07-08,Deposit,37140.0,2021-07
C10241,2021-10-19,Deposit,8336.0,2021-10
C10241,2021-10-13,Deposit,1729.0,2021-10
C10241,2023-09-14,Withdrawal,2420.0,2023-09
C10241,2021-08-31,Withdrawal,1136.0,2021-08
C10242,2023-11-05,Deposit,43979.0,2023-11
C10242,2023-12-05,Deposit,4956.0,2023-12
C10243,2021-01-02,Deposit,22017.0,2021-01
C10244,2023-06-11,Deposit,35061.0,2023-06
C10244,2025-01-20,Deposit,6331.0,2025-01
C10244,2024-04-26,Deposit,9244.0,2024-04
C10245,2025-06-16,Deposit,26096.0,2025-06
C10245,2025-07-09,Withdrawal,3118.0,2025-07
C10245,2025-08-08,Withdrawal,2322.0,2025-08
C10246,2022-07-03,Deposit,46234.0,2022-07
C10246,2023-07-09,Withdrawal,4841.0,2023-07
C10246,2025-03-25,Deposit,4234.0,2025-03
C10246,2025-04-12,Withdrawal,526.0,2025-04
C10246,2025-05-06,Deposit,100.0,2025-05
C10246,2025-09-03,Deposit,3842.0,2025-09
C10246,2024-09-10,Deposit,232.0,2024-09
C10246,2023-11-20,Withdrawal,3277.0,2023-11
C10246,2023-11-17,Withdrawal,2576.0,2023-11
C10246,2025-07-13,Withdrawal,297.0,2025-07
C10246,2023-07-23,Deposit,634.0,2023-07
C10246,2023-12-07,Withdrawal,4256.0,2023-12
C10246,2023-08-06,Withdrawal,1261.0,2023-08
C10246,2024-01-03,Deposit,8741.0,2024-01
C10247,2020-02-15,Deposit,20921.0,2020-02
C10248,2023-09-22,Deposit,6638.0,2023-09
C10248,2023-10-08,Deposit,8979.0,2023-10
C10249,2023-06-23,Deposit,15979.0,2023-06
C10249,2024-02-29,Withdrawal,390.0,2024-02
C10249,2024-12-22,Withdrawal,1761.0,2024-12
C10249,2023-07-23,Deposit,2526.0,2023-07
C10249,2025-04-12,Deposit,8335.0,2025-04
C10249,2024-07-30,Withdrawal,1277.0,2024-07
C10250,2023-10-06,Deposit,18182.0,2023-10
C10250,2024-10-28,Withdrawal,1994.0,2024-10
C10250,2024-03-05,Deposit,8263.0,2024-03
C10250,2024-05-23,Withdrawal,331.0,2024-05
C10250,2025-01-02,Deposit,810.0,2025-01
C10250,2025-04-13,Deposit,578.0,2025-04
C10250,2025-08-22,Withdrawal,3849.0,2025-08
C10250,2024-02-28,Withdrawal,857.0,2024-02
C10250,2023-10-19,Withdrawal,3815.0,2023-10
C10251,2022-11-30,Deposit,5592.0,2022-11
C10251,2024-04-10,Deposit,7874.0,2024-04
C10251,2023-03-25,Deposit,9572.0,2023-03
C10251,2025-05-12,Withdrawal,3788.0,2025-05
C10251,2024-11-01,Withdrawal,4279.0,2024-11
C10252,2022-06-22,Deposit,44890.0,2022-06
C10252,2022-08-12,Deposit,8908.0,2022-08
C10252,2025-09-07,Deposit,9342.0,2025-09
C10252,2024-05-17,Deposit,7319.0,2024-05
C10252,2023-03-01,Deposit,9367.0,2023-03
C10252,2024-03-05,Withdrawal,1600.0,2024-03
C10252,2022-09-26,Withdrawal,783.0,2022-09
C10252,2023-06-26,Deposit,6325.0,2023-06
C10253,2023-11-13,Deposit,36106.0,2023-11
C10253,2024-11-28,Withdrawal,2972.0,2024-11
C10253,2025-01-13,Withdrawal,746.0,2025-01
C10253,2024-09-24,Withdrawal,3940.0,2024-09
C10253,2024-11-10,Deposit,4549.0,2024-11
C10253,2024-02-09,Withdrawal,2248.0,2024-02
C10253,2024-11-02,Withdrawal,2050.0,2024-11
C10253,2025-01-27,Withdrawal,3068.0,2025-01
C10254,2023-04-07,Deposit,29656.0,2023-04
C10254,2024-03-05,Deposit,9506.0,2024-03
C10254,2025-03-11,Withdrawal,2413.0,2025-03
C10254,2023-04-19,Deposit,4746.0,2023-04
C10254,2024-12-02,Deposit,2162.0,2024-12
C10254,2024-10-13,Withdrawal,1502.0,2024-10
C10254,2025-07-14,Withdrawal,2130.0,2025-07
C10254,2023-09-20,Deposit,5526.0,2023-09
C10255,2022-05-18,Deposit,15202.0,2022-05
C10255,2022-11-06,Withdrawal,2289.0,2022-11
C10255,2025-08-05,Withdrawal,4209.0,2025-08
C10255,2025-09-03,Deposit,4284.0,2025-09
C10256,2024-01-27,Deposit,44645.0,2024-01
C10256,2024-07-26,Deposit,5294.0,2024-07
C10256,2024-05-18,Withdrawal,3369.0,2024-05
C10257,2020-05-28,Deposit,6497.0,2020-05
C10257,2024-04-26,Deposit,7798.0,2024-04
C10257,2022-11-04,Withdrawal,2563.0,2022-11
C10257,2023-03-06,Withdrawal,4752.0,2023-03
C10257,2024-12-02,Withdrawal,2374.0,2024-12
C10258,2025-07-02,Deposit,11024.0,2025-07
C10258,2025-09-04,Withdrawal,2480.0,2025-09
C10259,2025-01-02,Deposit,46698.0,2025-01
C10260,2022-08-16,Deposit,27362.0,2022-08
C10260,2023-11-10,Deposit,7640.0,2023-11
C10260,2023-09-05,Withdrawal,658.0,2023-09
C10260,2025-06-02,Withdrawal,1142.0,2025-06
C10260,2023-03-28,Deposit,2544.0,2023-03
C10260,2025-08-13,Withdrawal,1097.0,2025-08
C10260,2024-12-18,Deposit,3532.0,2024-12
C10260,2024-09-14,Withdrawal,1170.0,2024-09
C10260,2023-04-11,Withdrawal,1052.0,2023-04
C10261,2025-04-16,Deposit,12317.0,2025-04
C10261,2025-05-29,Withdrawal,2804.0,2025-05
C10262,2021-09-28,Deposit,12749.0,2021-09
C10262,2025-08-21,Deposit,5487.0,2025-08
C10262,2024-07-14,Withdrawal,876.0,2024-07
C10262,2025-05-17,Withdrawal,640.0,2025-05
C10263,2020-09-21,Deposit,30891.0,2020-09
C10263,2021-07-09,Withdrawal,1311.0,2021-07
C10263,2024-11-03,Withdrawal,3003.0,2024-11
C10263,2021-10-15,Deposit,7015.0,2021-10
C10263,2023-02-26,Deposit,3151.0,2023-02
C10263,2021-11-28,Deposit,5165.0,2021-11
C10263,2024-09-22,Withdrawal,4600.0,2024-09
C10263,2021-02-03,Withdrawal,466.0,2021-02
C10263,2024-03-04,Deposit,9820.0,2024-03
C10263,2024-09-06,Deposit,6329.0,2024-09
C10263,2025-08-07,Deposit,6523.0,2025-08
C10263,2024-08-07,Deposit,6470.0,2024-08
C10263,2021-12-25,Withdrawal,4330.0,2021-12
C10263,2023-12-28,Withdrawal,3795.0,2023-12
C10263,2022-07-20,Deposit,3905.0,2022-07
C10263,2024-07-05,Withdrawal,2728.0,2024-07
C10263,2021-08-18,Deposit,4829.0,2021-08
C10263,2020-09-28,Deposit,976.0,2020-09
C10263,2021-09-29,Deposit,9547.0,2021-09
C10264,2022-08-19,Deposit,38822.0,2022-08
C10264,2023-03-27,Withdrawal,4675.0,2023-03
C10264,2023-07-16,Withdrawal,4088.0,2023-07
C10264,2022-09-18,Deposit,5949.0,2022-09
C10264,2022-10-03,Withdrawal,2052.0,2022-10
C10264,2023-12-01,Deposit,6528.0,2023-12
C10264,2023-07-29,Withdrawal,3727.0,2023-07
C10264,2024-12-15,Withdrawal,408.0,2024-12
C10265,2023-02-23,Deposit,16017.0,2023-02
C10265,2024-06-07,Withdrawal,1084.0,2024-06
C10265,2023-11-16,Withdrawal,2043.0,2023-11
C10265,2024-03-20,Deposit,7511.0,2024-03
C10266,2024-08-09,Deposit,17619.0,2024-08
C10267,2020-12-22,Deposit,20284.0,2020-12
C10267,2021-06-13,Deposit,1558.0,2021-06
C10268,2023-01-20,Deposit,27835.0,2023-01
C10268,2023-03-11,Withdrawal,928.0,2023-03
C10268,2025-07-17,Withdrawal,962.0,2025-07
C10268,2024-12-22,Deposit,6166.0,2024-12
C10268,2023-12-08,Deposit,9424.0,2023-12
C10268,2024-01-02,Withdrawal,2248.0,2024-01
C10268,2023-05-09,Withdrawal,4332.0,2023-05
C10268,2023-10-15,Deposit,3641.0,2023-10
C10268,2025-08-07,Deposit,3135.0,2025-08
C10268,2025-01-03,Deposit,898.0,2025-01
C10268,2025-01-10,Withdrawal,2760.0,2025-01
C10269,2025-06-18,Deposit,39009.0,2025-06
C10270,2020-09-12,Deposit,10020.0,2020-09
C10270,2024-09-21,Deposit,3439.0,2024-09
C10270,2024-06-01,Withdrawal,4473.0,2024-06
C10270,2025-01-15,Deposit,9053.0,2025-01
C10271,2023-11-01,Deposit,17665.0,2023-11
C10271,2025-02-09,Withdrawal,3799.0,2025-02
C10271,2024-10-05,Withdrawal,2564.0,2024-10
C10272,2022-04-03,Deposit,40898.0,2022-04
C10272,2022-10-04,Withdrawal,3371.0,2022-10
C10272,2025-07-24,Withdrawal,3833.0,2025-07
C10272,2024-01-21,Withdrawal,2989.0,2024-01
C10272,2022-11-15,Withdrawal,1747.0,2022-11
C10273,2025-02-06,Deposit,21859.0,2025-02
C10274,2025-06-15,Deposit,20703.0,2025-06
C10274,2025-09-10,Withdrawal,4289.0,2025-09
C10274,2025-08-31,Deposit,601.0,2025-08
C10275,2025-10-14,Deposit,27736.0,2025-10
C10276,2025-06-05,Deposit,31616.0,2025-06
C10277,2020-11-20,Deposit,29767.0,2020-11
C10277,2021-06-02,Deposit,7234.0,2021-06
C10277,2024-08-22,Withdrawal,1642.0,2024-08
C10278,2023-07-09,Deposit,7481.0,2023-07
C10278,2024-02-15,Withdrawal,2940.0,2024-02
C10278,2024-06-05,Withdrawal,3632.8,2024-06
C10279,2023-12-20,Deposit,30538.0,2023-12
C10279,2025-01-31,Withdrawal,1824.0,2025-01
C10280,2025-04-04,Deposit,35664.0,2025-04
C10281,2024-08-04,Deposit,15993.0,2024-08
C10281,2025-04-29,Deposit,9375.0,2025-04
C10281,2024-08-16,Withdrawal,3746.0,2024-08
C10281,2025-06-06,Deposit,860.0,2025-06
C10281,2025-07-06,Withdrawal,783.0,2025-07
C10282,2025-04-09,Deposit,27911.0,2025-04
C10283,2021-10-20,Deposit,17658.0,2021-10
C10283,2025-08-27,Deposit,4207.0,2025-08
C10284,2024-06-25,Deposit,37712.0,2024-06
C10284,2025-08-02,Deposit,7000.0,2025-08
C10284,2025-08-13,Deposit,5524.0,2025-08
C10284,2025-08-18,Withdrawal,3245.0,2025-08
C10285,2024-07-09,Deposit,6467.0,2024-07
C10285,2025-03-27,Withdrawal,151.0,2025-03
C10286,2025-10-25,Deposit,16308.0,2025-10
C10287,2023-12-29,Deposit,34614.0,2023-12
C10287,2024-11-08,Withdrawal,3632.0,2024-11
C10287,2025-02-19,Withdrawal,2159.0,2025-02
C10287,2024-12-03,Deposit,5311.0,2024-12
C10287,2024-09-30,Deposit,8217.0,2024-09
C10288,2024-12-04,Deposit,48020.0,2024-12
C10289,2025-05-07,Deposit,10971.0,2025-05
C10289,2025-06-08,Withdrawal,2081.0,2025-06
C10290,2025-10-21,Deposit,33780.0,2025-10
C10291,2023-11-22,Deposit,19901.0,2023-11
C10292,2020-05-07,Deposit,8588.0,2020-05
C10293,2022-01-25,Deposit,6726.0,2022-01
C10293,2024-02-09,Deposit,7665.0,2024-02
C10293,2022-08-30,Withdrawal,1839.0,2022-08
C10293,2023-03-31,Deposit,9833.0,2023-03
C10293,2024-07-28,Withdrawal,366.0,2024-07
C10293,2022-04-27,Deposit,7780.0,2022-04
C10293,2022-02-08,Withdrawal,2246.0,2022-02
C10293,2023-04-27,Withdrawal,3430.0,2023-04
C10293,2023-08-27,Deposit,7719.0,2023-08
C10293,2025-06-26,Withdrawal,1440.0,2025-06
C10293,2023-04-01,Withdrawal,1582.0,2023-04
C10293,2024-11-18,Deposit,3303.0,2024-11
C10293,2024-04-02,Withdrawal,4577.0,2024-04
C10294,2020-09-28,Deposit,21361.0,2020-09
C10294,2022-02-25,Withdrawal,349.0,2022-02
C10294,2021-08-26,Deposit,3054.0,2021-08
C10294,2024-04-06,Deposit,678.0,2024-04
C10294,2024-07-24,Withdrawal,843.0,2024-07
C10294,2023-03-08,Withdrawal,2258.0,2023-03
C10294,2021-09-15,Withdrawal,3686.0,2021-09
C10294,2022-05-18,Deposit,1913.0,2022-05
C10294,2022-09-16,Withdrawal,2865.0,2022-09
C10294,2025-05-15,Deposit,2464.0,2025-05
C10294,2022-01-23,Withdrawal,1544.0,2022-01
C10294,2020-11-08,Withdrawal,4109.0,2020-11
C10294,2021-12-28,Withdrawal,4139.0,2021-12
C10295,2023-07-30,Deposit,27166.0,2023-07
C10295,2024-06-17,Deposit,5185.0,2024-06
C10296,2021-01-13,Deposit,36182.0,2021-01
C10296,2021-04-30,Withdrawal,128.0,2021-04
C10296,2023-11-01,Deposit,2003.0,2023-11
C10296,2022-07-30,Deposit,4961.0,2022-07
C10296,2025-04-28,Withdrawal,2599.0,2025-04
C10296,2023-10-14,Deposit,8173.0,2023-10
C10296,2024-10-05,Deposit,1964.0,2024-10
C10296,2024-09-25,Deposit,3316.0,2024-09
C10296,2021-07-21,Deposit,1001.0,2021-07
C10296,2022-01-19,Deposit,1685.0,2022-01
C10296,2024-12-18,Deposit,135.0,2024-12
C10297,2022-05-18,Deposit,17158.0,2022-05
C10297,2023-06-16,Withdrawal,3084.0,2023-06
C10297,2025-01-18,Withdrawal,3146.0,2025-01
C10297,2025-08-17,Deposit,2700.0,2025-08
C10297,2025-06-30,Deposit,3872.0,2025-06
C10297,2023-09-11,Withdrawal,878.0,2023-09
C10297,2023-07-26,Withdrawal,4569.0,2023-07
C10297,2023-07-02,Deposit,8962.0,2023-07
C10297,2023-05-10,Withdrawal,4511.0,2023-05
C10297,2025-03-17,Deposit,5925.0,2025-03
C10297,2022-12-31,Withdrawal,4871.0,2022-12
C10297,2024-11-05,Deposit,915.0,2024-11
C10297,2022-06-21,Deposit,3970.0,2022-06
C10297,2022-07-28,Deposit,4210.0,2022-07
C10298,2024-08-17,Deposit,46675.0,2024-08
C10298,2025-04-30,Withdrawal,101.0,2025-04
C10299,2020-05-09,Deposit,40745.0,2020-05
C10299,2021-02-28,Withdrawal,3422.0,2021-02
C10299,2023-12-06,Deposit,8671.0,2023-12
C10299,2023-10-21,Withdrawal,4121.0,2023-10
C10299,2024-01-19,Withdrawal,699.0,2024-01
C10299,2023-02-12,Withdrawal,2099.0,2023-02
C10299,2022-09-30,Withdrawal,1643.0,2022-09
C10299,2021-01-28,Withdrawal,4392.0,2021-01
C10299,2023-02-24,Deposit,2398.0,2023-02
C10299,2024-03-13,Withdrawal,2607.0,2024-03
C10299,2024-09-04,Deposit,4252.0,2024-09
C10299,2024-11-12,Deposit,1425.0,2024-11
C10299,2023-01-30,Withdrawal,2807.0,2023-01
C10299,2023-11-30,Withdrawal,1003.0,2023-11
C10299,2024-03-15,Withdrawal,3361.0,2024-03
C10300,2025-04-10,Deposit,5214.0,2025-04
C10301,2022-04-20,Deposit,20409.0,2022-04
C10301,2024-04-24,Withdrawal,966.0,2024-04
C10301,2022-12-20,Deposit,5808.0,2022-12
C10301,2024-05-02,Deposit,4370.0,2024-05
C10301,2023-11-03,Deposit,604.0,2023-11
C10301,2025-04-02,Deposit,4198.0,2025-04
C10301,2023-04-28,Withdrawal,3367.0,2023-04
C10301,2025-09-13,Withdrawal,588.0,2025-09
C10301,2025-04-27,Deposit,4746.0,2025-04
C10301,2025-09-10,Deposit,7222.0,2025-09
C10301,2022-09-25,Deposit,3384.0,2022-09
C10301,2024-10-16,Deposit,5943.0,2024-10
C10302,2021-06-24,Deposit,15998.0,2021-06
C10303,2021-08-17,Deposit,45156.0,2021-08
C10303,2023-04-08,Withdrawal,1475.0,2023-04
C10303,2021-09-02,Deposit,870.0,2021-09
C10303,2025-08-10,Deposit,5740.0,2025-08
C10303,2022-08-10,Withdrawal,4830.0,2022-08
C10303,2022-05-29,Deposit,1635.0,2022-05
C10303,2023-10-08,Deposit,4491.0,2023-10
C10303,2021-12-08,Withdrawal,4158.0,2021-12
C10304,2021-03-06,Deposit,8388.0,2021-03
C10304,2024-02-16,Deposit,7251.0,2024-02
C10304,2024-12-24,Withdrawal,298.0,2024-12
C10304,2024-07-13,Deposit,4206.0,2024-07
C10304,2023-11-16,Withdrawal,2965.0,2023-11
C10304,2021-06-25,Withdrawal,2623.0,2021-06
C10304,2024-07-31,Withdrawal,4193.0,2024-07
C10304,2024-10-24,Deposit,6431.0,2024-10
C10304,2021-08-30,Deposit,6303.0,2021-08
C10304,2022-03-14,Deposit,5875.0,2022-03
C10304,2021-10-25,Deposit,9304.0,2021-10
C10304,2024-10-14,Withdrawal,4381.0,2024-10
C10304,2025-01-28,Deposit,7770.0,2025-01
C10304,2022-09-30,Deposit,3464.0,2022-09
C10304,2021-12-19,Deposit,8020.0,2021-12
C10305,2023-08-21,Deposit,24576.0,2023-08
C10305,2025-04-24,Withdrawal,4525.0,2025-04
C10305,2024-01-10,Deposit,1295.0,2024-01
C10305,2025-01-24,Withdrawal,4539.0,2025-01
C10305,2025-01-31,Deposit,1086.0,2025-01
C10306,2022-12-11,Deposit,25593.0,2022-12
C10306,2023-03-05,Withdrawal,2124.0,2023-03
C10306,2023-09-27,Withdrawal,577.0,2023-09
C10306,2024-06-29,Deposit,8941.0,2024-06
C10306,2024-07-06,Withdrawal,4596.0,2024-07
C10306,2025-07-19,Withdrawal,319.0,2025-07
C10306,2023-11-21,Withdrawal,1006.0,2023-11
C10307,2021-11-20,Deposit,19445.0,2021-11
C10307,2022-11-27,Deposit,9723.0,2022-11
C10307,2023-03-13,Deposit,3863.0,2023-03
C10307,2023-01-03,Deposit,623.0,2023-01
C10307,2023-11-21,Deposit,3951.0,2023-11
C10307,2025-05-16,Deposit,7308.0,2025-05
C10307,2023-05-05,Withdrawal,2870.0,2023-05
C10307,2024-08-25,Deposit,1672.0,2024-08
C10307,2022-02-01,Deposit,6126.0,2022-02
C10307,2023-06-26,Withdrawal,2589.0,2023-06
C10307,2022-01-06,Withdrawal,758.0,2022-01
C10308,2025-09-01,Deposit,26937.0,2025-09
C10309,2025-06-23,Deposit,44109.0,2025-06
C10309,2025-07-16,Withdrawal,812.0,2025-07
C10310,2025-04-04,Deposit,40163.0,2025-04
C10311,2020-03-15,Deposit,37714.0,2020-03
C10312,2022-09-14,Deposit,24354.0,2022-09
C10312,2025-01-05,Deposit,2166.0,2025-01
C10312,2023-11-17,Deposit,6066.0,2023-11
C10312,2025-09-11,Deposit,9806.0,2025-09
C10312,2024-08-22,Withdrawal,1551.0,2024-08
C10312,2025-06-06,Withdrawal,2300.0,2025-06
C10312,2025-03-10,Withdrawal,697.0,2025-03
C10313,2020-03-28,Deposit,13331.0,2020-03
C10313,2024-09-11,Deposit,9293.0,2024-09
C10313,2024-01-08,Withdrawal,3732.0,2024-01
C10313,2023-01-07,Deposit,5310.0,2023-01
C10313,2023-06-25,Withdrawal,3445.0,2023-06
C10313,2023-03-23,Withdrawal,2030.0,2023-03
C10313,2021-01-19,Withdrawal,3082.0,2021-01
C10313,2021-02-01,Withdrawal,4471.0,2021-02
C10313,2022-10-05,Deposit,9175.0,2022-10
C10313,2024-03-07,Deposit,1813.0,2024-03
C10313,2025-03-28,Withdrawal,2340.0,2025-03
C10313,2024-07-11,Deposit,294.0,2024-07
C10313,2025-01-18,Deposit,4543.0,2025-01
C10314,2025-12-03,Deposit,40812.0,2025-12
C10315,2021-03-14,Deposit,11654.0,2021-03
C10315,2022-06-07,Deposit,8464.0,2022-06
C10315,2024-12-28,Deposit,670.0,2024-12
C10315,2021-07-17,Withdrawal,3913.0,2021-07
C10315,2025-08-11,Withdrawal,3081.0,2025-08
C10315,2023-09-24,Withdrawal,2475.0,2023-09
C10315,2022-04-11,Withdrawal,4682.0,2022-04
C10315,2022-07-26,Withdrawal,2916.0,2022-07
C10315,2021-07-27,Deposit,3371.0,2021-07
C10316,2020-01-22,Deposit,6033.0,2020-01
C10316,2022-09-15,Deposit,9257.0,2022-09
C10316,2024-01-04,Deposit,3385.0,2024-01
C10316,2022-08-01,Withdrawal,4608.0,2022-08
C10316,2022-07-10,Withdrawal,991.0,2022-07
C10316,2021-03-30,Withdrawal,595.0,2021-03
C10316,2024-11-28,Deposit,2847.0,2024-11
C10316,2022-10-29,Deposit,6656.0,2022-10
C10316,2023-06-20,Withdrawal,442.0,2023-06
C10316,2020-05-28,Withdrawal,4197.0,2020-05
C10316,2020-08-05,Deposit,6786.0,2020-08
C10316,2021-12-16,Withdrawal,2269.0,2021-12
C10317,2021-07-30,Deposit,38239.0,2021-07
C10317,2021-11-21,Withdrawal,4735.0,2021-11
C10317,2024-03-27,Deposit,8794.0,2024-03
C10317,2022-12-21,Deposit,7793.0,2022-12
C10317,2022-10-17,Deposit,8459.0,2022-10
C10317,2023-12-28,Withdrawal,458.0,2023-12
C10317,2023-07-01,Deposit,3542.0,2023-07
C10317,2023-03-30,Deposit,2417.0,2023-03
C10318,2022-03-30,Deposit,29808.0,2022-03
C10319,2021-07-22,Deposit,29368.0,2021-07
C10319,2023-06-17,Withdrawal,257.0,2023-06
C10319,2023-05-12,Deposit,2943.0,2023-05
C10319,2025-05-15,Deposit,1471.0,2025-05
C10319,2023-06-17,Withdrawal,154.0,2023-06
C10319,2023-10-05,Withdrawal,956.0,2023-10
C10319,2023-11-07,Withdrawal,3071.0,2023-11
C10319,2023-05-24,Deposit,4030.0,2023-05
C10320,2020-10-25,Deposit,20756.0,2020-10
C10320,2024-08-14,Withdrawal,1856.0,2024-08
C10320,2023-03-10,Deposit,4640.0,2023-03
C10320,2021-08-08,Withdrawal,637.0,2021-08
C10320,2023-11-05,Withdrawal,4185.0,2023-11
C10321,2024-12-28,Deposit,28135.0,2024-12
C10321,2025-06-05,Withdrawal,1053.0,2025-06
C10322,2020-04-20,Deposit,30787.0,2020-04
C10322,2021-08-22,Deposit,8672.0,2021-08
C10322,2021-09-27,Withdrawal,4920.0,2021-09
C10322,2024-03-25,Deposit,7089.0,2024-03
C10322,2022-04-12,Withdrawal,1118.0,2022-04
C10322,2020-07-02,Deposit,6147.0,2020-07
C10323,2022-07-22,Deposit,30937.0,2022-07
C10324,2023-09-24,Deposit,45408.0,2023-09
C10324,2024-11-22,Deposit,1059.0,2024-11
C10324,2025-03-20,Deposit,3515.0,2025-03
C10324,2024-10-02,Withdrawal,965.0,2024-10
C10324,2024-05-05,Deposit,8056.0,2024-05
C10324,2025-05-22,Withdrawal,2223.0,2025-05
C10324,2024-07-12,Withdrawal,2822.0,2024-07
C10324,2024-06-21,Deposit,4467.0,2024-06
C10324,2024-04-10,Withdrawal,4431.0,2024-04
C10325,2022-04-10,Deposit,10068.0,2022-04
C10325,2023-12-27,Withdrawal,843.0,2023-12
C10325,2025-05-10,Deposit,5564.0,2025-05
C10325,2024-09-27,Withdrawal,2707.0,2024-09
C10325,2022-10-03,Withdrawal,845.0,2022-10
C10325,2025-03-14,Withdrawal,3109.0,2025-03
C10325,2023-05-31,Deposit,6242.0,2023-05
C10326,2021-10-25,Deposit,23151.0,2021-10
C10326,2024-12-08,Withdrawal,3761.0,2024-12
C10326,2022-07-13,Deposit,9406.0,2022-07
C10326,2025-01-22,Deposit,3132.0,2025-01
C10326,2025-04-10,Withdrawal,3425.0,2025-04
C10326,2022-07-18,Deposit,1167.0,2022-07
C10326,2025-03-06,Withdrawal,2771.0,2025-03
C10326,2024-09-24,Deposit,644.0,2024-09
C10326,2025-08-09,Deposit,7165.0,2025-08
C10327,2022-08-27,Deposit,13184.0,2022-08
C10327,2022-10-21,Withdrawal,2261.0,2022-10
C10328,2023-06-16,Deposit,33171.0,2023-06
C10328,2024-10-04,Withdrawal,1111.0,2024-10
C10328,2025-06-30,Withdrawal,3108.0,2025-06
C10329,2021-07-14,Deposit,9232.0,2021-07
C10329,2022-04-11,Withdrawal,1638.0,2022-04
C10329,2024-03-23,Deposit,1359.0,2024-03
C10329,2024-02-14,Deposit,846.0,2024-02
C10329,2022-12-27,Deposit,6147.0,2022-12
C10329,2024-06-19,Withdrawal,3482.0,2024-06
C10329,2022-05-01,Deposit,508.0,2022-05
C10329,2025-04-21,Deposit,8815.0,2025-04
C10329,2024-11-16,Deposit,8209.0,2024-11
C10330,2024-01-12,Deposit,35501.0,2024-01
C10330,2025-04-17,Withdrawal,3243.0,2025-04
C10330,2025-05-22,Withdrawal,1785.0,2025-05
C10330,2025-03-29,Deposit,1055.0,2025-03
C10330,2024-04-24,Deposit,5623.0,2024-04
C10330,2024-05-23,Deposit,149.0,2024-05
C10331,2022-08-08,Deposit,16705.0,2022-08
C10331,2023-12-11,Deposit,5831.0,2023-12
C10331,2025-03-11,Deposit,5944.0,2025-03
C10332,2021-02-09,Deposit,8157.0,2021-02
C10333,2020-07-15,Deposit,48313.0,2020-07
C10333,2022-08-11,Withdrawal,262.0,2022-08
C10334,2020-04-29,Deposit,43512.0,2020-04
C10334,2020-05-19,Withdrawal,2485.0,2020-05
C10334,2020-07-19,Deposit,3547.0,2020-07
C10334,2021-07-18,Deposit,4729.0,2021-07
C10334,2023-11-08,Withdrawal,965.0,2023-11
C10334,2023-07-23,Deposit,4225.0,2023-07
C10334,2024-01-30,Deposit,7138.0,2024-01
C10334,2024-09-05,Deposit,7733.0,2024-09
C10334,2020-09-11,Deposit,5754.0,2020-09
C10334,2025-06-15,Deposit,9558.0,2025-06
C10334,2023-10-31,Withdrawal,1181.0,2023-10
C10334,2025-08-01,Withdrawal,3904.0,2025-08
C10335,2021-06-06,Deposit,26100.0,2021-06
C10335,2022-06-19,Deposit,1389.0,2022-06
C10335,2025-02-27,Deposit,2673.0,2025-02
C10335,2024-06-19,Withdrawal,1094.0,2024-06
C10335,2024-05-05,Withdrawal,3585.0,2024-05
