client_id,age,income_bracket,risk_tolerance,investment_experience,join_date,country,tenure_days,account_balance,last_updated,trade_count,total_trade_value,avg_trade_value,std_trade_value,total_quantity,avg_quantity,total_transaction_value,transaction_count,deposit_ratio,avg_daily_trades,value_per_trade,cluster,volatility_score,activity_score,size_score,behavioral_risk_score
C10213,22,High,Medium,Intermediate,2023-10-06,Japan,712,25565,2025-09-16 18:10:22.355100,107,2206810.68,20624.4,15308.57,11141,104.12,41913.0,6,0.5,0.1502808988764045,20624.398878504675,2,0.7422552898508562,0.6968265167038502,-0.3015992689952259,5.466080612538236
C10214,60,Low,Medium,Intermediate,2024-05-13,Australia,492,20819,2025-09-16 18:10:22.355100,100,2074910.07,20749.1,14886.35,10033,100.33,20819.0,1,1.0,0.2032520325203252,20749.1007,0,0.717445575952692,0.0,-0.2271540917458041,4.868846173959471
C10215,37,High,Low,Advanced,2020-10-09,Germany,1804,18156,2025-09-16 18:10:22.356097,108,2311565.62,21403.39,17214.93,10498,97.2,51505.0,14,0.71,0.0598669623059867,21403.38537037037,0,0.8043085698106702,0.7963731619472574,0.16345324604509714,6.044361811566135
C10216,45,Medium,High,Advanced,2020-09-05,Germany,1838,48850,2025-09-16 18:10:22.356097,96,2069654.32,21558.9,17002.68,9930,103.44,79663.0,11,0.45,0.0522306855277475,21558.899166666662,1,0.7886617591806632,-0.3981865809736287,0.25629181472238666,5.013243353307246
C10217,47,High,Very High,Beginner,2024-02-01,USA,594,8020,2025-09-16 18:10:22.357098,105,2369277.35,22564.55,16195.46,10222,97.35,21324.0,4,0.5,0.1767676767676767,22564.54619047619,0,0.7177391084688151,0.49773322621703586,0.8566590360606594,6.328583992745874
C10218,58,Low,Low,Advanced,2021-08-25,Japan,1484,11930,2025-09-16 18:10:22.357098,99,2198279.89,22204.85,15557.45,10360,104.65,40282.0,10,0.5,0.0667115902964959,22204.84737373737,0,0.7006329698241601,-0.09954664524340717,0.6419202208512151,5.563459232455547
C10219,57,Medium,Medium,Intermediate,2020-12-31,Japan,1721,13752,2025-09-16 18:10:22.358096,94,2146231.19,22832.25,15805.87,9862,104.91,40445.0,8,0.5,0.0546194073213248,22832.24670212766,0,0.6922607276987595,-0.597279871460443,1.0164743844942659,5.442062360234512
C10220,41,Medium,Very High,Advanced,2025-02-13,Australia,216,15340,2025-09-16 18:10:22.359090,118,2306099.64,19543.22,14684.77,11524,97.66,15340.0,1,1.0,0.5462962962962963,19543.217288135595,0,0.7513997181631277,1.791839614381329,-0.9470574625680547,5.8893729878783265
C10221,41,Low,Very High,Beginner,2022-05-03,Australia,1233,25434,2025-09-16 18:10:22.359090,97,2232659.91,23017.11,18427.3,9969,102.77,67509.0,10,0.6,0.0786699107866991,23017.112474226804,0,0.8005913861470879,-0.2986399357302215,1.126834733061455,5.919460577576443
C10222,37,Low,Low,Intermediate,2020-04-02,USA,1994,39882,2025-09-16 18:10:22.360093,109,2229485.4,20453.99,16122.05,10934,100.31,59774.0,4,0.75,0.0546639919759277,20453.994495412844,2,0.7882105154055515,0.8959198071906646,-0.4033330513133835,5.59833289583533
C10223,38,High,Low,Beginner,2022-09-05,USA,1108,42686,2025-09-16 18:10:22.361045,86,1799889.17,20928.94,14191.7,8823,102.59,71230.0,9,0.56,0.0776173285198556,20928.943837209303,1,0.6780897646990245,-1.3936530334077004,-0.11979065408312296,3.6455272076324685
C10224,66,Medium,Very High,Advanced,2020-10-04,Australia,1809,18610,2025-09-16 18:10:22.361045,113,2096897.84,18556.62,15310.74,10849,96.01,27205.0,5,0.4,0.062465450525152,18556.618053097347,1,0.825082369526347,1.2941063881642934,-1.5360519443185072,4.954524781151925
C10225,37,Low,High,Intermediate,2024-04-19,Australia,516,11219,2025-09-16 18:10:22.362043,102,2408966.27,23617.32,17039.35,10864,106.51,11219.0,1,1.0,0.1976744186046511,23617.31637254902,0,0.7214768652836139,0.19909329048681434,1.485156624295428,6.636429204704866
C10226,45,High,Low,Beginner,2023-05-22,Germany,849,21844,2025-09-16 18:10:22.363039,95,2048402.54,21562.13,15757.15,9560,100.63,23446.0,2,0.5,0.1118963486454652,21562.132,0,0.7307789165541623,-0.49773322621703586,0.2582201060015816,4.86974527903213
C10227,70,High,High,Beginner,2025-10-14,Australia,-27,27083,2025-09-16 18:10:22.363039,84,1724123.39,20525.28,17388.87,8095,96.37,27083.0,1,1.0,84.0,20525.27845238095,3,0.84719282757653,-1.5927463238945148,-0.3607733345041518,3.395470672148524
C10228,50,High,Very High,Intermediate,2024-03-25,Canada,541,47234,2025-09-16 18:10:22.364036,108,2247871.08,20813.62,16729.51,10161,94.08,63304.0,6,0.67,0.199630314232902,20813.62111111111,1,0.8037770459919994,0.7963731619472574,-0.1886360256982272,5.718959781087306
C10229,60,High,Medium,Beginner,2025-09-04,Canada,13,37524,2025-09-16 18:10:22.364036,101,2349339.14,23260.78,17697.98,10441,103.38,37524.0,1,1.0,7.769230769230769,23260.78356435644,0,0.7608506679483663,0.09954664524340717,1.272304310770893,6.384478833978199
C10230,67,Low,Medium,Beginner,2020-10-14,UK,1799,38579,2025-09-16 18:10:22.365033,110,2190583.95,19914.4,15885.43,10549,95.9,44229.0,3,0.67,0.0611450806003335,19914.399545454547,1,0.7976855943437914,0.9954664524340717,-0.7254651538957128,5.401672486918801
C10231,23,Low,Low,Advanced,2023-10-28,USA,690,8123,2025-09-16 18:10:22.365033,106,2561941.84,24169.26,17730.58,11473,108.24,13686.0,3,0.67,0.1536231884057971,24169.26264150943,0,0.7336004494965921,0.597279871460443,1.8146616052982085,7.319138091358414
C10232,66,Medium,Very High,Intermediate,2022-09-11,USA,1102,5037,2025-09-16 18:10:22.366031,97,1783712.11,18388.78,13710.66,9099,93.8,41508.0,8,0.75,0.088021778584392,18388.784639175257,1,0.7455992186539836,-0.2986399357302215,-1.636251451532166,3.318909420756682
C10233,67,Low,Very High,Intermediate,2025-11-24,USA,-68,16677,2025-09-16 18:10:22.366031,112,2360281.62,21073.94,16084.51,11331,101.17,16677.0,1,1.0,112.0,21073.94303571429,3,0.7632417099033214,1.194559742920886,-0.03322649449077002,6.1924174455266146
C10234,23,Medium,Low,Intermediate,2020-01-23,Japan,2064,9451,2025-09-16 18:10:22.367028,116,2361366.06,20356.6,14022.08,11546,99.53,48666.33,14,0.29,0.0562015503875969,20356.603965517243,2,0.688822298419186,1.5927463238945148,-0.4614743168492422,6.096001644141066
C10235,21,Medium,High,Intermediate,2021-06-25,Germany,1545,34515,2025-09-16 18:10:22.367028,92,2102093.45,22848.84,17260.29,9998,108.67,70787.0,8,0.88,0.059546925566343,22848.84184782609,2,0.7554120909420348,-0.7963731619472574,1.0263785183400393,5.325753411911317
C10236,61,High,Medium,Beginner,2024-10-11,Japan,341,8815,2025-09-16 18:10:22.368531,112,2307334.73,20601.2,16307.95,10867,97.03,10033.0,2,0.5,0.3284457478005865,20601.20294642857,0,0.7916019455177369,1.194559742920886,-0.3154495345300028,5.958150286406778
C10237,39,Low,Very High,Intermediate,2021-11-12,UK,1405,27947,2025-09-16 18:10:22.368531,104,2001016.84,19240.55,16465.66,9823,94.45,37831.0,5,1.0,0.0740213523131672,19240.546538461535,2,0.8557790707646091,0.3981865809736287,-1.1277496983185211,4.532873598158922
C10238,34,Medium,High,Intermediate,2022-04-28,Australia,1238,9539,2025-09-16 18:10:22.369533,106,2482485.42,23419.67,14994.82,11837,111.67,37015.0,10,0.6,0.08562197092084,23419.673773584906,0,0.6402660669428732,0.597279871460443,1.3671607198579887,6.82004984535947
C10239,20,High,Low,Advanced,2021-11-08,UK,1409,35616,2025-09-16 18:10:22.369533,92,2161162.69,23490.9,17519.02,9504,103.3,64991.0,9,0.33,0.0652945351312987,23490.898804347824,2,0.7457790037844442,-0.7963731619472574,1.409684617014979,5.670582639833317
C10240,70,Low,High,Intermediate,2022-12-27,Germany,995,37464,2025-09-16 18:10:22.370530,121,2486100.78,20546.29,15708.35,12188,100.73,46814.0,5,0.4,0.121608040201005,20546.287438016527,1,0.7645346191453543,2.0904795501115507,-0.34823048627632064,6.729685535063786
C10241,52,Low,Medium,Beginner,2021-07-08,Canada,1532,37140,2025-09-16 18:10:22.370530,90,1906780.65,21186.45,15112.38,9229,102.54,50761.0,5,0.6,0.0587467362924282,21186.451666666664,1,0.7133040221462302,-0.9954664524340717,0.033941323410856226,4.187339298308904
C10242,24,Low,High,Advanced,2023-11-05,Canada,682,43979,2025-09-16 18:10:22.371527,84,2018527.41,24030.09,16748.63,9674,115.17,48935.0,2,1.0,0.1231671554252199,24030.08821428571,2,0.6969857374649866,-1.5927463238945148,1.7315779219156733,5.1877009182181055
C10243,20,Medium,Low,Intermediate,2021-01-02,UK,1719,22017,2025-09-16 18:10:22.371527,117,2443809.22,20887.26,15452.72,12143,103.79,22017.0,1,1.0,0.0680628272251308,20887.258290598293,2,0.7398155622135215,1.692292969137922,-0.14467337250939397,6.52726850227519
C10244,61,High,High,Beginner,2023-06-11,USA,829,35061,2025-09-16 18:10:22.372525,95,2015255.84,21213.22,15370.81,10128,106.61,50636.0,3,1.0,0.1145958986731001,21213.21936842105,1,0.7245863664262191,-0.49773322621703586,0.0499228582542171,4.671811927896723
C10245,42,Low,Very High,Intermediate,2025-06-16,USA,93,26096,2025-09-16 18:10:22.372525,89,2118621.18,23804.73,18825.86,9471,106.42,31536.0,3,0.33,0.956989247311828,23804.73235955056,0,0.790845348802528,-1.095013097677479,1.5970393080830338,5.609475170644166
C10246,70,Low,Medium,Beginner,2022-07-03,Japan,1172,46234,2025-09-16 18:10:22.373522,109,1944098.19,17835.76,13674.05,9583,87.92,81051.0,14,0.5,0.0930034129692832,17835.763211009173,1,0.7666648351401903,0.8959198071906646,-1.9664011862753594,4.136035267648159
C10247,55,Medium,Very High,Advanced,2020-02-15,Canada,2041,20921,2025-09-16 18:10:22.373522,110,2431059.87,22100.54,16069.49,11473,104.3,20921.0,1,1.0,0.0538951494365507,22100.544272727275,0,0.7271084778923953,0.9954664524340717,0.5796477554230901,6.540914581411827
C10248,69,Low,Medium,Intermediate,2023-09-22,USA,726,6638,2025-09-16 18:10:22.374519,94,1752296.03,18641.45,13477.14,8867,94.33,15617.0,2,1.0,0.1294765840220385,18641.447127659576,1,0.7229662928581199,-0.597279871460443,-1.485408925985959,3.1616345859170245
C10249,30,Medium,Medium,Intermediate,2023-06-23,Canada,817,15979,2025-09-16 18:10:22.374519,106,2475515.16,23353.92,17331.34,10507,99.12,30268.0,6,0.5,0.1297429620563035,23353.916603773585,0,0.7421169550979022,0.597279871460443,1.3279083509393874,6.877816390954255
C10250,21,Low,Very High,Intermediate,2023-10-06,USA,712,18182,2025-09-16 18:10:22.375517,109,2318588.45,21271.45,18333.36,10620,97.43,38679.0,9,0.44,0.1530898876404494,21271.45366972477,2,0.8618763647988266,0.8959198071906646,0.0846858307580976,6.116661237237569
C10251,64,Medium,Low,Advanced,2022-11-30,Australia,1022,5592,2025-09-16 18:10:22.376516,103,2232719.17,21676.89,16740.73,10433,101.29,31105.0,5,0.6,0.1007827788649706,21676.885145631062,0,0.7722846773683864,0.2986399357302215,0.32673116086239734,5.706171102001215
C10252,20,High,Very High,Beginner,2022-06-22,UK,1183,44890,2025-09-16 18:10:22.376516,93,1754143.79,18861.76,15982.15,8498,91.38,88534.0,8,0.75,0.0786136939983093,18861.7611827957,2,0.8473307899156813,-0.6968265167038502,-1.3538851328839518,3.305908234392685
C10253,57,Medium,Very High,Advanced,2023-11-13,UK,674,36106,2025-09-16 18:10:22.377875,98,2002791.72,20436.65,14971.07,9792,99.92,55679.0,8,0.25,0.14540059347181,20436.650204081638,1,0.7325598862827322,-0.19909329048681434,-0.4136849308122208,4.5269359718245745
C10254,42,Low,Very High,Beginner,2023-04-07,Germany,894,29656,2025-09-16 18:10:22.378953,99,2195708.4,22178.87,14786.3,10246,103.49,57641.0,8,0.62,0.110738255033557,22178.872727272726,2,0.6666841006778073,-0.09954664524340717,0.6264103114290821,5.5178181722181945
C10255,32,High,Low,Intermediate,2022-05-18,Canada,1218,15202,2025-09-16 18:10:22.378953,108,2301844.22,21313.37,16872.78,10780,99.81,25984.0,4,0.5,0.0886699507389162,21313.37240740741,0,0.7916523759499319,0.7963731619472574,0.10971182779334784,5.983089424706719
C10256,19,Low,Medium,Beginner,2024-01-27,UK,599,44645,2025-09-16 18:10:22.379952,89,1699473.32,19095.21,17169.67,7959,89.43,53308.0,3,0.67,0.1485809682804674,19095.20584269663,2,0.8991610985163294,-1.095013097677479,-1.2145168359402632,3.1148976407547053
C10257,58,Low,Low,Advanced,2020-05-28,UK,1938,6497,2025-09-16 18:10:22.379952,92,1932363.95,21003.96,15768.91,8973,97.53,23984.0,5,0.4,0.0474716202270381,21003.95597826087,0,0.7507589045113398,-0.7963731619472574,-0.07500414889265154,4.30509235875124
C10258,39,Medium,Low,Advanced,2025-07-02,USA,77,11024,2025-09-16 18:10:22.380949,108,2169908.0,20091.74,14786.37,10250,94.91,13504.0,2,0.5,1.4025974025974026,20091.74074074074,0,0.7359427306943052,0.7963731619472574,-0.6195942017432445,5.258669033878734
C10259,47,Low,Very High,Intermediate,2025-01-02,UK,258,46698,2025-09-16 18:10:22.380949,92,1844543.35,20049.38,12799.67,9183,99.82,46698.0,1,1.0,0.3565891472868217,20049.384239130435,1,0.6384072724443349,-0.7963731619472574,-0.6448828762282937,3.6755232947653593
C10260,68,Medium,High,Beginner,2022-08-16,USA,1128,27362,2025-09-16 18:10:22.381946,82,1732387.74,21126.68,16211.36,8157,99.48,46197.0,9,0.44,0.0726950354609929,21126.67975609756,1,0.7673406327922797,-1.791839614381329,-0.0017410201673159996,3.4693756066294257
C10261,18,Medium,High,Intermediate,2025-04-16,Australia,154,12317,2025-09-16 18:10:22.381946,115,2466138.79,21444.69,14884.53,12047,104.76,15121.0,2,0.5,0.7467532467532467,21444.685130434784,2,0.6940893060240089,1.4931996786511077,0.18810910667381517,6.608441584534823
C10262,35,Medium,Very High,Advanced,2021-09-28,UK,1450,12749,2025-09-16 18:10:22.382942,93,1830563.53,19683.48,16932.1,8733,93.9,19752.0,4,0.5,0.0641379310344827,19683.4788172043,2,0.8602188230942902,-0.6968265167038502,-0.8633230555030665,3.770497079641455
C10263,61,Medium,High,Advanced,2020-09-21,Australia,1822,30891,2025-09-16 18:10:22.382942,103,2007670.23,19491.94,15952.14,10057,97.64,114854.0,19,0.63,0.0565312843029637,19491.943980582524,1,0.8183967321877659,0.2986399357302215,-0.9776713253535448,4.54500798722815
C10264,42,Medium,Low,Beginner,2022-08-19,Japan,1125,38822,2025-09-16 18:10:22.383943,119,2638468.0,22172.0,16731.41,12182,102.37,66249.0,8,0.38,0.1057777777777777,22172.0,2,0.7546188886884359,1.8913862596247364,0.6223089612470174,7.432433501715812
C10265,27,Low,High,Advanced,2023-02-23,Australia,937,16017,2025-09-16 18:10:22.383943,106,2146758.33,20252.44,15221.51,10020,94.53,26655.0,4,0.5,0.1131270010672358,20252.4370754717,2,0.751588944344484,0.597279871460443,-0.5236572331467558,5.17791382242451
C10266,44,High,Medium,Beginner,2024-08-09,USA,404,17619,2025-09-16 18:10:22.384936,94,2058003.48,21893.65,15243.01,9395,99.95,17619.0,1,1.0,0.2326732673267326,21893.654042553197,0,0.696229728711293,-0.597279871460443,0.4561356245399049,4.928638729140534
C10267,22,Medium,Very High,Advanced,2020-12-22,Germany,1730,20284,2025-09-16 18:10:22.384936,113,2605885.45,23060.93,17303.83,12128,107.33,21842.0,2,1.0,0.0653179190751445,23060.93318584071,2,0.7503526527334328,1.2941063881642934,1.152995019084468,7.367043132506982
C10268,44,Medium,Low,Advanced,2023-01-20,Japan,971,27835,2025-09-16 18:10:22.385933,114,2121861.48,18612.82,14292.78,10364,90.91,62329.0,11,0.55,0.11740473738414,18612.82,1,0.7678997594131357,1.3936530334077004,-1.5025008700489189,5.024580010604121
C10269,28,High,High,Intermediate,2025-06-18,Germany,91,39009,2025-09-16 18:10:22.385933,91,1686181.46,18529.47,12994.48,8559,94.05,39009.0,1,1.0,1.0,18529.466593406592,1,0.7012871927799338,-0.8959198071906646,-1.5522603369594188,2.804349788452308
C10270,49,Low,High,Intermediate,2020-09-12,Japan,1831,10020,2025-09-16 18:10:22.386930,101,2180530.61,21589.41,14640.28,10607,105.02,26985.0,4,0.75,0.0551611141452758,21589.41198019802,0,0.6781232094809446,0.09954664524340717,0.27450610788902496,5.387358843856343
C10271,52,High,Low,Beginner,2023-11-01,USA,686,17665,2025-09-16 18:10:22.386930,101,2102030.91,20812.19,16798.96,10073,99.73,24028.0,3,0.33,0.1472303206997084,20812.18722772277,0,0.8071692599385264,0.09954664524340717,-0.1894897274100692,5.078263800490665
C10272,40,High,Medium,Intermediate,2022-04-03,UK,1263,40898,2025-09-16 18:10:22.387928,117,2733335.71,23361.84,14794.54,12853,109.85,52838.0,5,0.2,0.0926365795724465,23361.843675213677,2,0.6332780294702814,1.692292969137922,1.3326365450357431,7.792231099356115
C10273,48,High,Low,Intermediate,2025-02-06,Australia,223,21859,2025-09-16 18:10:22.388933,79,1846256.73,23370.34,14971.95,8843,111.94,21859.0,1,1.0,0.3542600896860987,23370.33835443038,0,0.6406389466306438,-2.0904795501115507,1.3377109957704674,4.312925907825574
C10274,55,High,Very High,Intermediate,2025-06-15,Australia,94,20703,2025-09-16 18:10:22.388933,88,1856810.71,21100.12,14357.63,9153,104.01,25593.0,3,0.67,0.9361702127659576,21100.12170454545,1,0.6804525282320669,-1.194559742920886,-0.0175971862278195,3.9257380523009613
C10275,29,Medium,Low,Beginner,2025-10-14,Canada,-27,27736,2025-09-16 18:10:22.389927,103,2402471.89,23324.97,17075.82,11026,107.05,27736.0,1,1.0,103.0,23324.969805825243,3,0.7320832566987224,0.2986399357302215,1.3106253687311227,6.57702033428596
C10276,24,Medium,Very High,Intermediate,2025-06-05,Australia,104,31616,2025-09-16 18:10:22.389927,104,2258424.71,21715.62,16614.97,10012,96.27,31616.0,1,1.0,1.0,21715.622211538463,2,0.7651160777357497,0.3981865809736287,0.3498527463866166,5.812755327786825
C10277,37,High,Medium,Beginner,2020-11-20,UK,1762,29767,2025-09-16 18:10:22.390924,105,2033150.05,19363.33,13468.72,10323,98.31,38643.0,3,0.67,0.0595913734392735,19363.33380952381,2,0.6955787046959381,0.49773322621703586,-1.0544507499409397,4.544542741820267
C10278,57,High,Low,Advanced,2023-07-09,UK,801,7481,2025-09-16 18:10:22.390924,97,2100255.78,21652.12,17392.27,9545,98.4,14053.8,3,0.33,0.1210986267166042,21652.121443298965,0,0.8032594498829676,-0.2986399357302215,0.31194361442720686,5.169932941679601
C10279,54,Low,Very High,Beginner,2023-12-20,USA,637,30538,2025-09-16 18:10:22.391925,89,1860516.46,20904.68,15224.1,8885,99.83,32362.0,2,0.5,0.1397174254317111,20904.67932584269,1,0.7282627622140114,-1.095013097677479,-0.13427373347422877,3.954050172423659
C10280,19,High,Very High,Intermediate,2025-04-04,Canada,166,35664,2025-09-16 18:10:22.391925,102,2363770.42,23174.22,17422.59,10526,103.2,35664.0,1,1.0,0.6144578313253012,23174.21980392157,2,0.7518091223782288,0.19909329048681434,1.22062849246528,6.420310886874944
C10281,63,Low,Very High,Beginner,2024-08-04,Canada,409,15993,2025-09-16 18:10:22.392919,91,2157557.81,23709.43,17820.88,10120,111.21,30757.0,5,0.6,0.2224938875305623,23709.426483516483,0,0.7516367959921433,-0.8959198071906646,1.5401457604337154,5.7045164806804625
C10282,43,Medium,Low,Beginner,2025-04-09,UK,161,27911,2025-09-16 18:10:22.393917,117,2371312.83,20267.63,12968.2,12044,102.94,27911.0,1,1.0,0.7267080745341615,20267.631025641025,0,0.6398478756519632,1.692292969137922,-0.5145888911867004,6.093655536173918
C10283,41,Low,Medium,Advanced,2021-10-20,Germany,1428,17658,2025-09-16 18:10:22.394698,101,2282315.73,22597.19,18230.72,10210,101.09,21865.0,2,1.0,0.0707282913165266,22597.185445544557,0,0.8067693372494545,0.09954664524340717,0.8761449268819997,6.061273166253505
C10284,65,Medium,High,Beginner,2024-06-25,UK,449,37712,2025-09-16 18:10:22.394698,112,2193197.73,19582.12,14593.21,10384,92.71,53481.0,4,0.75,0.2494432071269487,19582.122589285715,1,0.7452313641219643,1.194559742920886,-0.923834388029142,5.353935360164874
C10285,24,Medium,High,Advanced,2024-07-09,Canada,435,6467,2025-09-16 18:10:22.395738,114,2178760.77,19111.94,14962.05,10965,96.18,6618.0,2,0.5,0.2620689655172414,19111.936578947367,2,0.782864010665584,1.3936530334077004,-1.204529122905918,5.313360509569038
C10286,60,Low,Very High,Advanced,2025-10-25,Germany,-38,16308,2025-09-16 18:10:22.396735,104,2008530.95,19312.8,14280.54,10073,96.86,16308.0,1,1.0,104.0,19312.797596153847,3,0.7394339505405741,0.3981865809736287,-1.084616867073366,4.465312558680914
C10287,36,Medium,Medium,Advanced,2023-12-29,Germany,628,34614,2025-09-16 18:10:22.396735,125,2755451.92,22043.62,17305.45,13022,104.18,53933.0,5,0.6,0.1990445859872611,22043.61536,2,0.7850548140459689,2.4886661310851794,0.5456668453265598,7.940969858517172
C10288,63,Medium,High,Advanced,2024-12-04,UK,287,48020,2025-09-16 18:10:22.397732,89,1839791.37,20671.81,19470.77,8065,90.62,48020.0,1,1.0,0.3101045296167247,20671.813146067416,1,0.9418996207879232,-1.095013097677479,-0.273295773779547,4.022905480091242
C10289,55,Medium,Very High,Intermediate,2025-05-07,Japan,133,10971,2025-09-16 18:10:22.397732,99,2146843.79,21685.29,16515.98,9548,96.44,13052.0,2,0.5,0.7443609022556391,21685.29080808081,0,0.7616213571504,-0.09954664524340717,0.33174591217671384,5.333507948260211
C10290,40,Low,Low,Advanced,2025-10-21,USA,-34,33780,2025-09-16 18:10:22.398729,96,1977491.26,20598.87,16915.45,9544,99.42,33780.0,1,1.0,96.0,20598.867291666666,3,0.821183395011474,-0.3981865809736287,-0.31684053102552234,4.514362331768922
C10291,38,High,Very High,Beginner,2023-11-22,Japan,665,19901,2025-09-16 18:10:22.398729,109,2546769.08,23364.85,17866.02,11222,102.95,19901.0,1,1.0,0.1639097744360902,23364.853944954128,0,0.7646537426946889,0.8959198071906646,1.3344334975900387,7.180222985302975
C10292,29,Medium,Very High,Advanced,2020-05-07,Australia,1959,8588,2025-09-16 18:10:22.399727,94,1830855.13,19477.18,15274.13,9118,97.0,8588.0,1,1.0,0.0479836651352731,19477.182234042557,2,0.7842064405627508,-0.597279871460443,-0.9864829598058413,3.678561531683288
C10293,40,High,High,Intermediate,2022-01-25,USA,1331,6726,2025-09-16 18:10:22.399727,101,2113912.56,20929.83,15141.55,10615,105.1,58506.0,13,0.46,0.0758827948910593,20929.827326732677,0,0.7234435253415817,0.09954664524340717,-0.11925932924148532,5.065810167775146
C10294,31,Medium,Low,Intermediate,2020-09-28,Canada,1815,21361,2025-09-16 18:10:22.400724,93,2010886.91,21622.44,17597.99,8880,95.48,49263.0,13,0.38,0.0512396694214876,21622.43989247312,2,0.8138762322846081,-0.6968265167038502,0.2942248264499582,4.795928541902704
C10295,47,High,Low,Intermediate,2023-07-30,Australia,780,27166,2025-09-16 18:10:22.400724,97,2072330.64,21364.23,14671.81,9677,99.76,32351.0,2,1.0,0.1243589743589743,21364.23340206185,0,0.6867464916825928,-0.2986399357302215,0.1400749530131211,4.903811471373916
C10296,53,Medium,Medium,Intermediate,2021-01-13,Germany,1708,36182,2025-09-16 18:10:22.401721,105,2329929.45,22189.8,17994.72,9779,93.13,62147.0,11,0.82,0.0614754098360655,22189.804285714286,0,0.810945569586026,0.49773322621703586,0.6329354580797335,6.208141479501562
C10297,45,Low,Low,Advanced,2022-05-18,USA,1218,17158,2025-09-16 18:10:22.401721,109,2152538.44,19748.06,16757.31,10791,99.0,68771.0,14,0.57,0.0894909688013136,19748.059082568805,0,0.8485547441115735,0.8959198071906646,-0.8247691698032438,5.265113654077818
C10298,59,Medium,Medium,Beginner,2024-08-17,Australia,396,46675,2025-09-16 18:10:22.402718,107,2498263.94,23348.26,16793.16,11154,104.24,46776.0,2,0.5,0.2702020202020202,23348.261121495325,0,0.7192467447253029,0.6968265167038502,1.3245293637442652,6.945456015737502
C10299,38,Low,Very High,Advanced,2020-05-09,Japan,1957,40745,2025-09-16 18:10:22.403716,104,2292924.79,22047.35,17371.53,10938,105.17,83645.0,15,0.33,0.0531425651507409,22047.35375,2,0.7879191830310672,0.3981865809736287,0.5478936337077973,6.016552393986302
C10300,41,Low,Low,Intermediate,2025-04-10,Canada,160,5214,2025-09-16 18:10:22.403716,112,2482083.17,22161.46,17197.01,11296,100.86,5214.0,1,1.0,0.7,22161.456875,0,0.7759872318881518,1.194559742920886,0.616016642335959,6.803307263831064
C10301,49,Low,Medium,Advanced,2022-04-20,USA,1246,20409,2025-09-16 18:10:22.404713,104,2385938.74,22941.72,17061.78,10654,102.44,61605.0,12,0.75,0.0834670947030497,22941.71865384616,0,0.7437009953918013,0.3981865809736287,1.0818273400154728,6.468466819162842
C10302,32,High,Low,Beginner,2021-06-24,UK,1546,15998,2025-09-16 18:10:22.404713,107,2532188.08,23665.31,18006.5,11549,107.93,15998.0,1,1.0,0.0692108667529107,23665.309158878503,0,0.76088164490556,0.6968265167038502,1.5138063761494773,7.1585438601379074
C10303,20,High,Medium,Intermediate,2021-08-17,Canada,1492,45156,2025-09-16 18:10:22.405711,106,2235817.77,21092.62,15854.89,10718,101.11,68355.0,8,0.62,0.0710455764075067,21092.620471698112,2,0.751679497378704,0.597279871460443,-0.022074642758458444,5.640862864457634
C10304,34,Medium,High,Advanced,2021-03-06,Australia,1656,8388,2025-09-16 18:10:22.405711,108,2181199.29,20196.29,15647.79,10610,98.24,81472.0,15,0.67,0.0652173913043478,20196.289722222224,0,0.7747853689959889,0.7963731619472574,-0.557178457706138,5.352111291484471
C10305,38,High,High,Intermediate,2023-08-21,UK,758,24576,2025-09-16 18:10:22.406708,101,2301454.95,22786.68,16206.89,10921,108.13,36021.0,5,0.6,0.1332453825857519,22786.68267326733,0,0.7112440250181246,0.09954664524340717,0.9892693586141039,6.0775138114232385
C10306,49,High,Low,Advanced,2022-12-11,USA,1011,25593,2025-09-16 18:10:22.406708,112,2427458.05,21673.73,16767.98,11568,103.29,43156.0,7,0.29,0.1107814045499505,21673.73258928571,0,0.7736545578449118,1.194559742920886,0.3248446591774882,6.532458202713687
C10307,28,Low,Medium,Beginner,2021-11-20,Germany,1397,19445,2025-09-16 18:10:22.407706,93,1653086.12,17775.12,12085.01,8640,92.9,58928.0,11,0.73,0.066571224051539,17775.119569892475,2,0.679883455076534,-0.6968265167038502,-2.002602914811085,2.5527428240020065
C10308,70,Medium,High,Advanced,2025-09-01,Canada,16,26937,2025-09-16 18:10:22.408703,103,2342655.57,22744.23,17793.81,10775,104.61,26937.0,1,1.0,6.4375,22744.228834951453,0,0.782343917556233,0.2986399357302215,0.963926954650687,6.303464582545383
C10309,51,High,High,Advanced,2025-06-23,UK,86,44109,2025-09-16 18:10:22.408703,99,2052753.41,20734.88,13537.97,10552,106.59,44921.0,2,0.5,1.1511627906976745,20734.88292929293,1,0.6529080467309191,-0.09954664524340717,-0.23564334932789407,4.7095936684304585
C10310,59,Medium,Low,Beginner,2025-04-04,Australia,166,40163,2025-09-16 18:10:22.409700,87,1712023.48,19678.43,14848.82,8147,93.64,40163.0,1,1.0,0.5240963855421686,19678.4308045977,1,0.7545734085493608,-1.2941063881642934,-0.8663378762336963,3.119048421424276
C10311,30,Medium,Medium,Intermediate,2020-03-15,Australia,2012,37714,2025-09-16 18:10:22.409700,105,2475851.15,23579.53,16022.28,10966,104.44,37714.0,1,1.0,0.0521868787276341,23579.53476190476,2,0.6794995489731984,0.49773322621703586,1.4625962133230481,6.852461086338397
